document_number,company_code,document_date,posting_date,document_type,reference,currency,exchange_rate
DOC00000349,1000,2023-01-20,2023-01-20,SA,BD00000349,USD,1.0
DOC00000350,1000,2023-01-19,2023-01-19,SA,BD00000350,USD,1.0
DOC00000351,1000,2023-01-23,2023-01-23,SA,BD00000351,USD,1.0
DOC00000352,1000,2023-01-16,2023-01-16,SA,BD00000352,USD,1.0
DOC00000353,1000,2023-01-18,2023-01-18,SA,BD00000353,USD,1.0
DOC00000354,1000,2023-01-16,2023-01-16,SA,BD00000354,USD,1.0
DOC00000355,1000,2023-01-23,2023-01-23,SA,BD00000355,USD,1.0
DOC00000356,1000,2023-01-23,2023-01-23,SA,BD00000356,USD,1.0
DOC00000357,1000,2023-01-19,2023-01-19,SA,BD00000357,USD,1.0
DOC00000358,1000,2023-01-19,2023-01-19,SA,BD00000358,USD,1.0
DOC00000359,1000,2023-01-23,2023-01-23,SA,BD00000359,USD,1.0
DOC00000360,1000,2023-01-19,2023-01-19,SA,BD00000360,USD,1.0
DOC00000361,1000,2023-01-23,2023-01-23,SA,BD00000361,USD,1.0
DOC00000362,1000,2023-01-23,2023-01-23,SA,BD00000362,USD,1.0
DOC00000363,1000,2023-01-18,2023-01-18,SA,BD00000363,USD,1.0
DOC00000364,1000,2023-01-17,2023-01-17,SA,BD00000364,USD,1.0
DOC00000365,1000,2023-01-17,2023-01-17,SA,BD00000365,USD,1.0
DOC00000366,1000,2023-01-25,2023-01-25,SA,BD00000366,USD,1.0
DOC00000367,1000,2023-01-23,2023-01-23,SA,BD00000367,USD,1.0
DOC00000368,1000,2023-01-19,2023-01-19,SA,BD00000368,USD,1.0
DOC00000369,1000,2023-01-23,2023-01-23,SA,BD00000369,USD,1.0
DOC00000370,1000,2023-01-20,2023-01-20,SA,BD00000370,USD,1.0
DOC00000371,1000,2023-01-16,2023-01-16,SA,BD00000371,USD,1.0
DOC00000372,1000,2023-01-18,2023-01-18,SA,BD00000372,USD,1.0
DOC00000373,1000,2023-01-16,2023-01-16,SA,BD00000373,USD,1.0
DOC00000374,1000,2023-01-23,2023-01-23,SA,BD00000374,USD,1.0
DOC00000375,1000,2023-01-23,2023-01-23,SA,BD00000375,USD,1.0
DOC00000376,1000,2023-01-23,2023-01-23,SA,BD00000376,USD,1.0
DOC00000377,1000,2023-01-20,2023-01-20,SA,BD00000377,USD,1.0
DOC00000378,1000,2023-01-17,2023-01-17,SA,BD00000378,USD,1.0
DOC00000379,1000,2023-01-20,2023-01-20,SA,BD00000379,USD,1.0
DOC00000380,1000,2023-01-23,2023-01-23,SA,BD00000380,USD,1.0
DOC00000381,1000,2023-01-25,2023-01-25,SA,BD00000381,USD,1.0
DOC00000382,1000,2023-01-23,2023-01-23,SA,BD00000382,USD,1.0
DOC00000383,1000,2023-01-16,2023-01-16,SA,BD00000383,USD,1.0
DOC00000384,1000,2023-01-24,2023-01-24,SA,BD00000384,USD,1.0
DOC00000385,1000,2023-01-20,2023-01-20,SA,BD00000385,USD,1.0
DOC00000386,1000,2023-01-23,2023-01-23,SA,BD00000386,USD,1.0
DOC00000387,1000,2023-01-19,2023-01-19,SA,BD00000387,USD,1.0
DOC00000388,1000,2023-01-19,2023-01-19,SA,BD00000388,USD,1.0
DOC00000389,1000,2023-01-23,2023-01-23,SA,BD00000389,USD,1.0
DOC00000390,1000,2023-01-20,2023-01-20,SA,BD00000390,USD,1.0
DOC00000391,1000,2023-01-23,2023-01-23,SA,BD00000391,USD,1.0
DOC00000392,1000,2023-01-23,2023-01-23,SA,BD00000392,USD,1.0
DOC00000393,1000,2023-01-23,2023-01-23,SA,BD00000393,USD,1.0
DOC00000394,1000,2023-01-24,2023-01-24,SA,BD00000394,USD,1.0
DOC00000395,1000,2023-01-24,2023-01-24,SA,BD00000395,USD,1.0
DOC00000396,1000,2023-01-25,2023-01-25,SA,BD00000396,USD,1.0
DOC00000397,1000,2023-01-20,2023-01-20,SA,BD00000397,USD,1.0
DOC00000398,1000,2023-01-19,2023-01-19,SA,BD00000398,USD,1.0
DOC00000399,1000,2023-01-16,2023-01-16,SA,BD00000399,USD,1.0
DOC00000400,1000,2023-01-25,2023-01-25,SA,BD00000400,USD,1.0
DOC00000401,1000,2023-01-16,2023-01-16,SA,BD00000401,USD,1.0
DOC00000402,1000,2023-01-20,2023-01-20,SA,BD00000402,USD,1.0
DOC00000403,1000,2023-01-19,2023-01-19,SA,BD00000403,USD,1.0
DOC00000404,1000,2023-01-19,2023-01-19,SA,BD00000404,USD,1.0
DOC00000405,1000,2023-01-19,2023-01-19,SA,BD00000405,USD,1.0
DOC00000406,1000,2023-01-24,2023-01-24,SA,BD00000406,USD,1.0
DOC00000407,1000,2023-01-26,2023-01-26,SA,BD00000407,USD,1.0
DOC00000408,1000,2023-01-16,2023-01-16,SA,BD00000408,USD,1.0
DOC00000409,1000,2023-01-19,2023-01-19,SA,BD00000409,USD,1.0
DOC00000410,1000,2023-01-23,2023-01-23,SA,BD00000410,USD,1.0
DOC00000411,1000,2023-01-20,2023-01-20,SA,BD00000411,USD,1.0
DOC00000412,1000,2023-01-19,2023-01-19,SA,BD00000412,USD,1.0
DOC00000413,1000,2023-01-24,2023-01-24,SA,BD00000413,USD,1.0
DOC00000414,1000,2023-01-16,2023-01-16,SA,BD00000414,USD,1.0
DOC00000415,1000,2023-01-17,2023-01-17,SA,BD00000415,USD,1.0
DOC00000416,1000,2023-01-26,2023-01-26,SA,BD00000416,USD,1.0
DOC00000417,1000,2023-01-23,2023-01-23,SA,BD00000417,USD,1.0
DOC00000418,1000,2023-01-17,2023-01-17,SA,BD00000418,USD,1.0
DOC00000419,1000,2023-01-19,2023-01-19,SA,BD00000419,USD,1.0
DOC00000420,1000,2023-01-18,2023-01-18,SA,BD00000420,USD,1.0
DOC00000421,1000,2023-01-18,2023-01-18,SA,BD00000421,USD,1.0
DOC00000422,1000,2023-01-24,2023-01-24,SA,BD00000422,USD,1.0
DOC00000423,1000,2023-01-23,2023-01-23,SA,BD00000423,USD,1.0
DOC00000424,1000,2023-01-17,2023-01-17,SA,BD00000424,USD,1.0
DOC00000425,1000,2023-01-23,2023-01-23,SA,BD00000425,USD,1.0
DOC00000426,1000,2023-01-23,2023-01-23,SA,BD00000426,USD,1.0
DOC00000427,1000,2023-01-17,2023-01-17,SA,BD00000427,USD,1.0
DOC00000428,1000,2023-01-23,2023-01-23,SA,BD00000428,USD,1.0
DOC00000429,1000,2023-01-26,2023-01-26,SA,BD00000429,USD,1.0
DOC00000430,1000,2023-01-19,2023-01-19,SA,BD00000430,USD,1.0
DOC00000431,1000,2023-01-19,2023-01-19,SA,BD00000431,USD,1.0
DOC00000432,1000,2023-01-20,2023-01-20,SA,BD00000432,USD,1.0
DOC00000433,1000,2023-01-18,2023-01-18,SA,BD00000433,USD,1.0
DOC00000434,1000,2023-01-23,2023-01-23,SA,BD00000434,USD,1.0
DOC00000435,1000,2023-01-23,2023-01-23,SA,BD00000435,USD,1.0
DOC00000436,1000,2023-01-23,2023-01-23,SA,BD00000436,USD,1.0
DOC00000437,1000,2023-01-23,2023-01-23,SA,BD00000437,USD,1.0
DOC00000438,1000,2023-01-20,2023-01-20,SA,BD00000438,USD,1.0
DOC00000439,1000,2023-01-18,2023-01-18,SA,BD00000439,USD,1.0
DOC00000440,1000,2023-01-24,2023-01-24,SA,BD00000440,USD,1.0
DOC00000441,1000,2023-01-24,2023-01-24,SA,BD00000441,USD,1.0
DOC00000442,1000,2023-01-23,2023-01-23,SA,BD00000442,USD,1.0
DOC00000443,1000,2023-01-20,2023-01-20,SA,BD00000443,USD,1.0
DOC00000444,1000,2023-01-24,2023-01-24,SA,BD00000444,USD,1.0
DOC00000445,1000,2023-01-17,2023-01-17,SA,BD00000445,USD,1.0
DOC00000446,1000,2023-01-19,2023-01-19,SA,BD00000446,USD,1.0
DOC00000447,1000,2023-01-23,2023-01-23,SA,BD00000447,USD,1.0
DOC00000448,1000,2023-01-16,2023-01-16,SA,BD00000448,USD,1.0
DOC00000449,1000,2023-01-19,2023-01-19,SA,BD00000449,USD,1.0
DOC00000450,1000,2023-01-18,2023-01-18,SA,BD00000450,USD,1.0
DOC00000451,1000,2023-01-17,2023-01-17,SA,BD00000451,USD,1.0
DOC00000452,1000,2023-01-18,2023-01-18,SA,BD00000452,USD,1.0
DOC00000453,1000,2023-01-20,2023-01-20,SA,BD00000453,USD,1.0
DOC00000454,1000,2023-01-18,2023-01-18,SA,BD00000454,USD,1.0
DOC00000455,1000,2023-01-23,2023-01-23,SA,BD00000455,USD,1.0
DOC00000456,1000,2023-01-23,2023-01-23,SA,BD00000456,USD,1.0
DOC00000457,1000,2023-01-23,2023-01-23,SA,BD00000457,USD,1.0
DOC00000458,1000,2023-01-23,2023-01-23,SA,BD00000458,USD,1.0
DOC00000459,1000,2023-01-25,2023-01-25,SA,BD00000459,USD,1.0
DOC00000460,1000,2023-01-23,2023-01-23,SA,BD00000460,USD,1.0
DOC00000461,1000,2023-01-26,2023-01-26,SA,BD00000461,USD,1.0
DOC00000462,1000,2023-01-23,2023-01-23,SA,BD00000462,USD,1.0
DOC00000463,1000,2023-01-23,2023-01-23,SA,BD00000463,USD,1.0
DOC00000464,1000,2023-01-20,2023-01-20,SA,BD00000464,USD,1.0
DOC00000465,1000,2023-01-17,2023-01-17,SA,BD00000465,USD,1.0
DOC00000466,1000,2023-01-20,2023-01-20,SA,BD00000466,USD,1.0
DOC00000467,1000,2023-01-17,2023-01-17,SA,BD00000467,USD,1.0
DOC00000468,1000,2023-01-23,2023-01-23,SA,BD00000468,USD,1.0
DOC00000469,1000,2023-01-19,2023-01-19,SA,BD00000469,USD,1.0
DOC00000470,1000,2023-01-26,2023-01-26,SA,BD00000470,USD,1.0
DOC00000471,1000,2023-01-20,2023-01-20,SA,BD00000471,USD,1.0
DOC00000472,1000,2023-01-20,2023-01-20,SA,BD00000472,USD,1.0
DOC00000473,1000,2023-01-23,2023-01-23,SA,BD00000473,USD,1.0
DOC00000474,1000,2023-01-25,2023-01-25,SA,BD00000474,USD,1.0
DOC00000475,1000,2023-01-27,2023-01-27,SA,BD00000475,USD,1.0
DOC00000476,1000,2023-01-19,2023-01-19,SA,BD00000476,USD,1.0
DOC00000477,1000,2023-01-24,2023-01-24,SA,BD00000477,USD,1.0
DOC00000478,1000,2023-01-20,2023-01-20,SA,BD00000478,USD,1.0
DOC00000479,1000,2023-01-24,2023-01-24,SA,BD00000479,USD,1.0
DOC00000480,1000,2023-01-17,2023-01-17,SA,BD00000480,USD,1.0
DOC00000481,1000,2023-01-27,2023-01-27,SA,BD00000481,USD,1.0
DOC00000482,1000,2023-01-23,2023-01-23,SA,BD00000482,USD,1.0
DOC00000483,1000,2023-01-18,2023-01-18,SA,BD00000483,USD,1.0
DOC00000484,1000,2023-01-25,2023-01-25,SA,BD00000484,USD,1.0
DOC00000485,1000,2023-01-25,2023-01-25,SA,BD00000485,USD,1.0
DOC00000486,1000,2023-01-24,2023-01-24,SA,BD00000486,USD,1.0
DOC00000487,1000,2023-01-25,2023-01-25,SA,BD00000487,USD,1.0
DOC00000488,1000,2023-01-18,2023-01-18,SA,BD00000488,USD,1.0
DOC00000489,1000,2023-01-25,2023-01-25,SA,BD00000489,USD,1.0
DOC00000490,1000,2023-01-26,2023-01-26,SA,BD00000490,USD,1.0
DOC00000491,1000,2023-01-27,2023-01-27,SA,BD00000491,USD,1.0
DOC00000492,1000,2023-01-25,2023-01-25,SA,BD00000492,USD,1.0
DOC00000493,1000,2023-01-23,2023-01-23,SA,BD00000493,USD,1.0
DOC00000494,1000,2023-01-26,2023-01-26,SA,BD00000494,USD,1.0
DOC00000495,1000,2023-01-18,2023-01-18,SA,BD00000495,USD,1.0
DOC00000496,1000,2023-01-18,2023-01-18,SA,BD00000496,USD,1.0
DOC00000497,1000,2023-01-19,2023-01-19,SA,BD00000497,USD,1.0
DOC00000498,1000,2023-01-18,2023-01-18,SA,BD00000498,USD,1.0
DOC00000499,1000,2023-01-24,2023-01-24,SA,BD00000499,USD,1.0
DOC00000500,1000,2023-01-23,2023-01-23,SA,BD00000500,USD,1.0
DOC00000501,1000,2023-01-23,2023-01-23,SA,BD00000501,USD,1.0
DOC00000502,1000,2023-01-23,2023-01-23,SA,BD00000502,USD,1.0
DOC00000503,1000,2023-01-19,2023-01-19,SA,BD00000503,USD,1.0
DOC00000504,1000,2023-01-26,2023-01-26,SA,BD00000504,USD,1.0
DOC00000505,1000,2023-01-26,2023-01-26,SA,BD00000505,USD,1.0
DOC00000506,1000,2023-01-17,2023-01-17,SA,BD00000506,USD,1.0
DOC00000507,1000,2023-01-23,2023-01-23,SA,BD00000507,USD,1.0
DOC00000508,1000,2023-01-20,2023-01-20,SA,BD00000508,USD,1.0
DOC00000509,1000,2023-01-27,2023-01-27,SA,BD00000509,USD,1.0
DOC00000510,1000,2023-01-26,2023-01-26,SA,BD00000510,USD,1.0
DOC00000511,1000,2023-01-18,2023-01-18,SA,BD00000511,USD,1.0
DOC00000512,1000,2023-01-27,2023-01-27,SA,BD00000512,USD,1.0
DOC00000513,1000,2023-01-23,2023-01-23,SA,BD00000513,USD,1.0
DOC00000514,1000,2023-01-19,2023-01-19,SA,BD00000514,USD,1.0
DOC00000515,1000,2023-01-30,2023-01-30,SA,BD00000515,USD,1.0
DOC00000516,1000,2023-01-27,2023-01-27,SA,BD00000516,USD,1.0
DOC00000517,1000,2023-01-30,2023-01-30,SA,BD00000517,USD,1.0
DOC00000518,1000,2023-01-25,2023-01-25,SA,BD00000518,USD,1.0
DOC00000519,1000,2023-01-25,2023-01-25,SA,BD00000519,USD,1.0
DOC00000520,1000,2023-01-26,2023-01-26,SA,BD00000520,USD,1.0
DOC00000521,1000,2023-01-20,2023-01-20,SA,BD00000521,USD,1.0
DOC00000522,1000,2023-01-18,2023-01-18,SA,BD00000522,USD,1.0
DOC00000523,1000,2023-01-23,2023-01-23,SA,BD00000523,USD,1.0
DOC00000524,1000,2023-01-20,2023-01-20,SA,BD00000524,USD,1.0
DOC00000525,1000,2023-01-20,2023-01-20,SA,BD00000525,USD,1.0
DOC00000526,1000,2023-01-23,2023-01-23,SA,BD00000526,USD,1.0
DOC00000527,1000,2023-01-18,2023-01-18,SA,BD00000527,USD,1.0
DOC00000528,1000,2023-01-26,2023-01-26,SA,BD00000528,USD,1.0
DOC00000529,1000,2023-01-24,2023-01-24,SA,BD00000529,USD,1.0
DOC00000530,1000,2023-01-18,2023-01-18,SA,BD00000530,USD,1.0
DOC00000531,1000,2023-01-18,2023-01-18,SA,BD00000531,USD,1.0
DOC00000532,1000,2023-01-18,2023-01-18,SA,BD00000532,USD,1.0
DOC00000533,1000,2023-01-26,2023-01-26,SA,BD00000533,USD,1.0
DOC00000534,1000,2023-01-23,2023-01-23,SA,BD00000534,USD,1.0
DOC00000535,1000,2023-01-19,2023-01-19,SA,BD00000535,USD,1.0
DOC00000536,1000,2023-01-25,2023-01-25,SA,BD00000536,USD,1.0
DOC00000537,1000,2023-01-23,2023-01-23,SA,BD00000537,USD,1.0
DOC00000538,1000,2023-01-25,2023-01-25,SA,BD00000538,USD,1.0
DOC00000539,1000,2023-01-23,2023-01-23,SA,BD00000539,USD,1.0
DOC00000540,1000,2023-01-23,2023-01-23,SA,BD00000540,USD,1.0
DOC00000541,1000,2023-01-23,2023-01-23,SA,BD00000541,USD,1.0
DOC00000542,1000,2023-01-25,2023-01-25,SA,BD00000542,USD,1.0
DOC00000543,1000,2023-01-26,2023-01-26,SA,BD00000543,USD,1.0
DOC00000544,1000,2023-01-24,2023-01-24,SA,BD00000544,USD,1.0
DOC00000545,1000,2023-01-20,2023-01-20,SA,BD00000545,USD,1.0
DOC00000546,1000,2023-01-18,2023-01-18,SA,BD00000546,USD,1.0
DOC00000547,1000,2023-01-23,2023-01-23,SA,BD00000547,USD,1.0
DOC00000548,1000,2023-01-23,2023-01-23,SA,BD00000548,USD,1.0
DOC00000549,1000,2023-01-19,2023-01-19,SA,BD00000549,USD,1.0
DOC00000550,1000,2023-01-26,2023-01-26,SA,BD00000550,USD,1.0
DOC00000551,1000,2023-01-24,2023-01-24,SA,BD00000551,USD,1.0
DOC00000552,1000,2023-01-25,2023-01-25,SA,BD00000552,USD,1.0
DOC00000553,1000,2023-01-26,2023-01-26,SA,BD00000553,USD,1.0
DOC00000554,1000,2023-01-30,2023-01-30,SA,BD00000554,USD,1.0
DOC00000555,1000,2023-01-23,2023-01-23,SA,BD00000555,USD,1.0
DOC00000556,1000,2023-01-23,2023-01-23,SA,BD00000556,USD,1.0
DOC00000557,1000,2023-01-27,2023-01-27,SA,BD00000557,USD,1.0
DOC00000558,1000,2023-01-23,2023-01-23,SA,BD00000558,USD,1.0
DOC00000559,1000,2023-01-27,2023-01-27,SA,BD00000559,USD,1.0
DOC00000560,1000,2023-01-18,2023-01-18,SA,BD00000560,USD,1.0
DOC00000561,1000,2023-01-18,2023-01-18,SA,BD00000561,USD,1.0
DOC00000562,1000,2023-01-18,2023-01-18,SA,BD00000562,USD,1.0
DOC00000563,1000,2023-01-25,2023-01-25,SA,BD00000563,USD,1.0
DOC00000564,1000,2023-01-20,2023-01-20,SA,BD00000564,USD,1.0
DOC00000565,1000,2023-01-30,2023-01-30,SA,BD00000565,USD,1.0
DOC00000566,1000,2023-01-26,2023-01-26,SA,BD00000566,USD,1.0
DOC00000567,1000,2023-01-23,2023-01-23,SA,BD00000567,USD,1.0
DOC00000568,1000,2023-01-23,2023-01-23,SA,BD00000568,USD,1.0
DOC00000569,1000,2023-01-31,2023-01-31,SA,BD00000569,USD,1.0
DOC00000570,1000,2023-01-30,2023-01-30,SA,BD00000570,USD,1.0
DOC00000571,1000,2023-01-30,2023-01-30,SA,BD00000571,USD,1.0
DOC00000572,1000,2023-01-25,2023-01-25,SA,BD00000572,USD,1.0
DOC00000573,1000,2023-01-24,2023-01-24,SA,BD00000573,USD,1.0
DOC00000574,1000,2023-01-30,2023-01-30,SA,BD00000574,USD,1.0
DOC00000575,1000,2023-01-31,2023-01-31,SA,BD00000575,USD,1.0
DOC00000576,1000,2023-01-30,2023-01-30,SA,BD00000576,USD,1.0
DOC00000577,1000,2023-01-30,2023-01-30,SA,BD00000577,USD,1.0
DOC00000578,1000,2023-01-31,2023-01-31,SA,BD00000578,USD,1.0
DOC00000579,1000,2023-01-23,2023-01-23,SA,BD00000579,USD,1.0
DOC00000580,1000,2023-01-25,2023-01-25,SA,BD00000580,USD,1.0
DOC00000581,1000,2023-01-26,2023-01-26,SA,BD00000581,USD,1.0
DOC00000582,1000,2023-01-27,2023-01-27,SA,BD00000582,USD,1.0
DOC00000583,1000,2023-01-23,2023-01-23,SA,BD00000583,USD,1.0
DOC00000584,1000,2023-01-23,2023-01-23,SA,BD00000584,USD,1.0
DOC00000585,1000,2023-01-26,2023-01-26,SA,BD00000585,USD,1.0
DOC00000586,1000,2023-01-31,2023-01-31,SA,BD00000586,USD,1.0
DOC00000587,1000,2023-01-26,2023-01-26,SA,BD00000587,USD,1.0
DOC00000588,1000,2023-01-23,2023-01-23,SA,BD00000588,USD,1.0
DOC00000589,1000,2023-01-27,2023-01-27,SA,BD00000589,USD,1.0
DOC00000590,1000,2023-01-23,2023-01-23,SA,BD00000590,USD,1.0
DOC00000591,1000,2023-01-24,2023-01-24,SA,BD00000591,USD,1.0
DOC00000592,1000,2023-01-30,2023-01-30,SA,BD00000592,USD,1.0
DOC00000593,1000,2023-01-23,2023-01-23,SA,BD00000593,USD,1.0
DOC00000594,1000,2023-01-31,2023-01-31,SA,BD00000594,USD,1.0
DOC00000595,1000,2023-01-26,2023-01-26,SA,BD00000595,USD,1.0
DOC00000596,1000,2023-01-26,2023-01-26,SA,BD00000596,USD,1.0
DOC00000597,1000,2023-01-27,2023-01-27,SA,BD00000597,USD,1.0
DOC00000598,1000,2023-01-26,2023-01-26,SA,BD00000598,USD,1.0
DOC00000599,1000,2023-01-27,2023-01-27,SA,BD00000599,USD,1.0
DOC00000600,1000,2023-01-30,2023-01-30,SA,BD00000600,USD,1.0
DOC00000601,1000,2023-01-30,2023-01-30,SA,BD00000601,USD,1.0
DOC00000602,1000,2023-01-24,2023-01-24,SA,BD00000602,USD,1.0
DOC00000603,1000,2023-01-23,2023-01-23,SA,BD00000603,USD,1.0
DOC00000604,1000,2023-01-26,2023-01-26,SA,BD00000604,USD,1.0
DOC00000605,1000,2023-01-26,2023-01-26,SA,BD00000605,USD,1.0
DOC00000606,1000,2023-01-23,2023-01-23,SA,BD00000606,USD,1.0
DOC00000607,1000,2023-01-30,2023-01-30,SA,BD00000607,USD,1.0
DOC00000608,1000,2023-01-25,2023-01-25,SA,BD00000608,USD,1.0
DOC00000609,1000,2023-01-24,2023-01-24,SA,BD00000609,USD,1.0
DOC00000610,1000,2023-01-30,2023-01-30,SA,BD00000610,USD,1.0
DOC00000611,1000,2023-01-30,2023-01-30,SA,BD00000611,USD,1.0
DOC00000612,1000,2023-01-30,2023-01-30,SA,BD00000612,USD,1.0
DOC00000613,1000,2023-01-25,2023-01-25,SA,BD00000613,USD,1.0
DOC00000614,1000,2023-01-30,2023-01-30,SA,BD00000614,USD,1.0
DOC00000615,1000,2023-01-23,2023-01-23,SA,BD00000615,USD,1.0
DOC00000616,1000,2023-02-01,2023-02-01,SA,BD00000616,USD,1.0
DOC00000617,1000,2023-02-01,2023-02-01,SA,BD00000617,USD,1.0
DOC00000618,1000,2023-01-31,2023-01-31,SA,BD00000618,USD,1.0
DOC00000619,1000,2023-01-23,2023-01-23,SA,BD00000619,USD,1.0
DOC00000620,1000,2023-01-27,2023-01-27,SA,BD00000620,USD,1.0
DOC00000621,1000,2023-01-23,2023-01-23,SA,BD00000621,USD,1.0
DOC00000622,1000,2023-01-27,2023-01-27,SA,BD00000622,USD,1.0
DOC00000623,1000,2023-01-27,2023-01-27,SA,BD00000623,USD,1.0
DOC00000624,1000,2023-01-24,2023-01-24,SA,BD00000624,USD,1.0
DOC00000625,1000,2023-01-31,2023-01-31,SA,BD00000625,USD,1.0
DOC00000626,1000,2023-01-30,2023-01-30,SA,BD00000626,USD,1.0
DOC00000627,1000,2023-01-24,2023-01-24,SA,BD00000627,USD,1.0
DOC00000628,1000,2023-01-23,2023-01-23,SA,BD00000628,USD,1.0
DOC00000629,1000,2023-02-01,2023-02-01,SA,BD00000629,USD,1.0
DOC00000630,1000,2023-01-27,2023-01-27,SA,BD00000630,USD,1.0
DOC00000631,1000,2023-01-26,2023-01-26,SA,BD00000631,USD,1.0
DOC00000632,1000,2023-01-30,2023-01-30,SA,BD00000632,USD,1.0
DOC00000633,1000,2023-01-23,2023-01-23,SA,BD00000633,USD,1.0
DOC00000634,1000,2023-01-30,2023-01-30,SA,BD00000634,USD,1.0
DOC00000635,1000,2023-01-30,2023-01-30,SA,BD00000635,USD,1.0
DOC00000636,1000,2023-01-25,2023-01-25,SA,BD00000636,USD,1.0
DOC00000637,1000,2023-01-24,2023-01-24,SA,BD00000637,USD,1.0
DOC00000638,1000,2023-01-30,2023-01-30,SA,BD00000638,USD,1.0
DOC00000639,1000,2023-01-31,2023-01-31,SA,BD00000639,USD,1.0
DOC00000640,1000,2023-01-30,2023-01-30,SA,BD00000640,USD,1.0
DOC00000641,1000,2023-01-26,2023-01-26,SA,BD00000641,USD,1.0
DOC00000642,1000,2023-01-30,2023-01-30,SA,BD00000642,USD,1.0
DOC00000643,1000,2023-01-30,2023-01-30,SA,BD00000643,USD,1.0
DOC00000644,1000,2023-01-24,2023-01-24,SA,BD00000644,USD,1.0
DOC00000645,1000,2023-01-26,2023-01-26,SA,BD00000645,USD,1.0
DOC00000646,1000,2023-02-01,2023-02-01,SA,BD00000646,USD,1.0
DOC00000647,1000,2023-01-26,2023-01-26,SA,BD00000647,USD,1.0
DOC00000648,1000,2023-01-23,2023-01-23,SA,BD00000648,USD,1.0
DOC00000649,1000,2023-01-31,2023-01-31,SA,BD00000649,USD,1.0
DOC00000650,1000,2023-01-31,2023-01-31,SA,BD00000650,USD,1.0
DOC00000651,1000,2023-01-23,2023-01-23,SA,BD00000651,USD,1.0
DOC00000652,1000,2023-01-30,2023-01-30,SA,BD00000652,USD,1.0
DOC00000653,1000,2023-01-23,2023-01-23,SA,BD00000653,USD,1.0
DOC00000654,1000,2023-01-23,2023-01-23,SA,BD00000654,USD,1.0
DOC00000655,1000,2023-01-25,2023-01-25,SA,BD00000655,USD,1.0
DOC00000656,1000,2023-01-26,2023-01-26,SA,BD00000656,USD,1.0
DOC00000657,1000,2023-01-23,2023-01-23,SA,BD00000657,USD,1.0
DOC00000658,1000,2023-02-01,2023-02-01,SA,BD00000658,USD,1.0
DOC00000659,1000,2023-01-30,2023-01-30,SA,BD00000659,USD,1.0
DOC00000660,1000,2023-01-26,2023-01-26,SA,BD00000660,USD,1.0
DOC00000661,1000,2023-01-23,2023-01-23,SA,BD00000661,USD,1.0
DOC00000662,1000,2023-01-26,2023-01-26,SA,BD00000662,USD,1.0
DOC00000663,1000,2023-01-30,2023-01-30,SA,BD00000663,USD,1.0
DOC00000664,1000,2023-01-30,2023-01-30,SA,BD00000664,USD,1.0
DOC00000665,1000,2023-01-24,2023-01-24,SA,BD00000665,USD,1.0
DOC00000666,1000,2023-01-31,2023-01-31,SA,BD00000666,USD,1.0
DOC00000667,1000,2023-01-30,2023-01-30,SA,BD00000667,USD,1.0
DOC00000668,1000,2023-01-27,2023-01-27,SA,BD00000668,USD,1.0
DOC00000669,1000,2023-01-23,2023-01-23,SA,BD00000669,USD,1.0
DOC00000670,1000,2023-01-27,2023-01-27,SA,BD00000670,USD,1.0
DOC00000671,1000,2023-01-30,2023-01-30,SA,BD00000671,USD,1.0
DOC00000672,1000,2023-01-24,2023-01-24,SA,BD00000672,USD,1.0
DOC00000673,1000,2023-01-31,2023-01-31,SA,BD00000673,USD,1.0
DOC00000674,1000,2023-01-27,2023-01-27,SA,BD00000674,USD,1.0
DOC00000675,1000,2023-01-24,2023-01-24,SA,BD00000675,USD,1.0
DOC00000676,1000,2023-02-01,2023-02-01,SA,BD00000676,USD,1.0
DOC00000677,1000,2023-01-30,2023-01-30,SA,BD00000677,USD,1.0
DOC00000678,1000,2023-01-26,2023-01-26,SA,BD00000678,USD,1.0
DOC00000679,1000,2023-01-30,2023-01-30,SA,BD00000679,USD,1.0
DOC00000680,1000,2023-01-30,2023-01-30,SA,BD00000680,USD,1.0
DOC00000681,1000,2023-01-24,2023-01-24,SA,BD00000681,USD,1.0
DOC00000682,1000,2023-02-01,2023-02-01,SA,BD00000682,USD,1.0
DOC00000683,1000,2023-01-24,2023-01-24,SA,BD00000683,USD,1.0
DOC00000684,1000,2023-01-23,2023-01-23,SA,BD00000684,USD,1.0
DOC00000685,1000,2023-01-26,2023-01-26,SA,BD00000685,USD,1.0
DOC00000686,1000,2023-01-30,2023-01-30,SA,BD00000686,USD,1.0
DOC00000687,1000,2023-01-26,2023-01-26,SA,BD00000687,USD,1.0
DOC00000688,1000,2023-01-30,2023-01-30,SA,BD00000688,USD,1.0
DOC00000689,1000,2023-01-23,2023-01-23,SA,BD00000689,USD,1.0
DOC00000690,1000,2023-01-30,2023-01-30,SA,BD00000690,USD,1.0
DOC00000691,1000,2023-01-30,2023-01-30,SA,BD00000691,USD,1.0
DOC00000692,1000,2023-01-23,2023-01-23,SA,BD00000692,USD,1.0
DOC00000693,1000,2023-01-31,2023-01-31,SA,BD00000693,USD,1.0
DOC00000694,1000,2023-01-30,2023-01-30,SA,BD00000694,USD,1.0
DOC00000695,1000,2023-01-27,2023-01-27,SA,BD00000695,USD,1.0
DOC00000696,1000,2023-01-26,2023-01-26,SA,BD00000696,USD,1.0
DOC00000697,1000,2023-01-25,2023-01-25,SA,BD00000697,USD,1.0
