billing_document,item_number,sales_order_id,customer_id,material_id,billing_date,billing_quantity,net_value,tax_amount,gross_value,currency,cost_of_goods
BD00000245,000010,SO00000283,C001041,MAT010119,2023-01-10,74,66490.19,5319.22,71809.41,USD,36491.4
BD00000246,000010,SO00000284,C001001,MAT010095,2023-01-12,20,6018.71,481.5,6500.21,USD,2967.95
BD00000247,000010,SO00000285,C001011,MAT010181,2023-01-19,30,40534.54,3242.76,43777.3,USD,18814.22
BD00000248,000010,SO00000286,C001010,MAT010126,2023-01-18,52,34050.28,2724.02,36774.3,USD,18333.1
BD00000249,000010,SO00000287,C001024,MAT010022,2023-01-18,62,37876.68,3030.13,40906.81,USD,23562.59
BD00000250,000010,SO00000288,C001039,MAT010124,2023-01-19,13,9986.64,798.93,10785.57,USD,4424.6
BD00000251,000010,SO00000289,C001008,MAT010088,2023-01-16,74,113086.04,9046.88,122132.92,USD,71031.2
BD00000252,000010,SO00000290,C001032,MAT010163,2023-01-19,56,95963.39,7677.07,103640.46,USD,47193.44
BD00000253,000010,SO00000292,C001035,MAT010126,2023-01-23,49,21013.04,1681.04,22694.08,USD,13609.98
BD00000254,000010,SO00000293,C001033,MAT010140,2023-01-11,70,90231.21,7218.5,97449.71,USD,42446.4
BD00000255,000010,SO00000294,C001001,MAT010069,2023-01-19,29,35440.71,2835.26,38275.97,USD,18574.33
BD00000256,000010,SO00000295,C001004,MAT010002,2023-01-12,58,36100.97,2888.08,38989.05,USD,17594.55
BD00000257,000010,SO00000296,C001007,MAT010106,2023-01-16,29,36839.72,2947.18,39786.9,USD,19873.78
BD00000258,000010,SO00000297,C001029,MAT010184,2023-01-11,44,32190.23,2575.22,34765.45,USD,18255.92
BD00000259,000010,SO00000298,C001041,MAT010093,2023-01-19,71,69982.03,5598.56,75580.59,USD,37841.39
BD00000260,000010,SO00000299,C001021,MAT010010,2023-01-16,56,106617.66,8529.41,115147.07,USD,64481.43
BD00000261,000010,SO00000300,C001014,MAT010182,2023-01-16,72,54723.55,4377.88,59101.43,USD,23304.59
BD00000262,000010,SO00000301,C001036,MAT010062,2023-01-13,26,5607.22,448.58,6055.8,USD,3547.63
BD00000263,000010,SO00000302,C001038,MAT010047,2023-01-20,32,5915.33,473.23,6388.56,USD,3300.83
BD00000264,000010,SO00000303,C001017,MAT010121,2023-01-16,74,8447.2,675.78,9122.98,USD,3704.59
BD00000265,000010,SO00000304,C001006,MAT010154,2023-01-13,47,54569.0,4365.52,58934.52,USD,26467.47
BD00000266,000010,SO00000305,C001002,MAT010130,2023-01-23,84,49881.44,3990.52,53871.96,USD,24491.39
BD00000267,000010,SO00000306,C001016,MAT010048,2023-01-16,79,133484.84,10678.79,144163.63,USD,92568.17
BD00000268,000010,SO00000307,C001017,MAT010122,2023-01-16,57,20011.39,1600.91,21612.3,USD,10122.26
BD00000269,000010,SO00000308,C001042,MAT010074,2023-01-23,48,19279.7,1542.38,20822.08,USD,8698.89
BD00000270,000010,SO00000309,C001047,MAT010058,2023-01-20,95,100965.02,8077.2,109042.22,USD,42763.4
BD00000271,000010,SO00000310,C001037,MAT010100,2023-01-16,2,2096.04,167.68,2263.72,USD,1410.99
BD00000272,000010,SO00000311,C001016,MAT010054,2023-01-17,61,73503.85,5880.31,79384.16,USD,40423.61
BD00000273,000010,SO00000313,C001009,MAT010153,2023-01-12,62,15359.07,1228.73,16587.8,USD,10606.68
BD00000274,000010,SO00000314,C001045,MAT010039,2023-01-16,86,48807.13,3904.57,52711.7,USD,30600.04
BD00000275,000010,SO00000316,C001016,MAT010194,2023-01-23,90,134406.04,10752.48,145158.52,USD,61908.25
BD00000276,000010,SO00000317,C001028,MAT010108,2023-01-23,2,1777.41,142.19,1919.6,USD,1203.63
BD00000277,000010,SO00000318,C001007,MAT010126,2023-01-12,85,47868.85,3829.51,51698.36,USD,22961.75
BD00000278,000010,SO00000319,C001015,MAT010029,2023-01-17,84,121961.8,9756.94,131718.74,USD,77382.79
BD00000279,000010,SO00000320,C001000,MAT010131,2023-01-19,13,23339.98,1867.2,25207.18,USD,14716.74
BD00000280,000010,SO00000321,C001022,MAT010049,2023-01-16,12,5001.01,400.08,5401.09,USD,3343.7
BD00000281,000010,SO00000322,C001030,MAT010147,2023-01-17,92,84900.36,6792.03,91692.39,USD,34801.05
BD00000282,000010,SO00000323,C001038,MAT010121,2023-01-16,43,6848.98,547.92,7396.9,USD,3588.0
BD00000283,000010,SO00000324,C001044,MAT010009,2023-01-17,45,38421.56,3073.72,41495.28,USD,20584.29
BD00000284,000010,SO00000325,C001004,MAT010189,2023-01-17,31,43150.28,3452.02,46602.3,USD,25236.09
BD00000285,000010,SO00000326,C001001,MAT010060,2023-01-12,81,39187.48,3135.0,42322.48,USD,25239.39
BD00000286,000010,SO00000327,C001022,MAT010166,2023-01-20,36,45751.74,3660.14,49411.88,USD,27460.09
BD00000287,000010,SO00000328,C001046,MAT010005,2023-01-11,18,9769.03,781.52,10550.55,USD,6384.75
BD00000288,000010,SO00000329,C001015,MAT010009,2023-01-16,79,75356.64,6028.53,81385.17,USD,38353.57
BD00000289,000010,SO00000331,C001046,MAT010081,2023-01-13,43,46803.73,3744.3,50548.03,USD,31355.86
BD00000290,000010,SO00000332,C001045,MAT010138,2023-01-12,18,34524.22,2761.94,37286.16,USD,19795.7
BD00000291,000010,SO00000333,C001006,MAT010048,2023-01-12,40,62432.9,4994.63,67427.53,USD,34946.86
BD00000292,000010,SO00000334,C001021,MAT010110,2023-01-20,99,131760.52,10540.84,142301.36,USD,55473.28
BD00000293,000010,SO00000335,C001015,MAT010177,2023-01-23,9,6672.0,533.76,7205.76,USD,3743.95
BD00000294,000010,SO00000336,C001031,MAT010011,2023-01-12,41,18630.54,1490.44,20120.98,USD,10580.31
BD00000295,000010,SO00000337,C001004,MAT010110,2023-01-11,98,151618.05,12129.44,163747.49,USD,89649.19
BD00000296,000010,SO00000338,C001027,MAT010030,2023-01-17,57,9555.65,764.45,10320.1,USD,4218.38
BD00000297,000010,SO00000339,C001006,MAT010155,2023-01-12,20,26989.13,2159.13,29148.26,USD,15083.46
BD00000298,000010,SO00000340,C001039,MAT010164,2023-01-20,4,4710.34,376.83,5087.17,USD,2025.23
BD00000299,000010,SO00000341,C001016,MAT010076,2023-01-11,78,142008.1,11360.65,153368.75,USD,65581.34
BD00000300,000010,SO00000342,C001043,MAT010146,2023-01-20,30,52542.44,4203.4,56745.84,USD,29561.29
BD00000301,000010,SO00000343,C001010,MAT010179,2023-01-16,100,40030.82,3202.47,43233.29,USD,24744.04
BD00000302,000010,SO00000345,C001025,MAT010180,2023-01-19,61,24126.29,1930.1,26056.39,USD,14556.85
BD00000303,000010,SO00000346,C001047,MAT010140,2023-01-16,53,77483.32,6198.67,83681.99,USD,47601.99
BD00000304,000010,SO00000347,C001034,MAT010016,2023-01-16,29,1545.19,123.62,1668.81,USD,973.44
BD00000305,000010,SO00000348,C001020,MAT010074,2023-01-12,23,15839.89,1267.19,17107.08,USD,6788.65
BD00000306,000010,SO00000350,C001015,MAT010025,2023-01-19,52,84819.27,6785.54,91604.81,USD,55435.38
BD00000307,000010,SO00000351,C001020,MAT010083,2023-01-20,93,39177.38,3134.19,42311.57,USD,22509.68
BD00000308,000010,SO00000352,C001011,MAT010031,2023-01-20,77,18797.69,1503.82,20301.51,USD,8729.04
BD00000309,000010,SO00000354,C001034,MAT010038,2023-01-19,67,118306.66,9464.53,127771.19,USD,62752.04
BD00000310,000010,SO00000355,C001023,MAT010081,2023-01-16,50,57078.46,4566.28,61644.74,USD,33446.99
BD00000311,000010,SO00000356,C001036,MAT010130,2023-01-16,38,32459.47,2596.76,35056.23,USD,19297.24
BD00000312,000010,SO00000358,C001049,MAT010091,2023-01-18,19,6847.34,547.79,7395.13,USD,3979.21
BD00000313,000010,SO00000359,C001012,MAT010036,2023-01-24,93,46984.48,3758.76,50743.24,USD,26230.7
BD00000314,000010,SO00000360,C001024,MAT010051,2023-01-23,70,47544.87,3803.59,51348.46,USD,30207.13
BD00000315,000010,SO00000361,C001037,MAT010177,2023-01-16,4,2207.26,176.58,2383.84,USD,1249.59
BD00000316,000010,SO00000362,C001048,MAT010010,2023-01-16,59,67074.24,5365.94,72440.18,USD,31372.14
BD00000317,000010,SO00000363,C001034,MAT010066,2023-01-23,92,7103.49,568.28,7671.77,USD,4780.22
BD00000318,000010,SO00000364,C001034,MAT010163,2023-01-23,12,15922.24,1273.78,17196.02,USD,8843.7
BD00000319,000010,SO00000365,C001032,MAT010058,2023-01-23,11,17302.5,1384.2,18686.7,USD,10071.87
BD00000320,000010,SO00000366,C001010,MAT010112,2023-01-23,79,25033.02,2002.64,27035.66,USD,12595.65
BD00000321,000010,SO00000367,C001023,MAT010087,2023-01-19,6,4231.87,338.55,4570.42,USD,1961.52
BD00000322,000010,SO00000368,C001021,MAT010093,2023-01-16,20,16178.89,1294.31,17473.2,USD,10968.74
BD00000323,000010,SO00000369,C001009,MAT010051,2023-01-20,7,6031.51,482.52,6514.03,USD,3884.21
BD00000324,000010,SO00000370,C001038,MAT010159,2023-01-20,37,70213.98,5617.12,75831.1,USD,45340.85
BD00000325,000010,SO00000371,C001000,MAT010043,2023-01-23,1,333.89,26.71,360.6,USD,194.1
BD00000326,000010,SO00000372,C001018,MAT010001,2023-01-23,64,49883.71,3990.7,53874.41,USD,30107.92
BD00000327,000010,SO00000375,C001041,MAT010117,2023-01-19,1,1363.64,109.09,1472.73,USD,648.86
BD00000328,000010,SO00000376,C001040,MAT010053,2023-01-20,81,2106.34,168.51,2274.85,USD,1116.17
BD00000329,000010,SO00000377,C001048,MAT010128,2023-01-18,19,21883.96,1750.72,23634.68,USD,14001.8
BD00000330,000010,SO00000378,C001025,MAT010140,2023-01-23,5,6887.25,550.98,7438.23,USD,4675.56
BD00000331,000010,SO00000379,C001041,MAT010182,2023-01-16,12,7907.88,632.63,8540.51,USD,3599.14
BD00000332,000010,SO00000380,C001048,MAT010014,2023-01-20,87,110608.19,8848.66,119456.85,USD,69491.58
BD00000333,000010,SO00000381,C001005,MAT010182,2023-01-24,77,78054.99,6244.4,84299.39,USD,33932.87
BD00000334,000010,SO00000382,C001034,MAT010047,2023-01-23,96,26796.69,2143.74,28940.43,USD,12916.29
BD00000335,000010,SO00000383,C001020,MAT010113,2023-01-24,42,33146.23,2651.7,35797.93,USD,16513.98
BD00000336,000010,SO00000385,C001031,MAT010139,2023-01-17,89,187231.14,14978.49,202209.63,USD,120400.46
BD00000337,000010,SO00000386,C001024,MAT010091,2023-01-17,68,20022.05,1601.76,21623.81,USD,12898.14
BD00000338,000010,SO00000387,C001001,MAT010053,2023-01-23,14,367.46,29.4,396.86,USD,244.75
BD00000339,000010,SO00000388,C001041,MAT010012,2023-01-24,62,56776.3,4542.1,61318.4,USD,25304.15
BD00000340,000010,SO00000389,C001039,MAT010140,2023-01-16,55,72989.1,5839.13,78828.23,USD,49431.49
BD00000341,000010,SO00000390,C001027,MAT010088,2023-01-23,74,166262.95,13301.04,179563.99,USD,91877.59
BD00000342,000010,SO00000391,C001008,MAT010136,2023-01-24,73,91918.05,7353.44,99271.49,USD,62193.95
BD00000343,000010,SO00000392,C001023,MAT010110,2023-01-24,64,138031.13,11042.49,149073.62,USD,63263.75
BD00000344,000010,SO00000393,C001030,MAT010020,2023-01-18,38,36197.42,2895.79,39093.21,USD,25092.9
BD00000345,000010,SO00000394,C001028,MAT010105,2023-01-23,60,50766.33,4061.31,54827.64,USD,21045.98
BD00000346,000010,SO00000398,C001004,MAT010161,2023-01-24,40,44544.33,3563.55,48107.88,USD,28950.15
BD00000347,000010,SO00000399,C001015,MAT010051,2023-01-19,15,15487.68,1239.01,16726.69,USD,10756.52
BD00000348,000010,SO00000400,C001042,MAT010070,2023-01-17,73,30318.67,2425.49,32744.16,USD,20405.4
BD00000349,000010,SO00000401,C001025,MAT010099,2023-01-20,43,9226.91,738.15,9965.06,USD,4939.47
BD00000350,000010,SO00000402,C001041,MAT010177,2023-01-19,5,3927.78,314.22,4242.0,USD,1690.12
BD00000351,000010,SO00000403,C001031,MAT010188,2023-01-23,59,92904.87,7432.39,100337.26,USD,46113.38
BD00000352,000010,SO00000404,C001011,MAT010081,2023-01-16,53,77809.21,6224.74,84033.95,USD,34367.57
BD00000353,000010,SO00000407,C001002,MAT010184,2023-01-18,9,12392.49,991.4,13383.89,USD,7672.87
BD00000354,000010,SO00000408,C001013,MAT010035,2023-01-16,49,66433.94,5314.72,71748.66,USD,34080.72
BD00000355,000010,SO00000409,C001039,MAT010162,2023-01-23,50,49617.72,3969.42,53587.14,USD,26029.82
BD00000356,000010,SO00000410,C001026,MAT010166,2023-01-23,41,74073.3,5925.86,79999.16,USD,43934.19
BD00000357,000010,SO00000411,C001037,MAT010158,2023-01-19,64,101929.28,8154.34,110083.62,USD,54460.44
BD00000358,000010,SO00000412,C001047,MAT010030,2023-01-19,28,4073.71,325.9,4399.61,USD,2216.27
BD00000359,000010,SO00000413,C001014,MAT010184,2023-01-23,5,6186.96,494.96,6681.92,USD,3516.01
BD00000360,000010,SO00000414,C001035,MAT010183,2023-01-19,4,2229.24,178.34,2407.58,USD,1071.03
BD00000361,000010,SO00000415,C001046,MAT010131,2023-01-23,44,79851.47,6388.12,86239.59,USD,42978.71
BD00000362,000010,SO00000417,C001040,MAT010197,2023-01-23,27,16781.24,1342.5,18123.74,USD,6809.88
BD00000363,000010,SO00000419,C001026,MAT010064,2023-01-18,77,29288.77,2343.1,31631.87,USD,15336.43
BD00000364,000010,SO00000420,C001042,MAT010027,2023-01-17,14,12664.84,1013.19,13678.03,USD,7500.15
BD00000365,000010,SO00000422,C001008,MAT010047,2023-01-17,42,8770.03,701.6,9471.63,USD,4449.26
BD00000366,000010,SO00000423,C001027,MAT010003,2023-01-25,41,49157.45,3932.6,53090.05,USD,32971.75
BD00000367,000010,SO00000424,C001010,MAT010099,2023-01-23,20,2639.52,211.16,2850.68,USD,1419.84
BD00000368,000010,SO00000426,C001038,MAT010110,2023-01-19,71,109827.81,8786.22,118614.03,USD,76625.6
BD00000369,000010,SO00000428,C001010,MAT010099,2023-01-23,44,7865.59,629.25,8494.84,USD,5239.73
BD00000370,000010,SO00000429,C001024,MAT010042,2023-01-20,61,127520.88,10201.67,137722.55,USD,76560.2
BD00000371,000010,SO00000430,C001011,MAT010131,2023-01-16,7,6942.32,555.39,7497.71,USD,4348.87
BD00000372,000010,SO00000431,C001000,MAT010120,2023-01-18,77,114505.71,9160.46,123666.17,USD,59866.26
BD00000373,000010,SO00000432,C001039,MAT010136,2023-01-16,58,79200.48,6336.04,85536.52,USD,41411.24
BD00000374,000010,SO00000433,C001018,MAT010041,2023-01-23,92,54811.15,4384.89,59196.04,USD,30079.48
BD00000375,000010,SO00000434,C001001,MAT010027,2023-01-23,73,48253.76,3860.3,52114.06,USD,25063.91
BD00000376,000010,SO00000435,C001035,MAT010106,2023-01-23,59,68226.81,5458.14,73684.95,USD,35471.9
BD00000377,000010,SO00000436,C001041,MAT010157,2023-01-20,61,53378.11,4270.25,57648.36,USD,23200.54
BD00000378,000010,SO00000438,C001003,MAT010036,2023-01-17,86,38250.07,3060.01,41310.08,USD,17409.98
BD00000379,000010,SO00000439,C001017,MAT010129,2023-01-20,4,150.8,12.06,162.86,USD,81.37
BD00000380,000010,SO00000440,C001042,MAT010134,2023-01-23,60,31350.87,2508.07,33858.94,USD,16143.59
BD00000381,000010,SO00000441,C001005,MAT010052,2023-01-25,74,64467.22,5157.38,69624.6,USD,37301.63
BD00000382,000010,SO00000442,C001028,MAT010144,2023-01-23,14,17357.72,1388.62,18746.34,USD,7625.35
BD00000383,000010,SO00000443,C001030,MAT010002,2023-01-16,69,35468.25,2837.46,38305.71,USD,24368.39
BD00000384,000010,SO00000444,C001042,MAT010041,2023-01-24,80,33072.27,2645.78,35718.05,USD,14892.59
BD00000385,000010,SO00000445,C001003,MAT010110,2023-01-20,9,14171.1,1133.69,15304.79,USD,6012.05
BD00000386,000010,SO00000446,C001049,MAT010146,2023-01-23,56,90760.88,7260.87,98021.75,USD,38268.77
BD00000387,000010,SO00000447,C001000,MAT010100,2023-01-19,31,28122.47,2249.8,30372.27,USD,13242.77
BD00000388,000010,SO00000448,C001029,MAT010175,2023-01-19,92,158087.36,12646.99,170734.35,USD,99708.46
BD00000389,000010,SO00000449,C001030,MAT010045,2023-01-23,77,93117.59,7449.41,100567.0,USD,48578.67
BD00000390,000010,SO00000450,C001039,MAT010096,2023-01-20,23,24227.05,1938.16,26165.21,USD,15688.42
BD00000391,000010,SO00000453,C001016,MAT010167,2023-01-23,18,18604.93,1488.39,20093.32,USD,10608.82
BD00000392,000010,SO00000454,C001016,MAT010091,2023-01-23,85,23688.2,1895.06,25583.26,USD,13922.41
BD00000393,000010,SO00000455,C001025,MAT010182,2023-01-23,79,80384.91,6430.79,86815.7,USD,33421.52
BD00000394,000010,SO00000457,C001047,MAT010069,2023-01-24,92,199073.76,15925.9,214999.66,USD,103554.34
BD00000395,000010,SO00000458,C001004,MAT010049,2023-01-24,2,1152.83,92.23,1245.06,USD,473.47
BD00000396,000010,SO00000460,C001002,MAT010004,2023-01-25,91,83855.33,6708.43,90563.76,USD,40913.99
BD00000397,000010,SO00000461,C001029,MAT010150,2023-01-20,4,245.27,19.62,264.89,USD,98.24
BD00000398,000010,SO00000462,C001007,MAT010127,2023-01-19,81,9363.26,749.06,10112.32,USD,3965.67
BD00000399,000010,SO00000464,C001034,MAT010018,2023-01-16,18,12762.49,1021.0,13783.49,USD,5827.89
BD00000400,000010,SO00000465,C001020,MAT010081,2023-01-25,20,19219.87,1537.59,20757.46,USD,8734.48
BD00000401,000010,SO00000466,C001049,MAT010164,2023-01-16,2,1390.06,111.2,1501.26,USD,875.68
BD00000402,000010,SO00000467,C001010,MAT010194,2023-01-20,63,96523.99,7721.92,104245.91,USD,54716.76
BD00000403,000010,SO00000470,C001005,MAT010053,2023-01-19,71,2173.66,173.89,2347.55,USD,1214.48
BD00000404,000010,SO00000472,C001005,MAT010033,2023-01-19,94,12920.18,1033.61,13953.79,USD,5893.25
BD00000405,000010,SO00000473,C001030,MAT010045,2023-01-19,70,91581.21,7326.5,98907.71,USD,40513.05
BD00000406,000010,SO00000474,C001046,MAT010021,2023-01-24,62,121667.75,9733.42,131401.17,USD,73974.86
BD00000407,000010,SO00000475,C001039,MAT010073,2023-01-26,19,13679.1,1094.33,14773.43,USD,6113.77
BD00000408,000010,SO00000476,C001027,MAT010074,2023-01-16,67,24972.05,1997.76,26969.81,USD,11984.8
BD00000409,000010,SO00000477,C001038,MAT010004,2023-01-19,61,58887.73,4711.02,63598.75,USD,27983.92
BD00000410,000010,SO00000478,C001020,MAT010010,2023-01-23,88,153705.69,12296.46,166002.15,USD,81734.05
BD00000411,000010,SO00000479,C001037,MAT010122,2023-01-20,7,4637.71,371.02,5008.73,USD,2760.99
BD00000412,000010,SO00000480,C001013,MAT010008,2023-01-19,59,72340.86,5787.27,78128.13,USD,35619.51
BD00000413,000010,SO00000481,C001048,MAT010139,2023-01-24,43,68211.88,5456.95,73668.83,USD,41049.07
BD00000414,000010,SO00000482,C001004,MAT010017,2023-01-16,5,8942.37,715.39,9657.76,USD,6095.09
BD00000415,000010,SO00000483,C001019,MAT010004,2023-01-17,94,99760.24,7980.82,107741.06,USD,48961.71
BD00000416,000010,SO00000484,C001030,MAT010008,2023-01-26,61,78204.08,6256.33,84460.41,USD,39219.82
BD00000417,000010,SO00000485,C001007,MAT010098,2023-01-23,38,40935.92,3274.87,44210.79,USD,22924.37
BD00000418,000010,SO00000486,C001031,MAT010129,2023-01-17,63,2416.37,193.31,2609.68,USD,1497.18
BD00000419,000010,SO00000487,C001030,MAT010063,2023-01-19,33,18671.83,1493.75,20165.58,USD,10214.24
BD00000420,000010,SO00000488,C001014,MAT010163,2023-01-18,2,4258.52,340.68,4599.2,USD,2738.09
BD00000421,000010,SO00000489,C001013,MAT010101,2023-01-18,95,108817.34,8705.39,117522.73,USD,72730.48
BD00000422,000010,SO00000490,C001027,MAT010011,2023-01-24,34,14950.14,1196.01,16146.15,USD,5984.35
BD00000423,000010,SO00000491,C001033,MAT010138,2023-01-23,68,154789.63,12383.17,167172.8,USD,92447.28
BD00000424,000010,SO00000494,C001028,MAT010133,2023-01-17,82,70578.64,5646.29,76224.93,USD,29921.3
BD00000425,000010,SO00000495,C001047,MAT010027,2023-01-23,7,6866.17,549.29,7415.46,USD,4446.43
BD00000426,000010,SO00000497,C001024,MAT010165,2023-01-23,97,118897.73,9511.82,128409.55,USD,47615.78
BD00000427,000010,SO00000498,C001028,MAT010084,2023-01-17,91,81512.81,6521.02,88033.83,USD,47720.34
BD00000428,000010,SO00000499,C001028,MAT010119,2023-01-23,56,43647.84,3491.83,47139.67,USD,28376.84
BD00000429,000010,SO00000500,C001029,MAT010141,2023-01-26,41,43633.64,3490.69,47124.33,USD,27756.31
BD00000430,000010,SO00000501,C001008,MAT010057,2023-01-19,69,126663.74,10133.1,136796.84,USD,87588.66
BD00000431,000010,SO00000502,C001029,MAT010107,2023-01-19,35,23220.39,1857.63,25078.02,USD,11236.29
BD00000432,000010,SO00000503,C001015,MAT010045,2023-01-20,84,110470.93,8837.67,119308.6,USD,48194.63
BD00000433,000010,SO00000504,C001025,MAT010133,2023-01-18,31,40557.94,3244.64,43802.58,USD,18132.1
BD00000434,000010,SO00000506,C001029,MAT010196,2023-01-23,2,3017.94,241.44,3259.38,USD,1539.34
BD00000435,000010,SO00000507,C001034,MAT010051,2023-01-23,13,12083.05,966.64,13049.69,USD,5908.38
BD00000436,000010,SO00000508,C001031,MAT010076,2023-01-23,29,58403.49,4672.28,63075.77,USD,31906.97
BD00000437,000010,SO00000509,C001012,MAT010077,2023-01-23,4,7785.85,622.87,8408.72,USD,3940.61
BD00000438,000010,SO00000510,C001016,MAT010020,2023-01-20,28,26268.43,2101.47,28369.9,USD,17655.89
BD00000439,000010,SO00000511,C001002,MAT010181,2023-01-18,16,18504.72,1480.38,19985.1,USD,8512.98
BD00000440,000010,SO00000512,C001018,MAT010167,2023-01-24,85,81867.78,6549.42,88417.2,USD,48618.35
BD00000441,000010,SO00000513,C001036,MAT010186,2023-01-24,15,25094.37,2007.55,27101.92,USD,17167.52
BD00000442,000010,SO00000514,C001039,MAT010114,2023-01-23,85,123166.15,9853.29,133019.44,USD,68633.02
BD00000443,000010,SO00000515,C001031,MAT010075,2023-01-20,99,118624.49,9489.96,128114.45,USD,50299.33
BD00000444,000010,SO00000516,C001037,MAT010042,2023-01-24,21,40954.62,3276.37,44230.99,USD,17307.33
BD00000445,000010,SO00000518,C001045,MAT010012,2023-01-17,23,17437.06,1394.96,18832.02,USD,9610.6
BD00000446,000010,SO00000519,C001028,MAT010179,2023-01-19,51,16066.76,1285.34,17352.1,USD,8841.96
BD00000447,000010,SO00000520,C001007,MAT010039,2023-01-23,70,71387.71,5711.02,77098.73,USD,30715.26
BD00000448,000010,SO00000521,C001047,MAT010194,2023-01-16,14,24905.1,1992.41,26897.51,USD,16069.9
BD00000449,000010,SO00000523,C001043,MAT010090,2023-01-19,100,124617.98,9969.44,134587.42,USD,63788.48
BD00000450,000010,SO00000524,C001027,MAT010074,2023-01-18,82,28201.35,2256.11,30457.46,USD,12847.42
