material_number,plant,valuation_type,valuation_area,standard_price,moving_average_price,total_stock,total_value_stock,last_update_date
MAT0001392,PL01,,PL01,58.78,59.1,638.0,37705.8,2024-03-27
MAT0001393,PL01,,PL01,10.0,10.45,549.0,5737.05,2024-03-28
MAT0001394,PL03,,PL03,39.88,39.65,507.0,20102.55,2024-03-10
MAT0001395,PL02,,PL02,35.94,36.03,489.0,17618.67,2024-03-29
MAT0001396,PL03,,PL03,10.0,10.33,433.0,4472.89,2024-03-27
MAT0001397,PL03,,PL03,10.0,10.03,751.0,7532.53,2024-03-28
MAT0001398,PL02,,PL02,10.0,9.55,457.0,4364.35,2024-03-08
MAT0001399,PL01,,PL01,10.0,10.2,685.0,6987.0,2024-03-13
MAT0001400,PL02,,PL02,15.97,15.4,298.0,4589.2,2024-03-24
MAT0001401,PL03,,PL03,33.04,31.97,447.0,14290.59,2024-03-12
MAT0001402,PL02,,PL02,10.0,9.63,898.0,8647.74,2024-03-11
MAT0001403,PL02,,PL02,10.0,9.59,387.0,3711.33,2024-03-28
MAT0001404,PL01,,PL01,28.62,28.63,588.0,16834.44,2024-03-21
MAT0001405,PL01,,PL01,10.0,10.41,537.0,5590.17,2024-03-30
MAT0001406,PL02,,PL02,38.16,37.08,611.0,22655.88,2024-03-01
MAT0001407,PL03,,PL03,36.39,35.98,728.0,26193.44,2024-03-22
MAT0001408,PL03,,PL03,10.81,11.24,636.0,7148.64,2024-03-12
MAT0001409,PL02,,PL02,10.0,10.01,644.0,6446.44,2024-03-04
MAT0001410,PL01,,PL01,10.0,9.97,313.0,3120.61,2024-03-24
MAT0001411,PL03,,PL03,10.0,10.07,494.0,4974.58,2024-03-10
MAT0001412,PL01,,PL01,10.0,9.52,708.0,6740.16,2024-03-30
MAT0001413,PL03,,PL03,10.0,10.11,640.0,6470.4,2024-03-07
MAT0001414,PL02,,PL02,10.0,9.69,517.0,5009.73,2024-03-13
MAT0001415,PL02,,PL02,10.0,10.07,545.0,5488.15,2024-03-11
MAT0001416,PL01,,PL01,12.43,12.33,330.0,4068.9,2024-03-31
MAT0001417,PL01,,PL01,29.59,30.37,494.0,15002.78,2024-03-09
MAT0001418,PL02,,PL02,14.21,14.86,700.0,10402.0,2024-03-28
MAT0001419,PL03,,PL03,10.0,9.88,491.0,4851.08,2024-03-13
MAT0001420,PL03,,PL03,36.18,37.9,491.0,18608.9,2024-03-26
MAT0001421,PL02,,PL02,24.57,23.64,432.0,10212.48,2024-03-02
MAT0001422,PL01,,PL01,10.0,10.39,613.0,6369.07,2024-03-12
MAT0001423,PL01,,PL01,13.18,13.56,382.0,5179.92,2024-03-05
MAT0001424,PL01,,PL01,48.77,47.27,605.0,28598.35,2024-03-05
MAT0001425,PL01,,PL01,47.4,48.56,648.0,31466.88,2024-03-11
MAT0001426,PL03,,PL03,10.36,10.12,361.0,3653.32,2024-03-08
MAT0001427,PL01,,PL01,31.83,31.58,410.0,12947.8,2024-03-04
MAT0001428,PL03,,PL03,10.0,10.25,562.0,5760.5,2024-03-05
MAT0001429,PL03,,PL03,19.8,19.78,290.0,5736.2,2024-03-21
MAT0001430,PL03,,PL03,14.26,14.48,458.0,6631.84,2024-03-25
MAT0001431,PL01,,PL01,10.0,10.39,698.0,7252.22,2024-03-19
MAT0001432,PL03,,PL03,13.88,13.58,249.0,3381.42,2024-03-06
MAT0001433,PL03,,PL03,11.62,12.09,664.0,8027.76,2024-03-01
MAT0001434,PL02,,PL02,10.0,9.54,328.0,3129.12,2024-03-30
MAT0001435,PL03,,PL03,14.13,14.72,263.0,3871.36,2024-03-25
MAT0001436,PL02,,PL02,10.0,9.78,519.0,5075.82,2024-03-21
MAT0001437,PL02,,PL02,10.0,9.97,191.0,1904.27,2024-03-25
MAT0001438,PL01,,PL01,18.58,18.41,327.0,6020.07,2024-03-03
MAT0001439,PL01,,PL01,35.62,35.92,700.0,25144.0,2024-03-24
MAT0001440,PL03,,PL03,25.66,24.76,592.0,14657.92,2024-03-07
MAT0001441,PL03,,PL03,43.34,45.48,109.0,4957.32,2024-03-03
MAT0001442,PL03,,PL03,10.0,9.88,135.0,1333.8,2024-03-20
MAT0001443,PL01,,PL01,17.56,16.76,416.0,6972.16,2024-03-01
MAT0001444,PL03,,PL03,10.04,10.27,585.0,6007.95,2024-03-31
MAT0001445,PL01,,PL01,27.45,27.16,63.0,1711.08,2024-03-20
MAT0001446,PL01,,PL01,36.0,34.74,748.0,25985.52,2024-03-08
MAT0001447,PL02,,PL02,10.0,10.22,361.0,3689.42,2024-03-03
MAT0001448,PL03,,PL03,44.94,45.39,599.0,27188.61,2024-03-21
MAT0001449,PL02,,PL02,10.0,10.5,710.0,7455.0,2024-03-11
MAT0001450,PL01,,PL01,29.67,29.85,322.0,9611.7,2024-03-23
MAT0001451,PL02,,PL02,18.03,17.69,637.0,11268.53,2024-03-06
MAT0001452,PL03,,PL03,16.27,16.23,760.0,12334.8,2024-03-01
MAT0001453,PL03,,PL03,19.55,19.13,732.0,14003.16,2024-03-16
MAT0001454,PL02,,PL02,10.0,10.33,529.0,5464.57,2024-03-08
MAT0001455,PL02,,PL02,18.02,18.1,522.0,9448.2,2024-03-12
MAT0001456,PL03,,PL03,10.0,9.95,409.0,4069.55,2024-03-22
MAT0001457,PL01,,PL01,10.82,10.34,451.0,4663.34,2024-03-06
MAT0001458,PL01,,PL01,10.0,9.8,572.0,5605.6,2024-03-14
MAT0001459,PL03,,PL03,10.0,9.76,541.0,5280.16,2024-03-03
MAT0001460,PL02,,PL02,28.31,26.98,372.0,10036.56,2024-03-19
MAT0001461,PL03,,PL03,10.0,10.26,458.0,4699.08,2024-03-25
MAT0001462,PL03,,PL03,13.14,12.99,559.0,7261.41,2024-03-07
MAT0001463,PL02,,PL02,24.48,23.72,287.0,6807.64,2024-03-16
MAT0001464,PL03,,PL03,26.38,25.13,339.0,8519.07,2024-03-06
MAT0001465,PL02,,PL02,10.0,9.74,664.0,6467.36,2024-03-06
MAT0001466,PL01,,PL01,16.02,15.77,442.0,6970.34,2024-03-19
MAT0001467,PL03,,PL03,18.22,18.94,503.0,9526.82,2024-03-02
MAT0001468,PL02,,PL02,11.77,11.99,558.0,6690.42,2024-03-15
MAT0001469,PL01,,PL01,16.0,15.33,709.0,10868.97,2024-03-13
MAT0001470,PL03,,PL03,18.53,19.21,569.0,10930.49,2024-03-02
MAT0001471,PL01,,PL01,10.12,10.26,506.0,5191.56,2024-03-17
MAT0001472,PL02,,PL02,44.7,46.7,616.0,28767.2,2024-03-07
MAT0001473,PL01,,PL01,10.0,10.32,952.0,9824.64,2024-03-15
MAT0001474,PL01,,PL01,19.41,19.65,251.0,4932.15,2024-03-15
MAT0001475,PL02,,PL02,10.0,10.27,680.0,6983.6,2024-03-27
MAT0001476,PL02,,PL02,42.69,43.52,258.0,11228.16,2024-03-27
MAT0001477,PL03,,PL03,10.0,10.31,652.0,6722.12,2024-03-05
MAT0001478,PL02,,PL02,15.45,15.61,515.0,8039.15,2024-03-10
MAT0001479,PL02,,PL02,10.0,9.61,78.0,749.58,2024-03-27
MAT0001480,PL03,,PL03,14.65,15.21,507.0,7711.47,2024-03-11
MAT0001481,PL03,,PL03,14.87,15.0,325.0,4875.0,2024-03-31
MAT0001482,PL03,,PL03,10.0,10.1,290.0,2929.0,2024-03-16
MAT0001483,PL03,,PL03,10.0,9.84,164.0,1613.76,2024-03-16
MAT0001484,PL02,,PL02,10.0,10.5,464.0,4872.0,2024-03-05
MAT0001485,PL03,,PL03,10.89,11.15,211.0,2352.65,2024-03-18
MAT0001486,PL02,,PL02,10.0,9.83,601.0,5907.83,2024-03-22
MAT0001487,PL03,,PL03,17.92,17.89,445.0,7961.05,2024-03-04
MAT0001488,PL03,,PL03,12.95,13.38,531.0,7104.78,2024-03-30
MAT0001489,PL01,,PL01,18.92,19.61,271.0,5314.31,2024-03-04
MAT0001490,PL02,,PL02,16.13,16.47,361.0,5945.67,2024-03-30
MAT0001491,PL02,,PL02,10.0,9.77,214.0,2090.78,2024-03-16
MAT0001492,PL03,,PL03,11.91,12.49,759.0,9479.91,2024-03-22
MAT0001493,PL03,,PL03,10.0,9.72,708.0,6881.76,2024-03-27
MAT0001494,PL02,,PL02,16.93,16.09,568.0,9139.12,2024-03-21
MAT0001495,PL01,,PL01,15.94,16.15,550.0,8882.5,2024-03-26
MAT0001496,PL03,,PL03,31.69,33.0,105.0,3465.0,2024-03-21
MAT0001497,PL03,,PL03,16.68,16.52,252.0,4163.04,2024-03-31
MAT0001498,PL03,,PL03,14.7,14.29,395.0,5644.55,2024-03-10
MAT0001499,PL03,,PL03,10.47,10.21,506.0,5166.26,2024-03-26
MAT0001500,PL03,,PL03,10.0,10.47,950.0,9946.5,2024-03-22
MAT0001501,PL03,,PL03,11.3,11.68,499.0,5828.32,2024-03-21
MAT0001502,PL03,,PL03,17.95,17.64,707.0,12471.48,2024-03-28
MAT0001503,PL03,,PL03,10.0,9.84,543.0,5343.12,2024-03-06
MAT0001504,PL02,,PL02,10.0,10.4,283.0,2943.2,2024-03-08
MAT0001505,PL02,,PL02,10.0,10.32,476.0,4912.32,2024-03-14
MAT0001506,PL03,,PL03,38.42,37.4,443.0,16568.2,2024-03-13
MAT0001507,PL03,,PL03,10.0,10.37,759.0,7870.83,2024-03-23
MAT0001508,PL03,,PL03,10.0,9.61,393.0,3776.73,2024-03-02
MAT0001509,PL02,,PL02,10.0,10.31,136.0,1402.16,2024-03-13
MAT0001510,PL02,,PL02,10.0,10.14,467.0,4735.38,2024-03-07
MAT0001511,PL01,,PL01,13.62,13.82,590.0,8153.8,2024-03-25
MAT0001512,PL01,,PL01,15.14,15.33,583.0,8937.39,2024-03-07
MAT0001513,PL02,,PL02,10.0,9.87,643.0,6346.41,2024-03-21
MAT0001514,PL02,,PL02,10.0,10.37,471.0,4884.27,2024-03-12
MAT0001515,PL03,,PL03,10.0,9.93,321.0,3187.53,2024-03-10
MAT0001516,PL01,,PL01,10.17,10.24,604.0,6184.96,2024-03-18
MAT0001517,PL02,,PL02,10.42,10.11,593.0,5995.23,2024-03-18
MAT0001518,PL01,,PL01,13.01,13.52,527.0,7125.04,2024-03-11
MAT0001519,PL01,,PL01,10.0,9.53,306.0,2916.18,2024-03-31
MAT0001520,PL01,,PL01,19.2,18.86,870.0,16408.2,2024-03-09
MAT0001521,PL03,,PL03,88.21,87.39,597.0,52171.83,2024-03-04
MAT0001522,PL02,,PL02,14.42,14.04,545.0,7651.8,2024-03-14
MAT0001523,PL03,,PL03,16.27,16.44,756.0,12428.64,2024-03-13
MAT0001524,PL01,,PL01,19.21,18.27,704.0,12862.08,2024-03-28
MAT0001525,PL02,,PL02,12.23,12.45,773.0,9623.85,2024-03-08
MAT0001526,PL03,,PL03,10.0,9.94,511.0,5079.34,2024-03-09
MAT0001527,PL02,,PL02,22.3,22.12,518.0,11458.16,2024-03-14
MAT0001528,PL02,,PL02,10.0,10.15,400.0,4060.0,2024-03-20
MAT0001529,PL01,,PL01,10.0,10.28,412.0,4235.36,2024-03-26
MAT0001530,PL01,,PL01,10.88,10.75,572.0,6149.0,2024-03-18
MAT0001531,PL03,,PL03,10.0,10.42,158.0,1646.36,2024-03-23
MAT0001532,PL02,,PL02,18.13,18.39,544.0,10004.16,2024-03-25
MAT0001533,PL01,,PL01,15.35,15.34,564.0,8651.76,2024-03-26
MAT0001534,PL01,,PL01,10.0,10.42,251.0,2615.42,2024-03-21
MAT0001535,PL02,,PL02,23.53,24.19,930.0,22496.7,2024-03-31
MAT0001536,PL03,,PL03,39.44,37.88,48.0,1818.24,2024-03-09
MAT0001537,PL01,,PL01,24.32,23.28,325.0,7566.0,2024-03-27
MAT0001538,PL01,,PL01,14.76,14.61,712.0,10402.32,2024-03-29
MAT0001539,PL01,,PL01,10.0,10.1,603.0,6090.3,2024-03-24
MAT0001540,PL02,,PL02,10.0,10.19,388.0,3953.72,2024-03-18
MAT0001541,PL01,,PL01,14.45,13.99,248.0,3469.52,2024-03-10
MAT0001542,PL01,,PL01,42.9,43.97,771.0,33900.87,2024-03-24
MAT0001543,PL03,,PL03,12.75,12.34,550.0,6787.0,2024-03-19
MAT0001544,PL01,,PL01,10.0,9.81,118.0,1157.58,2024-03-11
MAT0001545,PL03,,PL03,36.3,35.66,419.0,14941.54,2024-03-07
MAT0001546,PL01,,PL01,10.0,9.8,475.0,4655.0,2024-03-02
MAT0001547,PL01,,PL01,23.84,23.12,463.0,10704.56,2024-03-28
MAT0001548,PL01,,PL01,57.0,56.12,114.0,6397.68,2024-03-02
MAT0001549,PL03,,PL03,21.41,22.19,449.0,9963.31,2024-03-17
MAT0001550,PL03,,PL03,10.0,10.35,489.0,5061.15,2024-03-15
MAT0001551,PL03,,PL03,14.5,14.78,584.0,8631.52,2024-03-23
MAT0001552,PL03,,PL03,10.49,10.27,371.0,3810.17,2024-03-17
MAT0001553,PL02,,PL02,14.89,15.35,525.0,8058.75,2024-03-05
MAT0001554,PL03,,PL03,10.0,10.0,451.0,4510.0,2024-03-28
MAT0001555,PL01,,PL01,10.0,9.64,462.0,4453.68,2024-03-23
MAT0001556,PL01,,PL01,32.15,32.57,587.0,19118.59,2024-03-31
MAT0001557,PL03,,PL03,13.86,14.47,776.0,11228.72,2024-03-27
MAT0001558,PL03,,PL03,12.87,13.12,563.0,7386.56,2024-03-09
MAT0001559,PL01,,PL01,10.0,10.27,561.0,5761.47,2024-03-13
MAT0001560,PL02,,PL02,26.61,26.33,382.0,10058.06,2024-03-16
MAT0001561,PL03,,PL03,22.01,21.37,546.0,11668.02,2024-03-31
MAT0001562,PL02,,PL02,10.45,10.75,783.0,8417.25,2024-03-01
MAT0001563,PL02,,PL02,14.59,14.0,1086.0,15204.0,2024-03-02
MAT0001564,PL01,,PL01,19.69,19.1,627.0,11975.7,2024-03-29
MAT0001565,PL03,,PL03,17.98,17.86,408.0,7286.88,2024-03-31
MAT0001566,PL03,,PL03,13.88,13.92,444.0,6180.48,2024-03-24
MAT0001567,PL02,,PL02,10.0,9.73,295.0,2870.35,2024-03-16
MAT0001568,PL01,,PL01,10.0,9.76,412.0,4021.12,2024-03-02
MAT0001569,PL03,,PL03,23.88,24.05,702.0,16883.1,2024-03-23
MAT0001570,PL01,,PL01,12.24,12.54,224.0,2808.96,2024-03-04
MAT0001571,PL02,,PL02,30.18,29.43,546.0,16068.78,2024-03-27
MAT0001572,PL01,,PL01,17.85,17.9,489.0,8753.1,2024-03-18
MAT0001573,PL03,,PL03,53.58,54.36,750.0,40770.0,2024-03-19
MAT0001574,PL02,,PL02,10.0,9.99,489.0,4885.11,2024-03-27
MAT0001575,PL01,,PL01,10.0,9.58,548.0,5249.84,2024-03-09
MAT0001576,PL03,,PL03,37.92,39.16,733.0,28704.28,2024-03-01
MAT0001577,PL03,,PL03,15.92,15.62,275.0,4295.5,2024-03-28
MAT0001578,PL02,,PL02,16.78,16.41,313.0,5136.33,2024-03-08
MAT0001579,PL03,,PL03,10.0,10.24,492.0,5038.08,2024-03-20
MAT0001580,PL01,,PL01,28.76,28.72,609.0,17490.48,2024-03-16
MAT0001581,PL03,,PL03,64.24,62.56,460.0,28777.6,2024-03-07
MAT0001582,PL02,,PL02,20.45,21.31,752.0,16025.12,2024-03-21
MAT0001583,PL03,,PL03,10.0,9.54,705.0,6725.7,2024-03-25
MAT0001584,PL03,,PL03,15.64,16.1,277.0,4459.7,2024-03-16
MAT0001585,PL01,,PL01,16.08,16.12,474.0,7640.88,2024-03-10
MAT0001586,PL03,,PL03,12.68,12.07,489.0,5902.23,2024-03-07
MAT0001587,PL03,,PL03,10.0,9.95,369.0,3671.55,2024-03-12
MAT0001588,PL03,,PL03,10.0,9.57,513.0,4909.41,2024-03-22
MAT0001589,PL02,,PL02,23.91,24.46,432.0,10566.72,2024-03-29
MAT0001590,PL02,,PL02,10.0,9.91,382.0,3785.62,2024-03-11
MAT0001591,PL02,,PL02,44.88,46.66,1017.0,47453.22,2024-03-13
MAT0001592,PL01,,PL01,13.02,13.2,554.0,7312.8,2024-03-02
MAT0001593,PL01,,PL01,10.0,10.33,212.0,2189.96,2024-03-23
MAT0001594,PL01,,PL01,10.0,9.73,519.0,5049.87,2024-03-17
MAT0001595,PL01,,PL01,15.45,14.7,454.0,6673.8,2024-03-04
MAT0001596,PL01,,PL01,10.0,9.71,414.0,4019.94,2024-03-23
MAT0001597,PL02,,PL02,48.82,49.8,478.0,23804.4,2024-03-07
MAT0001598,PL03,,PL03,10.0,10.15,423.0,4293.45,2024-03-04
MAT0001599,PL03,,PL03,24.61,24.17,516.0,12471.72,2024-03-16
MAT0001600,PL01,,PL01,19.87,20.77,712.0,14788.24,2024-03-04
MAT0001601,PL03,,PL03,20.54,21.43,763.0,16351.09,2024-03-16
MAT0001602,PL03,,PL03,24.08,24.68,292.0,7206.56,2024-03-18
MAT0001603,PL02,,PL02,15.54,16.12,624.0,10058.88,2024-03-29
MAT0001604,PL01,,PL01,12.48,11.93,965.0,11512.45,2024-03-29
MAT0001605,PL03,,PL03,10.0,9.76,389.0,3796.64,2024-03-11
MAT0001606,PL03,,PL03,14.46,14.65,371.0,5435.15,2024-03-23
MAT0001607,PL02,,PL02,19.74,20.39,708.0,14436.12,2024-03-07
MAT0001608,PL02,,PL02,10.82,11.26,297.0,3344.22,2024-03-22
MAT0001609,PL01,,PL01,10.0,10.3,668.0,6880.4,2024-03-14
MAT0001610,PL01,,PL01,22.14,21.39,592.0,12662.88,2024-03-16
MAT0001611,PL02,,PL02,18.95,19.5,666.0,12987.0,2024-03-12
MAT0001612,PL02,,PL02,19.82,20.55,660.0,13563.0,2024-03-16
MAT0001613,PL03,,PL03,15.71,15.53,476.0,7392.28,2024-03-12
MAT0001614,PL02,,PL02,21.05,21.15,390.0,8248.5,2024-03-15
MAT0001615,PL03,,PL03,22.79,21.82,457.0,9971.74,2024-03-12
MAT0001616,PL03,,PL03,19.06,19.9,339.0,6746.1,2024-03-22
MAT0001617,PL03,,PL03,10.0,9.59,1040.0,9973.6,2024-03-28
MAT0001618,PL03,,PL03,10.0,10.47,574.0,6009.78,2024-03-20
MAT0001619,PL03,,PL03,26.39,27.56,321.0,8846.76,2024-03-05
MAT0001620,PL03,,PL03,12.92,12.54,350.0,4389.0,2024-03-07
MAT0001621,PL02,,PL02,56.43,54.67,342.0,18697.14,2024-03-14
MAT0001622,PL02,,PL02,10.5,10.94,717.0,7843.98,2024-03-25
MAT0001623,PL02,,PL02,12.63,12.33,508.0,6263.64,2024-03-20
MAT0001624,PL02,,PL02,42.12,41.76,404.0,16871.04,2024-03-07
MAT0001625,PL02,,PL02,10.0,10.33,290.0,2995.7,2024-03-17
MAT0001626,PL02,,PL02,10.0,10.1,238.0,2403.8,2024-03-01
MAT0001627,PL02,,PL02,10.0,9.69,632.0,6124.08,2024-03-10
MAT0001628,PL02,,PL02,52.82,50.34,603.0,30355.02,2024-03-24
MAT0001629,PL01,,PL01,10.0,9.61,343.0,3296.23,2024-03-10
MAT0001630,PL01,,PL01,108.8,105.56,592.0,62491.52,2024-03-22
MAT0001631,PL02,,PL02,31.3,32.75,348.0,11397.0,2024-03-31
MAT0001632,PL02,,PL02,28.46,29.77,677.0,20154.29,2024-03-28
MAT0001633,PL03,,PL03,23.06,22.75,390.0,8872.5,2024-03-18
MAT0001634,PL01,,PL01,14.65,15.01,399.0,5988.99,2024-03-24
MAT0001635,PL01,,PL01,18.06,18.51,680.0,12586.8,2024-03-20
MAT0001636,PL01,,PL01,10.0,10.05,547.0,5497.35,2024-03-01
MAT0001637,PL02,,PL02,10.51,11.0,653.0,7183.0,2024-03-23
MAT0001638,PL01,,PL01,10.0,10.45,346.0,3615.7,2024-03-06
MAT0001639,PL02,,PL02,10.9,11.18,626.0,6998.68,2024-03-20
MAT0001640,PL03,,PL03,21.31,20.34,290.0,5898.6,2024-03-09
MAT0001641,PL03,,PL03,28.17,28.44,760.0,21614.4,2024-03-25
MAT0001642,PL01,,PL01,10.0,10.04,778.0,7811.12,2024-03-17
MAT0001643,PL01,,PL01,10.98,11.38,766.0,8717.08,2024-03-17
MAT0001644,PL01,,PL01,10.0,10.18,472.0,4804.96,2024-03-29
MAT0001645,PL03,,PL03,17.25,17.31,239.0,4137.09,2024-03-12
MAT0001646,PL03,,PL03,10.0,9.73,868.0,8445.64,2024-03-03
MAT0001647,PL03,,PL03,14.31,13.64,499.0,6806.36,2024-03-22
MAT0001648,PL03,,PL03,10.0,10.42,243.0,2532.06,2024-03-20
MAT0001649,PL02,,PL02,10.0,9.5,631.0,5994.5,2024-03-10
MAT0001650,PL01,,PL01,10.0,10.46,613.0,6411.98,2024-03-04
MAT0001651,PL01,,PL01,10.0,10.23,523.0,5350.29,2024-03-11
MAT0001652,PL03,,PL03,26.37,25.42,552.0,14031.84,2024-03-25
MAT0001653,PL03,,PL03,19.75,19.27,177.0,3410.79,2024-03-22
MAT0001654,PL03,,PL03,10.0,9.88,731.0,7222.28,2024-03-07
MAT0001655,PL02,,PL02,22.42,22.71,652.0,14806.92,2024-03-11
MAT0001656,PL03,,PL03,19.92,19.3,858.0,16559.4,2024-03-23
MAT0001657,PL03,,PL03,90.84,87.02,682.0,59347.64,2024-03-23
MAT0001658,PL03,,PL03,10.0,9.54,357.0,3405.78,2024-03-06
MAT0001659,PL03,,PL03,10.0,9.72,587.0,5705.64,2024-03-14
MAT0001660,PL02,,PL02,50.45,50.02,395.0,19757.9,2024-03-02
MAT0001661,PL03,,PL03,10.0,9.94,611.0,6073.34,2024-03-23
MAT0001662,PL03,,PL03,10.0,10.35,435.0,4502.25,2024-03-14
MAT0001663,PL01,,PL01,11.09,10.93,368.0,4022.24,2024-03-12
MAT0001664,PL01,,PL01,10.0,10.48,855.0,8960.4,2024-03-01
MAT0001665,PL01,,PL01,10.87,11.27,528.0,5950.56,2024-03-19
MAT0001666,PL03,,PL03,13.51,13.42,269.0,3609.98,2024-03-28
MAT0001667,PL02,,PL02,20.65,21.51,598.0,12862.98,2024-03-02
MAT0001668,PL01,,PL01,15.54,14.93,713.0,10645.09,2024-03-14
MAT0001669,PL03,,PL03,23.36,22.29,281.0,6263.49,2024-03-01
MAT0001670,PL03,,PL03,10.0,10.06,345.0,3470.7,2024-03-17
MAT0001671,PL02,,PL02,10.0,10.31,363.0,3742.53,2024-03-18
MAT0001672,PL01,,PL01,11.46,11.63,322.0,3744.86,2024-03-08
MAT0001673,PL02,,PL02,15.26,15.16,625.0,9475.0,2024-03-24
MAT0001674,PL03,,PL03,10.9,10.72,405.0,4341.6,2024-03-01
MAT0001675,PL01,,PL01,10.0,10.28,279.0,2868.12,2024-03-18
MAT0001676,PL03,,PL03,18.59,19.03,374.0,7117.22,2024-03-12
MAT0001677,PL03,,PL03,27.62,26.29,530.0,13933.7,2024-03-21
MAT0001678,PL03,,PL03,11.16,11.35,685.0,7774.75,2024-03-21
MAT0001679,PL02,,PL02,36.56,36.58,396.0,14485.68,2024-03-15
MAT0001680,PL01,,PL01,22.45,21.87,212.0,4636.44,2024-03-05
MAT0001681,PL01,,PL01,14.66,14.62,120.0,1754.4,2024-03-26
MAT0001682,PL03,,PL03,10.0,10.13,76.0,769.88,2024-03-25
MAT0001683,PL03,,PL03,18.32,18.56,297.0,5512.32,2024-03-22
MAT0001684,PL01,,PL01,10.0,10.43,355.0,3702.65,2024-03-23
MAT0001685,PL03,,PL03,10.0,9.77,761.0,7434.97,2024-03-03
MAT0001686,PL01,,PL01,15.56,15.81,500.0,7905.0,2024-03-04
MAT0001687,PL01,,PL01,10.0,9.82,818.0,8032.76,2024-03-16
MAT0001688,PL01,,PL01,10.0,10.28,563.0,5787.64,2024-03-24
MAT0001689,PL01,,PL01,10.0,10.26,105.0,1077.3,2024-03-29
MAT0001690,PL02,,PL02,14.23,13.95,248.0,3459.6,2024-03-06
MAT0001691,PL01,,PL01,29.38,29.65,399.0,11830.35,2024-03-14
MAT0001692,PL03,,PL03,10.0,9.62,541.0,5204.42,2024-03-13
MAT0001693,PL02,,PL02,27.52,28.07,348.0,9768.36,2024-03-23
MAT0001694,PL01,,PL01,59.82,60.94,428.0,26082.32,2024-03-24
MAT0001695,PL02,,PL02,10.0,10.05,471.0,4733.55,2024-03-18
MAT0001696,PL02,,PL02,25.78,25.42,783.0,19903.86,2024-03-22
MAT0001697,PL02,,PL02,21.18,21.83,470.0,10260.1,2024-03-14
MAT0001698,PL03,,PL03,10.0,9.81,497.0,4875.57,2024-03-11
MAT0001699,PL03,,PL03,15.66,16.07,588.0,9449.16,2024-03-25
MAT0001700,PL02,,PL02,10.0,9.81,386.0,3786.66,2024-03-17
MAT0001701,PL01,,PL01,24.4,24.84,265.0,6582.6,2024-03-03
MAT0001702,PL03,,PL03,10.0,9.73,352.0,3424.96,2024-03-02
MAT0001703,PL02,,PL02,19.18,18.7,531.0,9929.7,2024-03-15
MAT0001704,PL03,,PL03,10.0,10.28,882.0,9066.96,2024-03-24
MAT0001705,PL01,,PL01,18.35,18.68,462.0,8630.16,2024-03-29
MAT0001706,PL02,,PL02,40.93,39.08,553.0,21611.24,2024-03-28
MAT0001707,PL02,,PL02,39.74,39.04,472.0,18426.88,2024-03-12
MAT0001708,PL01,,PL01,10.0,10.45,218.0,2278.1,2024-03-07
MAT0001709,PL02,,PL02,10.0,10.32,371.0,3828.72,2024-03-31
MAT0001710,PL01,,PL01,10.0,10.19,276.0,2812.44,2024-03-27
MAT0001711,PL01,,PL01,75.12,78.42,636.0,49875.12,2024-03-18
MAT0001712,PL01,,PL01,10.0,9.67,542.0,5241.14,2024-03-20
MAT0001713,PL03,,PL03,16.28,15.77,595.0,9383.15,2024-03-15
MAT0001714,PL02,,PL02,10.0,10.33,548.0,5660.84,2024-03-17
MAT0001715,PL03,,PL03,10.0,9.93,391.0,3882.63,2024-03-09
MAT0001716,PL02,,PL02,10.65,10.19,746.0,7601.74,2024-03-07
MAT0001717,PL03,,PL03,13.67,14.0,704.0,9856.0,2024-03-23
MAT0001718,PL03,,PL03,10.0,9.7,348.0,3375.6,2024-03-16
MAT0001719,PL03,,PL03,13.2,12.81,375.0,4803.75,2024-03-14
MAT0001720,PL03,,PL03,10.0,10.08,550.0,5544.0,2024-03-08
MAT0001721,PL03,,PL03,12.09,12.05,349.0,4205.45,2024-03-05
MAT0001722,PL01,,PL01,26.16,27.34,481.0,13150.54,2024-03-08
MAT0001723,PL02,,PL02,10.0,10.14,665.0,6743.1,2024-03-15
MAT0001724,PL02,,PL02,17.09,16.75,729.0,12210.75,2024-03-02
MAT0001725,PL01,,PL01,38.74,39.73,345.0,13706.85,2024-03-24
MAT0001726,PL02,,PL02,14.06,14.5,640.0,9280.0,2024-03-31
MAT0001727,PL02,,PL02,11.99,11.49,393.0,4515.57,2024-03-21
MAT0001728,PL01,,PL01,10.0,9.56,423.0,4043.88,2024-03-22
MAT0001729,PL01,,PL01,34.58,36.22,750.0,27165.0,2024-03-21
MAT0001730,PL01,,PL01,13.54,13.41,314.0,4210.74,2024-03-04
MAT0001731,PL03,,PL03,10.0,10.42,398.0,4147.16,2024-03-30
MAT0001732,PL02,,PL02,31.34,30.15,577.0,17396.55,2024-03-28
MAT0001733,PL02,,PL02,11.03,11.38,599.0,6816.62,2024-03-21
MAT0001734,PL02,,PL02,26.28,25.51,490.0,12499.9,2024-03-18
MAT0001735,PL01,,PL01,14.1,14.06,641.0,9012.46,2024-03-13
MAT0001736,PL01,,PL01,10.0,9.76,723.0,7056.48,2024-03-04
MAT0001737,PL01,,PL01,35.49,36.12,163.0,5887.56,2024-03-28
MAT0001738,PL03,,PL03,16.66,15.88,640.0,10163.2,2024-03-09
MAT0001739,PL02,,PL02,15.08,15.17,548.0,8313.16,2024-03-11
