asset_number,sub_number,company_code,asset_class,asset_description,capitalization_date,deactivation_date
A00417,0,CO01,VEHICLE,Admit sell Mrs.,12-01-2024,
A00418,0,CO03,BUILDING,Father attack image administration.,25-10-2023,
A00419,0,CO01,COMPUTER,Into matter yet.,16-05-2023,
A00420,0,CO02,FURNITURE,Knowledge direction lay.,09-04-2024,
A00421,0,CO01,FURNITURE,Thing citizen ask.,30-04-2022,
A00422,0,CO01,BUILDING,Data any.,08-10-2022,
A00423,0,CO02,MACHINERY,Too during again feeling.,23-06-2023,
A00424,0,CO02,FURNITURE,Upon need more.,19-06-2024,
A00425,0,CO01,COMPUTER,Defense wait.,12-03-2023,
A00426,0,CO02,MACHINERY,Name detail control million.,05-06-2024,
A00427,0,CO02,MACHINERY,Life role since.,29-02-2024,
A00428,0,CO01,BUILDING,Life yard strategy manage do.,04-09-2023,
A00429,0,CO01,MACHINERY,Part deep or.,15-11-2021,
A00430,0,CO03,COMPUTER,Summer happy all attorney audience.,05-02-2025,
A00431,0,CO03,MACHINERY,Reflect hair establish politics.,24-03-2023,
A00432,0,CO03,COMPUTER,None she cup open.,16-03-2023,
A00433,0,CO01,COMPUTER,Fill artist simple.,05-03-2022,
A00434,0,CO03,VEHICLE,Church should which rock.,31-12-2022,
A00435,0,CO01,VEHICLE,Sort administration heavy among.,30-01-2022,
A00436,0,CO01,COMPUTER,Beat eye size choose.,23-10-2023,
A00437,0,CO02,FURNITURE,Society husband end.,12-11-2021,
A00438,0,CO02,FURNITURE,It alone continue.,11-10-2023,
A00439,0,CO03,FURNITURE,Hospital it church soon few.,12-01-2023,
A00440,0,CO01,BUILDING,Out decade not as.,17-04-2022,
A00441,0,CO03,VEHICLE,Throughout low couple board.,12-06-2021,
A00442,0,CO02,MACHINERY,Prove on mention actually gun.,16-01-2022,
A00443,0,CO01,VEHICLE,Chance bad whether choice economic.,26-09-2021,
A00444,0,CO03,MACHINERY,Receive protect positive grow factor.,02-07-2024,
A00445,0,CO02,FURNITURE,Peace catch business themselves claim.,09-04-2024,
A00446,0,CO02,FURNITURE,Amount material.,09-09-2023,
A00447,0,CO02,COMPUTER,Nor through organization late month.,03-07-2023,
A00448,0,CO02,MACHINERY,Measure prove mother home less.,02-01-2024,
A00449,0,CO02,MACHINERY,President type carry.,11-11-2021,
A00450,0,CO03,MACHINERY,Help market.,18-06-2023,
A00451,0,CO01,MACHINERY,Send yourself control society.,24-06-2021,
A00452,0,CO03,COMPUTER,Almost break TV middle great.,26-04-2021,
A00453,0,CO01,BUILDING,Financial tend.,16-03-2023,
A00454,0,CO02,BUILDING,Natural his adult.,17-12-2023,
A00455,0,CO02,BUILDING,Source throughout unit task.,14-09-2024,
A00456,0,CO03,COMPUTER,Accept arrive issue assume.,08-07-2024,
A00457,0,CO02,COMPUTER,Trial off per point.,08-01-2022,
A00458,0,CO01,COMPUTER,Drive many partner low describe.,14-10-2023,
A00459,0,CO03,VEHICLE,Grow end few drive.,25-10-2023,
A00460,0,CO02,MACHINERY,Fill where even method.,14-05-2021,
A00461,0,CO02,BUILDING,Tend send produce different.,19-02-2024,
A00462,0,CO02,MACHINERY,Increase why.,04-02-2022,
A00463,0,CO02,FURNITURE,Against better program.,03-06-2024,
A00464,0,CO03,COMPUTER,Meeting boy put customer.,09-06-2024,
A00465,0,CO02,BUILDING,Thus almost old up our.,31-01-2024,
A00466,0,CO03,VEHICLE,Tv theory this.,12-02-2024,
A00467,0,CO01,FURNITURE,Its practice really.,07-01-2024,
A00468,0,CO03,BUILDING,Actually might eye.,25-11-2021,
A00469,0,CO03,VEHICLE,Center grow ready adult.,08-01-2022,
A00470,0,CO03,FURNITURE,Someone pull.,09-09-2021,
A00471,0,CO02,FURNITURE,Painting gun good improve.,21-09-2021,
A00472,0,CO02,VEHICLE,Institution develop.,27-01-2025,
A00473,0,CO03,FURNITURE,Car do what newspaper.,22-10-2022,
A00474,0,CO02,BUILDING,Card positive.,29-07-2023,
A00475,0,CO01,MACHINERY,Mouth past task food.,15-11-2023,
A00476,0,CO02,COMPUTER,Their north analysis.,28-04-2023,
A00477,0,CO03,FURNITURE,Bit stage.,14-03-2022,
A00478,0,CO03,BUILDING,Charge open.,03-04-2021,
A00479,0,CO01,MACHINERY,Other capital although across.,09-07-2022,
A00480,0,CO02,COMPUTER,Together its good customer ready.,30-06-2021,
A00481,0,CO01,FURNITURE,Wide research major oil.,20-02-2024,
A00482,0,CO01,BUILDING,Compare look outside energy improve.,26-04-2023,
A00483,0,CO02,MACHINERY,Half research project other.,20-12-2024,
A00484,0,CO01,VEHICLE,Issue perhaps.,08-10-2021,
A00485,0,CO03,COMPUTER,Why sing director few by.,28-11-2022,
A00486,0,CO02,MACHINERY,Do help experience.,30-07-2022,
A00487,0,CO01,BUILDING,Can campaign land look well.,31-08-2021,
A00488,0,CO02,VEHICLE,Important child focus range station.,05-09-2021,
A00489,0,CO01,MACHINERY,Day consumer.,04-02-2022,
A00490,0,CO02,VEHICLE,Thousand sometimes again accept.,02-05-2023,
A00491,0,CO02,BUILDING,Approach air trouble discuss senior.,19-10-2021,
A00492,0,CO03,VEHICLE,Everybody model use.,24-05-2021,
A00493,0,CO01,FURNITURE,Care mission thought.,22-03-2022,
A00494,0,CO03,COMPUTER,Ok television light almost indeed.,05-10-2024,
A00495,0,CO03,COMPUTER,Discussion talk president country building.,31-01-2022,
A00496,0,CO02,MACHINERY,Others new line.,02-01-2022,
A00497,0,CO02,FURNITURE,Mother travel student tend.,21-01-2023,
A00498,0,CO01,BUILDING,Article popular base.,01-12-2023,
A00499,0,CO02,FURNITURE,Care compare Congress difficult.,02-05-2022,
A00500,0,CO03,MACHINERY,Analysis three Congress building when.,06-08-2023,
A00501,0,CO03,FURNITURE,Floor rest strong take.,10-04-2022,
A00502,0,CO03,MACHINERY,Beat six probably heart factor.,28-04-2022,
A00503,0,CO01,FURNITURE,Serious value take admit.,12-02-2022,
A00504,0,CO02,MACHINERY,Economy parent individual.,01-04-2022,
A00505,0,CO01,VEHICLE,Game step personal page assume.,16-06-2022,
A00506,0,CO02,FURNITURE,Minute collection.,19-12-2024,
A00507,0,CO02,COMPUTER,Everybody nation the but.,27-03-2022,
A00508,0,CO01,BUILDING,Low your would blood.,22-02-2023,
A00509,0,CO02,BUILDING,Score against truth lay.,20-02-2025,
A00510,0,CO01,MACHINERY,Rather attorney boy either.,20-11-2021,
A00511,0,CO03,BUILDING,Operation business sense happen.,21-05-2021,
A00512,0,CO03,COMPUTER,Class modern lot.,15-09-2022,
A00513,0,CO02,VEHICLE,Rich machine under child.,02-04-2023,
A00514,0,CO03,VEHICLE,Hundred how.,31-07-2023,
A00515,0,CO02,BUILDING,Third what.,19-12-2022,
A00516,0,CO02,VEHICLE,Other break.,12-01-2024,
A00517,0,CO02,BUILDING,Job evidence.,20-04-2023,
A00518,0,CO03,VEHICLE,Past expert create.,12-02-2022,
A00519,0,CO02,BUILDING,Fish fear.,14-02-2024,
A00520,0,CO03,VEHICLE,Hundred personal cause.,18-09-2021,
A00521,0,CO01,BUILDING,Kitchen consider.,26-03-2023,
A00522,0,CO02,MACHINERY,Figure result after.,27-11-2022,
A00523,0,CO03,COMPUTER,List lot notice exactly.,21-07-2024,
A00524,0,CO02,COMPUTER,Edge allow heavy.,02-12-2022,
A00525,0,CO01,BUILDING,Technology reflect leg.,26-05-2022,
A00526,0,CO01,VEHICLE,Entire director.,22-07-2024,
A00527,0,CO02,VEHICLE,Second TV strong sense.,09-06-2023,
A00528,0,CO01,FURNITURE,Business why.,19-06-2022,
A00529,0,CO03,FURNITURE,Improve offer various piece.,02-04-2024,
A00530,0,CO02,BUILDING,Care many south.,03-06-2023,
A00531,0,CO03,VEHICLE,You top take hand way.,10-07-2021,
A00532,0,CO01,MACHINERY,Speech artist.,23-08-2021,
A00533,0,CO01,FURNITURE,Price state prove.,19-03-2022,
A00534,0,CO02,COMPUTER,Not travel one.,29-02-2024,
A00535,0,CO01,COMPUTER,Discover cell past education pay.,26-05-2021,
A00536,0,CO03,FURNITURE,Daughter bed their free task.,03-02-2023,
A00537,0,CO01,FURNITURE,War high stand control total.,02-05-2021,
A00538,0,CO03,MACHINERY,Indicate know wrong point.,18-03-2024,
A00539,0,CO01,FURNITURE,Wife many.,17-12-2021,
A00540,0,CO01,VEHICLE,Staff hear lay to.,11-07-2021,
A00541,0,CO03,MACHINERY,Bank amount.,24-09-2022,
A00542,0,CO01,VEHICLE,Research rest stuff key.,04-02-2022,
A00543,0,CO02,FURNITURE,Pretty well decision ahead.,12-12-2022,
A00544,0,CO03,FURNITURE,They major person.,14-01-2024,
A00545,0,CO02,FURNITURE,Street western later.,24-04-2024,
A00546,0,CO03,MACHINERY,Over risk ball.,13-07-2024,
A00547,0,CO03,VEHICLE,Enjoy could local region.,31-05-2021,
A00548,0,CO02,VEHICLE,Nice lawyer.,21-05-2022,
A00549,0,CO01,COMPUTER,Rock number himself stop.,27-10-2022,
A00550,0,CO02,FURNITURE,Nation weight how remain case.,01-11-2021,
A00551,0,CO03,FURNITURE,Include worker mention support.,02-07-2023,
A00552,0,CO02,BUILDING,To room.,15-06-2022,
A00553,0,CO02,FURNITURE,Exist act arm majority.,01-03-2022,
A00554,0,CO02,MACHINERY,Part computer many but over.,15-07-2022,
A00555,0,CO03,COMPUTER,Nation enough grow even night.,26-10-2023,
A00556,0,CO02,BUILDING,Her probably approach history Congress.,23-12-2021,
A00557,0,CO03,COMPUTER,Administration almost.,05-04-2022,
A00558,0,CO02,VEHICLE,Present suddenly for foot.,30-10-2022,
A00559,0,CO03,FURNITURE,Wear character force will.,28-02-2023,
A00560,0,CO03,COMPUTER,Note answer catch next.,14-01-2025,
A00561,0,CO01,COMPUTER,Give upon kid light.,21-09-2024,
A00562,0,CO01,MACHINERY,Low ten each sign.,27-06-2023,
A00563,0,CO03,BUILDING,Evidence option race raise technology.,20-02-2023,
A00564,0,CO01,BUILDING,Pretty oil building.,23-10-2022,
A00565,0,CO03,BUILDING,Among strategy produce.,31-12-2024,
A00566,0,CO03,FURNITURE,Nearly short security already.,13-10-2021,
A00567,0,CO03,FURNITURE,Staff civil.,10-08-2022,
A00568,0,CO01,COMPUTER,Occur activity throughout personal.,03-10-2021,
A00569,0,CO03,BUILDING,Course soldier.,21-12-2021,
A00570,0,CO02,MACHINERY,Again consumer.,06-01-2023,
A00571,0,CO03,FURNITURE,Between society power.,04-12-2023,
A00572,0,CO02,VEHICLE,Senior stop.,04-02-2022,
A00573,0,CO02,MACHINERY,Significant interest art real.,05-12-2021,
A00574,0,CO03,FURNITURE,Easy wide political food must.,11-07-2023,
A00575,0,CO03,COMPUTER,Discuss maintain.,11-08-2021,
A00576,0,CO03,FURNITURE,Everyone particularly onto happy.,16-09-2023,
A00577,0,CO03,COMPUTER,Our break cultural clear.,28-07-2023,
A00578,0,CO02,VEHICLE,Such leader family store thought.,01-02-2025,
A00579,0,CO02,BUILDING,Benefit necessary south brother father.,01-11-2024,
A00580,0,CO01,VEHICLE,Kind stock material person road.,02-02-2025,
A00581,0,CO02,MACHINERY,Fall school.,08-04-2022,
A00582,0,CO01,MACHINERY,Allow long majority force.,28-03-2024,
A00583,0,CO03,BUILDING,Human realize line interest.,14-03-2022,
A00584,0,CO03,MACHINERY,Me common ten stop rather.,25-10-2024,
A00585,0,CO01,BUILDING,One white spring.,29-11-2024,
A00586,0,CO01,FURNITURE,These arrive policy all.,28-09-2024,
A00587,0,CO01,VEHICLE,Happen use late admit.,06-08-2021,
A00588,0,CO01,VEHICLE,Brother claim.,28-10-2023,
A00589,0,CO03,MACHINERY,Direction field throw today.,20-08-2024,
A00590,0,CO01,COMPUTER,Within up appear street majority.,01-08-2024,
A00591,0,CO02,FURNITURE,Tv maintain.,17-08-2024,
A00592,0,CO01,FURNITURE,Number senior because issue.,12-04-2024,
A00593,0,CO03,VEHICLE,Plan down event seek.,18-01-2022,
A00594,0,CO02,VEHICLE,Very officer prepare successful.,03-02-2022,
A00595,0,CO02,BUILDING,Activity who guy.,19-11-2021,
A00596,0,CO02,BUILDING,Join despite sing.,08-10-2021,
A00597,0,CO03,VEHICLE,For among.,19-12-2023,
A00598,0,CO02,MACHINERY,Material believe.,25-11-2022,
A00599,0,CO01,VEHICLE,Lay ok improve a.,18-09-2023,
A00600,0,CO02,BUILDING,History local inside within.,09-06-2023,
A00601,0,CO01,VEHICLE,Activity would cover.,14-09-2023,
A00602,0,CO03,FURNITURE,Including good attack air.,01-07-2024,
A00603,0,CO03,COMPUTER,Down condition practice way military.,15-09-2021,
A00604,0,CO02,BUILDING,Common whatever.,21-09-2024,
A00605,0,CO03,FURNITURE,Pm picture threat there want.,27-05-2024,
A00606,0,CO03,MACHINERY,Series part space win.,09-01-2024,
A00607,0,CO01,FURNITURE,Wife ask find type stay.,23-08-2021,
A00608,0,CO01,VEHICLE,Increase soon.,12-07-2021,
A00609,0,CO01,MACHINERY,Question many.,01-06-2022,
A00610,0,CO02,COMPUTER,House everything place democratic.,22-04-2024,
A00611,0,CO01,BUILDING,High north without heavy.,21-12-2024,
A00612,0,CO03,MACHINERY,Cover forget nearly image strategy.,27-10-2023,
A00613,0,CO03,MACHINERY,Station idea crime fact.,12-06-2024,
A00614,0,CO01,FURNITURE,Result board government accept.,09-09-2022,
A00615,0,CO03,FURNITURE,Natural charge hot.,03-07-2022,
A00616,0,CO03,VEHICLE,Matter economic simple.,15-01-2023,
A00617,0,CO02,VEHICLE,Forward most off despite reach.,05-01-2025,
A00618,0,CO01,FURNITURE,Network thousand as.,28-06-2024,
A00619,0,CO01,MACHINERY,Once issue itself Democrat food.,05-05-2023,
A00620,0,CO03,COMPUTER,Marriage relate charge.,17-04-2024,
A00621,0,CO02,BUILDING,Service age total.,14-09-2021,
A00622,0,CO01,COMPUTER,Follow run.,06-08-2023,
A00623,0,CO03,COMPUTER,Probably whether science medical best.,24-12-2021,
A00624,0,CO01,COMPUTER,Way fill leader must investment.,02-06-2024,
A00625,0,CO02,COMPUTER,Push book point people operation.,13-03-2022,
A00626,0,CO03,MACHINERY,Without easy federal.,12-03-2022,
A00627,0,CO01,COMPUTER,Weight story civil thousand force.,13-01-2022,
A00628,0,CO01,COMPUTER,Simple seem fly conference.,13-06-2021,
A00629,0,CO01,VEHICLE,Pretty idea be woman.,30-06-2024,
A00630,0,CO02,VEHICLE,No deal ball hard.,19-05-2024,
A00631,0,CO01,FURNITURE,Letter more sign bill.,15-01-2022,
A00632,0,CO01,MACHINERY,Bad understand forward drug important.,30-08-2022,
A00633,0,CO02,FURNITURE,Beautiful history one shake realize.,05-09-2024,
A00634,0,CO01,MACHINERY,Other very scientist various.,22-05-2024,
A00635,0,CO03,VEHICLE,Beat significant.,12-08-2023,
A00636,0,CO01,BUILDING,Opportunity hour.,25-08-2022,
A00637,0,CO02,FURNITURE,Herself agent see woman.,27-06-2021,
A00638,0,CO03,MACHINERY,Kind network miss.,27-04-2022,
A00639,0,CO02,COMPUTER,Tv hospital study million.,23-12-2022,
A00640,0,CO03,VEHICLE,Worker girl.,18-10-2021,
A00641,0,CO02,BUILDING,Perhaps staff.,13-11-2021,
A00642,0,CO01,VEHICLE,Decision American society alone bring.,21-01-2022,
A00643,0,CO03,FURNITURE,Enough top.,29-08-2022,
A00644,0,CO02,VEHICLE,Food beat approach our service.,16-09-2022,
A00645,0,CO02,COMPUTER,Use suddenly entire.,29-09-2022,
A00646,0,CO03,VEHICLE,Shoulder magazine life.,30-01-2022,
A00647,0,CO01,VEHICLE,Decade someone difficult.,15-08-2021,
A00648,0,CO02,FURNITURE,Need run country then myself.,09-06-2022,
A00649,0,CO01,COMPUTER,Herself consumer economy.,16-11-2021,
A00650,0,CO03,BUILDING,Bit tree the say but.,04-07-2024,
A00651,0,CO03,MACHINERY,Recognize black put civil small.,15-06-2021,
A00652,0,CO03,COMPUTER,Rule catch however.,04-04-2024,
A00653,0,CO03,BUILDING,Rest fund voice.,14-02-2022,
A00654,0,CO01,MACHINERY,Become tonight morning.,22-04-2024,
A00655,0,CO03,MACHINERY,Health down condition.,03-09-2021,
A00656,0,CO03,COMPUTER,Rise rule suggest Republican.,21-12-2022,
A00657,0,CO01,VEHICLE,Call majority.,04-03-2022,
A00658,0,CO03,VEHICLE,Act area gun return.,10-06-2021,
A00659,0,CO03,COMPUTER,Establish send.,17-04-2024,
A00660,0,CO01,VEHICLE,Threat instead.,03-12-2023,
A00661,0,CO03,BUILDING,Truth allow available.,28-10-2024,
A00662,0,CO03,MACHINERY,List all industry democratic would.,14-11-2021,
A00663,0,CO03,COMPUTER,Republican grow religious.,05-07-2023,
A00664,0,CO01,BUILDING,Skill machine son public party.,04-01-2024,
A00665,0,CO02,MACHINERY,To focus experience.,26-03-2023,
A00666,0,CO02,FURNITURE,Television edge successful.,23-01-2025,
A00667,0,CO03,MACHINERY,Cut beautiful box.,29-05-2021,
A00668,0,CO01,COMPUTER,Nor section community religious.,30-10-2022,
A00669,0,CO03,VEHICLE,On without.,21-08-2023,
A00670,0,CO01,COMPUTER,Field decade.,22-02-2023,
A00671,0,CO01,VEHICLE,Southern speak.,10-08-2024,
A00672,0,CO02,BUILDING,Small firm involve your rule.,02-04-2021,
A00673,0,CO02,MACHINERY,About technology third yourself like.,09-11-2024,
A00674,0,CO01,VEHICLE,Message professor drive direction.,31-07-2024,
A00675,0,CO02,COMPUTER,Central among body.,28-02-2025,
A00676,0,CO02,VEHICLE,Draw economic body keep.,20-10-2023,
A00677,0,CO03,VEHICLE,Three drive response.,15-01-2024,
A00678,0,CO01,MACHINERY,Past court.,07-04-2022,
A00679,0,CO02,COMPUTER,Class break response across.,26-07-2021,
A00680,0,CO01,BUILDING,Receive coach perhaps.,31-10-2023,
A00681,0,CO01,COMPUTER,Just exist career that reason.,26-02-2025,
A00682,0,CO01,MACHINERY,Wear middle.,16-08-2024,
A00683,0,CO01,COMPUTER,Continue history necessary class.,08-06-2022,
A00684,0,CO03,MACHINERY,Heart last lot.,07-11-2024,
A00685,0,CO02,COMPUTER,Environmental pass believe.,07-01-2025,
A00686,0,CO02,FURNITURE,Sea and.,17-08-2021,
A00687,0,CO03,VEHICLE,Surface develop talk.,04-12-2023,
A00688,0,CO02,MACHINERY,Eight project decide land throughout.,22-12-2024,
A00689,0,CO02,VEHICLE,Change relationship.,09-10-2024,
A00690,0,CO02,COMPUTER,Reach experience thought.,30-08-2023,
A00691,0,CO02,COMPUTER,Song natural suddenly black.,01-05-2022,
A00692,0,CO01,FURNITURE,Whether early.,21-12-2023,
A00693,0,CO01,FURNITURE,Study then door able whatever.,12-10-2021,
A00694,0,CO02,MACHINERY,Provide old try beautiful.,15-10-2021,
A00695,0,CO02,FURNITURE,Ground huge official apply.,07-02-2023,
A00696,0,CO03,VEHICLE,Operation present much.,28-05-2021,
A00697,0,CO01,BUILDING,Maintain only claim.,18-08-2021,
A00698,0,CO02,BUILDING,Decade coach look.,15-09-2024,
A00699,0,CO02,COMPUTER,Real more term lose dark.,20-08-2021,
A00700,0,CO01,FURNITURE,Get smile wide analysis.,20-11-2021,
A00701,0,CO02,FURNITURE,Agree drive scientist save.,12-10-2022,
A00702,0,CO01,VEHICLE,Forget hotel much new.,16-12-2024,
A00703,0,CO01,BUILDING,Nothing down cup above thousand.,01-12-2023,
A00704,0,CO02,FURNITURE,Everything per black.,24-10-2024,
A00705,0,CO02,BUILDING,Particularly break.,11-11-2024,
A00706,0,CO01,MACHINERY,Cause free election scene.,26-11-2023,
A00707,0,CO02,MACHINERY,Prove travel.,31-03-2022,
A00708,0,CO01,COMPUTER,Deal seat record.,13-06-2022,
A00709,0,CO01,FURNITURE,Number political purpose.,23-07-2022,
A00710,0,CO03,VEHICLE,Seek suffer area.,31-01-2024,
A00711,0,CO01,COMPUTER,Message history.,09-11-2021,
A00712,0,CO03,COMPUTER,Four someone consider.,17-07-2023,
A00713,0,CO01,MACHINERY,The smile name red language.,24-09-2022,
A00714,0,CO01,BUILDING,Dinner if activity throw great.,24-02-2025,
A00715,0,CO02,MACHINERY,Front you writer.,02-02-2022,
A00716,0,CO03,VEHICLE,Brother choose ground money picture.,10-04-2022,
A00717,0,CO02,FURNITURE,Avoid imagine establish use other.,10-04-2021,
A00718,0,CO01,FURNITURE,Very least arrive bill maintain.,06-03-2024,
A00719,0,CO03,MACHINERY,Others knowledge reality half seat.,02-04-2022,
A00720,0,CO03,MACHINERY,Husband past under foot.,23-04-2023,
A00721,0,CO01,MACHINERY,Onto there range.,24-09-2022,
A00722,0,CO01,COMPUTER,Growth dog new perform.,02-01-2025,
A00723,0,CO01,VEHICLE,End one newspaper room.,16-12-2023,
A00724,0,CO02,FURNITURE,Your base gas politics ball.,25-09-2022,
A00725,0,CO02,FURNITURE,Your ready model alone investment.,17-08-2024,
A00726,0,CO03,FURNITURE,Phone pull this behavior.,31-12-2024,
A00727,0,CO03,VEHICLE,Still early develop.,03-04-2021,
A00728,0,CO02,COMPUTER,Probably relationship special.,16-08-2024,
A00729,0,CO01,COMPUTER,This quality.,10-01-2022,
A00730,0,CO01,VEHICLE,Recognize describe camera.,29-07-2024,
A00731,0,CO01,MACHINERY,Treatment risk need gas.,14-08-2023,
A00732,0,CO01,MACHINERY,His professor this he than.,26-01-2022,
A00733,0,CO02,COMPUTER,Voice pass.,15-06-2023,
A00734,0,CO03,FURNITURE,Edge southern nearly sure sing.,23-08-2022,
A00735,0,CO03,COMPUTER,Through walk yes performance.,11-12-2022,
A00736,0,CO02,MACHINERY,Service individual.,31-10-2021,
A00737,0,CO02,BUILDING,Lose result.,15-10-2024,
A00738,0,CO01,COMPUTER,Talk sign her.,18-05-2023,
A00739,0,CO03,COMPUTER,Start line night.,28-08-2021,
A00740,0,CO01,FURNITURE,Himself positive effort.,16-05-2024,
A00741,0,CO02,MACHINERY,Hear free choose.,08-04-2022,
A00742,0,CO02,COMPUTER,They drop bed apply each.,02-11-2024,
A00743,0,CO03,FURNITURE,Turn technology effort.,12-05-2021,
A00744,0,CO03,FURNITURE,Career upon research model still.,18-11-2023,
A00745,0,CO03,COMPUTER,Back particular own choose.,27-12-2021,
A00746,0,CO01,VEHICLE,Religious affect skill across.,14-09-2023,
