delivery_id,delivery_item,material_id,plant_id,delivery_quantity,delivery_status,delivery_date,sales_order,sales_order_item,fiscal_period
DL202301060000007805,2,MAT-00683,4,13,B,08-01-2023,OR202301060000007181,2,1
DL202301060000001848,3,MAT-00310,5,28,A,09-01-2023,OR202301060000007181,3,1
DL202301060000001210,1,MAT-00384,2,0,A,09-01-2023,OR202301060000005617,1,1
DL202301060000008528,1,MAT-00413,1,0,C,07-01-2023,OR202301060000006014,1,1
DL202301060000009482,2,MAT-00044,1,24,A,09-01-2023,OR202301060000006014,2,1
DL202301060000001133,3,MAT-00207,2,49,A,08-01-2023,OR202301060000006014,3,1
DL202301060000007896,4,MAT-01030,2,10,A,07-01-2023,OR202301060000006014,4,1
DL202301060000009061,5,MAT-00043,1,0,C,07-01-2023,OR202301060000006014,5,1
DL202301060000001642,1,MAT-00259,1,7,B,07-01-2023,OR202301060000004388,1,1
DL202301060000009030,2,MAT-00850,1,3,B,09-01-2023,OR202301060000004388,2,1
DL202301060000008501,1,MAT-01433,2,3,A,09-01-2023,OR202301060000008899,1,1
DL202301060000006078,2,MAT-00211,2,3,A,08-01-2023,OR202301060000008899,2,1
DL202301060000003287,3,MAT-01490,5,46,A,07-01-2023,OR202301060000008899,3,1
DL202301060000003926,1,MAT-00163,4,16,B,09-01-2023,OR202301060000006358,1,1
DL202301060000004738,2,MAT-00987,1,7,B,07-01-2023,OR202301060000006358,2,1
DL202301060000009119,1,MAT-00532,3,33,A,09-01-2023,OR202301060000001647,1,1
DL202301060000002204,2,MAT-00851,2,1,A,08-01-2023,OR202301060000001647,2,1
DL202301060000007282,3,MAT-00972,5,48,A,07-01-2023,OR202301060000001647,3,1
DL202301060000007097,1,MAT-00312,2,43,A,09-01-2023,OR202301060000008944,1,1
DL202301060000008273,2,MAT-00826,2,14,A,07-01-2023,OR202301060000008944,2,1
DL202301060000001096,3,MAT-01259,5,36,A,07-01-2023,OR202301060000008944,3,1
DL202301060000004418,4,MAT-01138,4,0,A,07-01-2023,OR202301060000008944,4,1
DL202301060000004730,1,MAT-00561,2,10,A,08-01-2023,OR202301060000009679,1,1
DL202301060000005235,2,MAT-00619,4,5,A,09-01-2023,OR202301060000009679,2,1
DL202301060000008405,1,MAT-00800,4,22,A,08-01-2023,OR202301060000004150,1,1
DL202301060000003035,2,MAT-01295,1,41,A,08-01-2023,OR202301060000004150,2,1
DL202301060000006098,3,MAT-00354,3,8,A,07-01-2023,OR202301060000004150,3,1
DL202301060000008131,1,MAT-00055,5,16,A,09-01-2023,OR202301060000009387,1,1
DL202301060000003457,2,MAT-00885,4,34,A,08-01-2023,OR202301060000009387,2,1
DL202301090000007248,1,MAT-00885,1,25,A,11-01-2023,OR202301090000005667,1,1
DL202301090000001539,2,MAT-01304,2,40,A,12-01-2023,OR202301090000005667,2,1
DL202301090000003168,3,MAT-00129,3,26,A,11-01-2023,OR202301090000005667,3,1
DL202301090000003691,4,MAT-00404,4,31,A,12-01-2023,OR202301090000005667,4,1
DL202301090000008370,5,MAT-00745,1,10,A,11-01-2023,OR202301090000005667,5,1
DL202301090000006667,1,MAT-01085,5,22,A,10-01-2023,OR202301090000001974,1,1
DL202301090000002919,1,MAT-00492,4,43,A,10-01-2023,OR202301090000004361,1,1
DL202301090000004508,2,MAT-01322,3,0,C,11-01-2023,OR202301090000004361,2,1
DL202301090000009084,3,MAT-00805,1,10,A,11-01-2023,OR202301090000004361,3,1
DL202301090000005038,4,MAT-01291,1,32,A,11-01-2023,OR202301090000004361,4,1
DL202301090000008245,1,MAT-00186,2,21,B,11-01-2023,OR202301090000007869,1,1
DL202301090000004874,1,MAT-00045,4,3,A,12-01-2023,OR202301090000001231,1,1
DL202301090000005484,2,MAT-00571,5,0,C,11-01-2023,OR202301090000001231,2,1
DL202301090000007369,3,MAT-01454,5,39,A,10-01-2023,OR202301090000001231,3,1
DL202301090000003492,4,MAT-00383,1,36,A,11-01-2023,OR202301090000001231,4,1
DL202301090000005274,1,MAT-00913,3,4,B,12-01-2023,OR202301090000003283,1,1
DL202301090000007288,2,MAT-01298,5,40,A,10-01-2023,OR202301090000003283,2,1
DL202301090000002443,3,MAT-00545,2,1,A,12-01-2023,OR202301090000003283,3,1
DL202301090000004288,1,MAT-00503,1,13,A,11-01-2023,OR202301090000007816,1,1
DL202301090000004094,2,MAT-00064,5,0,A,10-01-2023,OR202301090000007816,2,1
DL202301090000005478,1,MAT-01046,3,7,A,11-01-2023,OR202301090000005223,1,1
DL202301090000002857,2,MAT-01302,2,33,A,11-01-2023,OR202301090000005223,2,1
DL202301090000001298,3,MAT-00846,3,30,A,12-01-2023,OR202301090000005223,3,1
DL202301090000007940,1,MAT-01340,4,2,B,10-01-2023,OR202301090000005133,1,1
DL202301090000009699,1,MAT-00128,4,26,A,12-01-2023,OR202301090000002624,1,1
DL202301090000002096,2,MAT-01127,3,29,B,11-01-2023,OR202301090000002624,2,1
DL202301090000006395,3,MAT-01000,4,23,A,10-01-2023,OR202301090000002624,3,1
DL202301090000007904,1,MAT-01271,4,25,B,11-01-2023,OR202301090000003991,1,1
DL202301090000007711,2,MAT-01335,1,20,A,12-01-2023,OR202301090000003991,2,1
DL202301090000006085,3,MAT-00699,4,26,A,11-01-2023,OR202301090000003991,3,1
DL202301090000003305,4,MAT-00845,3,38,A,11-01-2023,OR202301090000003991,4,1
DL202301090000003867,5,MAT-01028,2,47,A,11-01-2023,OR202301090000003991,5,1
DL202301090000008973,1,MAT-01023,3,19,A,12-01-2023,OR202301090000003933,1,1
DL202301090000005490,2,MAT-00865,2,34,A,12-01-2023,OR202301090000003933,2,1
DL202301090000001639,3,MAT-00771,3,0,B,10-01-2023,OR202301090000003933,3,1
DL202301090000002667,4,MAT-00281,4,40,A,11-01-2023,OR202301090000003933,4,1
DL202301090000006679,5,MAT-00224,2,12,A,12-01-2023,OR202301090000003933,5,1
DL202301090000003759,1,MAT-00801,2,41,A,11-01-2023,OR202301090000005773,1,1
DL202301090000005181,2,MAT-00454,1,45,A,11-01-2023,OR202301090000005773,2,1
DL202301090000006531,3,MAT-00142,5,47,A,10-01-2023,OR202301090000005773,3,1
DL202301090000003721,4,MAT-01115,2,22,A,12-01-2023,OR202301090000005773,4,1
DL202301090000002299,5,MAT-00638,1,2,B,11-01-2023,OR202301090000005773,5,1
DL202301090000009739,1,MAT-01500,5,41,A,12-01-2023,OR202301090000008407,1,1
DL202301090000001583,2,MAT-01456,1,12,A,11-01-2023,OR202301090000008407,2,1
DL202301090000003734,3,MAT-00635,3,16,A,12-01-2023,OR202301090000008407,3,1
DL202301090000009550,1,MAT-00429,5,35,A,12-01-2023,OR202301090000002254,1,1
DL202301090000002313,2,MAT-00007,1,29,A,11-01-2023,OR202301090000002254,2,1
DL202301090000001074,3,MAT-00576,4,12,A,10-01-2023,OR202301090000002254,3,1
DL202301090000008963,4,MAT-00208,1,35,A,10-01-2023,OR202301090000002254,4,1
DL202301090000003421,5,MAT-00404,5,10,A,11-01-2023,OR202301090000002254,5,1
DL202301090000009858,1,MAT-00042,5,6,A,10-01-2023,OR202301090000002885,1,1
DL202301090000007009,2,MAT-01063,2,4,B,12-01-2023,OR202301090000002885,2,1
DL202301090000001303,1,MAT-01032,1,36,A,11-01-2023,OR202301090000008448,1,1
DL202301090000007068,2,MAT-01360,1,22,A,10-01-2023,OR202301090000008448,2,1
DL202301090000003208,1,MAT-00170,4,27,A,11-01-2023,OR202301090000001822,1,1
DL202301090000005244,2,MAT-01383,2,22,B,10-01-2023,OR202301090000001822,2,1
DL202301090000009473,3,MAT-00193,4,5,A,10-01-2023,OR202301090000001822,3,1
DL202301090000004956,4,MAT-01039,1,24,A,10-01-2023,OR202301090000001822,4,1
DL202301090000008670,1,MAT-01192,2,18,A,11-01-2023,OR202301090000005497,1,1
DL202301090000009773,2,MAT-00842,4,0,A,11-01-2023,OR202301090000005497,2,1
DL202301090000004783,1,MAT-00322,5,2,B,11-01-2023,OR202301090000001810,1,1
DL202301090000006428,1,MAT-00237,4,39,A,11-01-2023,OR202301090000007580,1,1
DL202301090000004762,2,MAT-00391,1,17,A,12-01-2023,OR202301090000007580,2,1
DL202301090000004769,3,MAT-00951,1,0,C,12-01-2023,OR202301090000007580,3,1
DL202301090000001465,1,MAT-00706,2,38,A,11-01-2023,OR202301090000008822,1,1
DL202301090000002921,2,MAT-01422,5,15,A,12-01-2023,OR202301090000008822,2,1
DL202301090000002773,3,MAT-00063,1,39,A,10-01-2023,OR202301090000008822,3,1
DL202301090000008086,4,MAT-00373,5,34,B,10-01-2023,OR202301090000008822,4,1
DL202301090000002401,1,MAT-01065,3,2,A,10-01-2023,OR202301090000002588,1,1
DL202301090000006594,2,MAT-00119,2,44,A,12-01-2023,OR202301090000002588,2,1
DL202301090000005957,1,MAT-01248,3,25,A,11-01-2023,OR202301090000009378,1,1
DL202301090000007295,2,MAT-00801,3,27,B,10-01-2023,OR202301090000009378,2,1
DL202301090000004221,3,MAT-00391,1,29,A,11-01-2023,OR202301090000009378,3,1
DL202301090000002044,4,MAT-00074,4,34,A,12-01-2023,OR202301090000009378,4,1
DL202301090000007992,5,MAT-01014,4,35,A,12-01-2023,OR202301090000009378,5,1
DL202301090000008343,1,MAT-00542,4,24,B,11-01-2023,OR202301090000002045,1,1
DL202301090000008010,2,MAT-00090,1,0,C,12-01-2023,OR202301090000002045,2,1
DL202301090000003992,3,MAT-01444,5,29,A,11-01-2023,OR202301090000002045,3,1
DL202301090000006729,1,MAT-00129,5,0,C,10-01-2023,OR202301090000002160,1,1
DL202301090000004321,2,MAT-00201,5,44,A,12-01-2023,OR202301090000002160,2,1
DL202301090000002076,3,MAT-00565,3,29,A,12-01-2023,OR202301090000002160,3,1
DL202301090000009623,4,MAT-01325,5,14,B,11-01-2023,OR202301090000002160,4,1
DL202301090000003772,5,MAT-00328,4,24,A,12-01-2023,OR202301090000002160,5,1
DL202301100000002430,1,MAT-01494,5,30,A,11-01-2023,OR202301100000007341,1,1
DL202301100000007268,2,MAT-01492,3,40,A,12-01-2023,OR202301100000007341,2,1
DL202301100000002964,3,MAT-00596,4,0,C,11-01-2023,OR202301100000007341,3,1
DL202301100000009193,1,MAT-00791,3,5,A,11-01-2023,OR202301100000003686,1,1
DL202301100000007327,1,MAT-00008,4,0,C,13-01-2023,OR202301100000003380,1,1
DL202301100000005714,2,MAT-00610,4,3,A,13-01-2023,OR202301100000003380,2,1
DL202301100000008917,3,MAT-00979,5,40,A,11-01-2023,OR202301100000003380,3,1
DL202301100000009031,1,MAT-00167,5,6,B,12-01-2023,OR202301100000001363,1,1
DL202301100000006268,2,MAT-00736,1,32,B,13-01-2023,OR202301100000001363,2,1
DL202301100000004069,3,MAT-00872,2,2,B,11-01-2023,OR202301100000001363,3,1
DL202301100000009296,1,MAT-00398,2,25,A,11-01-2023,OR202301100000007516,1,1
DL202301100000002710,2,MAT-01154,4,6,B,11-01-2023,OR202301100000007516,2,1
DL202301100000007634,1,MAT-00185,4,49,A,12-01-2023,OR202301100000008779,1,1
DL202301100000008181,2,MAT-01208,4,28,A,13-01-2023,OR202301100000008779,2,1
DL202301100000005437,3,MAT-00822,2,25,A,11-01-2023,OR202301100000008779,3,1
DL202301100000009077,4,MAT-00834,2,43,A,11-01-2023,OR202301100000008779,4,1
DL202301100000003303,1,MAT-00926,2,5,A,11-01-2023,OR202301100000004525,1,1
DL202301100000008025,1,MAT-00315,4,30,A,12-01-2023,OR202301100000008277,1,1
DL202301100000005241,2,MAT-01272,5,10,A,11-01-2023,OR202301100000008277,2,1
DL202301100000008331,3,MAT-00849,5,48,A,13-01-2023,OR202301100000008277,3,1
DL202301100000002850,4,MAT-00615,3,35,A,11-01-2023,OR202301100000008277,4,1
DL202301100000008802,5,MAT-00260,1,48,A,11-01-2023,OR202301100000008277,5,1
DL202301100000002658,1,MAT-01387,5,33,A,13-01-2023,OR202301100000002743,1,1
DL202301100000003056,2,MAT-01328,5,39,A,12-01-2023,OR202301100000002743,2,1
DL202301100000004828,3,MAT-01408,2,23,A,11-01-2023,OR202301100000002743,3,1
DL202301100000005357,1,MAT-00439,5,27,A,11-01-2023,OR202301100000002256,1,1
DL202301100000007403,2,MAT-00166,1,47,A,11-01-2023,OR202301100000002256,2,1
DL202301100000003472,3,MAT-01483,1,9,A,12-01-2023,OR202301100000002256,3,1
DL202301100000004487,4,MAT-01349,4,23,A,12-01-2023,OR202301100000002256,4,1
DL202301100000008375,1,MAT-00332,3,28,A,12-01-2023,OR202301100000004740,1,1
DL202301100000003241,2,MAT-00537,1,6,B,12-01-2023,OR202301100000004740,2,1
DL202301100000008499,3,MAT-00491,3,19,A,11-01-2023,OR202301100000004740,3,1
DL202301100000005250,4,MAT-01487,2,32,A,12-01-2023,OR202301100000004740,4,1
DL202301100000002928,1,MAT-00787,3,0,C,11-01-2023,OR202301100000009548,1,1
DL202301100000003514,1,MAT-00806,4,50,A,13-01-2023,OR202301100000002304,1,1
DL202301100000004314,2,MAT-01261,2,20,A,13-01-2023,OR202301100000002304,2,1
DL202301100000005267,3,MAT-01231,1,38,A,13-01-2023,OR202301100000002304,3,1
DL202301100000006549,4,MAT-00147,5,3,B,13-01-2023,OR202301100000002304,4,1
DL202301100000004715,1,MAT-01398,2,10,A,12-01-2023,OR202301100000001020,1,1
DL202301100000004028,2,MAT-01294,3,19,A,13-01-2023,OR202301100000001020,2,1
DL202301100000007374,3,MAT-00987,2,36,A,13-01-2023,OR202301100000001020,3,1
DL202301100000008404,4,MAT-00770,1,45,A,12-01-2023,OR202301100000001020,4,1
DL202301100000008717,1,MAT-00296,1,14,A,13-01-2023,OR202301100000006841,1,1
DL202301100000001366,2,MAT-00772,3,20,A,12-01-2023,OR202301100000006841,2,1
DL202301100000006213,3,MAT-00764,1,34,A,13-01-2023,OR202301100000006841,3,1
DL202301100000005476,4,MAT-01297,1,35,A,11-01-2023,OR202301100000006841,4,1
DL202301100000007163,1,MAT-00850,4,17,A,13-01-2023,OR202301100000001277,1,1
DL202301100000002966,2,MAT-00197,2,20,A,13-01-2023,OR202301100000001277,2,1
DL202301100000004203,3,MAT-00565,2,19,B,12-01-2023,OR202301100000001277,3,1
DL202301100000003901,1,MAT-01459,1,28,A,13-01-2023,OR202301100000006297,1,1
DL202301100000009076,2,MAT-01396,4,14,B,13-01-2023,OR202301100000006297,2,1
DL202301100000005555,3,MAT-00769,4,9,A,13-01-2023,OR202301100000006297,3,1
DL202301100000005948,4,MAT-01113,4,43,A,13-01-2023,OR202301100000006297,4,1
DL202301100000007258,5,MAT-01250,5,24,B,11-01-2023,OR202301100000006297,5,1
DL202301100000008607,1,MAT-00456,5,44,A,12-01-2023,OR202301100000003490,1,1
DL202301100000005106,1,MAT-00970,5,28,A,12-01-2023,OR202301100000002477,1,1
DL202301100000002042,2,MAT-01104,1,25,A,11-01-2023,OR202301100000002477,2,1
DL202301100000009530,1,MAT-01040,1,27,A,13-01-2023,OR202301100000005160,1,1
DL202301100000004015,2,MAT-01300,3,31,A,12-01-2023,OR202301100000005160,2,1
DL202301100000003993,3,MAT-00172,2,39,A,13-01-2023,OR202301100000005160,3,1
DL202301100000006489,4,MAT-01344,3,15,B,11-01-2023,OR202301100000005160,4,1
DL202301100000007605,5,MAT-00245,3,7,B,13-01-2023,OR202301100000005160,5,1
DL202301100000001057,1,MAT-00845,4,3,B,13-01-2023,OR202301100000007975,1,1
DL202301100000002263,2,MAT-00679,5,20,A,13-01-2023,OR202301100000007975,2,1
DL202301100000007157,3,MAT-00185,1,23,A,11-01-2023,OR202301100000007975,3,1
DL202301100000002058,1,MAT-01374,4,6,A,11-01-2023,OR202301100000005166,1,1
DL202301100000005755,2,MAT-01068,2,35,A,13-01-2023,OR202301100000005166,2,1
DL202301100000005132,3,MAT-00044,5,40,A,13-01-2023,OR202301100000005166,3,1
DL202301100000002790,4,MAT-00780,2,2,A,13-01-2023,OR202301100000005166,4,1
DL202301100000002758,1,MAT-00193,3,13,A,11-01-2023,OR202301100000007045,1,1
DL202301100000009736,2,MAT-00160,2,20,A,12-01-2023,OR202301100000007045,2,1
DL202301100000006203,3,MAT-01033,4,3,A,12-01-2023,OR202301100000007045,3,1
DL202301100000008327,4,MAT-01155,3,41,B,12-01-2023,OR202301100000007045,4,1
DL202301100000005746,1,MAT-00710,1,27,A,12-01-2023,OR202301100000006679,1,1
DL202301100000007733,1,MAT-00873,1,3,A,11-01-2023,OR202301100000001532,1,1
DL202301100000002675,1,MAT-00783,2,6,A,11-01-2023,OR202301100000006349,1,1
DL202301100000007871,1,MAT-00255,2,0,C,13-01-2023,OR202301100000009121,1,1
DL202301100000009128,2,MAT-00792,5,3,A,12-01-2023,OR202301100000009121,2,1
DL202301100000006415,3,MAT-00191,4,24,A,12-01-2023,OR202301100000009121,3,1
DL202301100000006057,4,MAT-01401,5,19,A,12-01-2023,OR202301100000009121,4,1
DL202301100000007128,5,MAT-00578,1,22,A,13-01-2023,OR202301100000009121,5,1
DL202301100000002001,1,MAT-00060,5,38,A,12-01-2023,OR202301100000006509,1,1
DL202301100000003195,2,MAT-00263,2,13,B,13-01-2023,OR202301100000006509,2,1
DL202301100000005064,3,MAT-00113,1,15,A,11-01-2023,OR202301100000006509,3,1
DL202301100000003657,4,MAT-00490,1,15,A,12-01-2023,OR202301100000006509,4,1
DL202301100000007880,5,MAT-00858,4,43,A,13-01-2023,OR202301100000006509,5,1
DL202301100000002087,1,MAT-00184,3,4,A,11-01-2023,OR202301100000008303,1,1
DL202301100000003803,2,MAT-01258,5,47,A,11-01-2023,OR202301100000008303,2,1
DL202301100000008340,3,MAT-00720,3,8,A,11-01-2023,OR202301100000008303,3,1
DL202301100000002256,4,MAT-00580,2,37,A,13-01-2023,OR202301100000008303,4,1
DL202301110000001646,1,MAT-00015,4,37,A,13-01-2023,OR202301110000008100,1,1
DL202301110000002535,2,MAT-00760,5,24,A,12-01-2023,OR202301110000008100,2,1
DL202301110000005832,1,MAT-00880,5,13,A,12-01-2023,OR202301110000009823,1,1
DL202301110000008361,2,MAT-01376,1,13,B,13-01-2023,OR202301110000009823,2,1
DL202301110000007478,3,MAT-01479,4,32,A,13-01-2023,OR202301110000009823,3,1
DL202301110000006961,4,MAT-00848,3,14,A,12-01-2023,OR202301110000009823,4,1
DL202301110000002330,5,MAT-00225,2,10,A,13-01-2023,OR202301110000009823,5,1
DL202301110000003261,1,MAT-00679,3,18,A,13-01-2023,OR202301110000004143,1,1
DL202301110000007058,1,MAT-00515,4,12,A,14-01-2023,OR202301110000002681,1,1
DL202301110000001154,2,MAT-00152,4,40,A,13-01-2023,OR202301110000002681,2,1
DL202301110000009487,3,MAT-01374,1,7,A,13-01-2023,OR202301110000002681,3,1
DL202301110000004152,1,MAT-01306,2,21,B,14-01-2023,OR202301110000008977,1,1
DL202301110000001937,2,MAT-00256,5,41,A,13-01-2023,OR202301110000008977,2,1
DL202301110000008357,1,MAT-00462,5,48,A,12-01-2023,OR202301110000001448,1,1
DL202301110000009735,2,MAT-00156,2,24,A,13-01-2023,OR202301110000001448,2,1
DL202301110000006205,3,MAT-00531,3,3,A,13-01-2023,OR202301110000001448,3,1
DL202301110000007839,4,MAT-01374,1,11,A,13-01-2023,OR202301110000001448,4,1
DL202301110000006049,5,MAT-00319,2,29,A,14-01-2023,OR202301110000001448,5,1
DL202301110000005587,1,MAT-00428,5,20,A,14-01-2023,OR202301110000001560,1,1
DL202301110000006228,2,MAT-01455,2,13,A,12-01-2023,OR202301110000001560,2,1
DL202301110000003583,3,MAT-01323,4,19,A,14-01-2023,OR202301110000001560,3,1
DL202301110000004953,4,MAT-00779,1,19,A,13-01-2023,OR202301110000001560,4,1
DL202301110000003201,5,MAT-00587,3,47,A,13-01-2023,OR202301110000001560,5,1
DL202301110000006540,1,MAT-00728,3,23,A,14-01-2023,OR202301110000006616,1,1
DL202301110000005387,2,MAT-01160,5,15,B,13-01-2023,OR202301110000006616,2,1
DL202301110000006478,3,MAT-01264,3,0,A,12-01-2023,OR202301110000006616,3,1
DL202301110000004655,4,MAT-00254,1,5,B,12-01-2023,OR202301110000006616,4,1
DL202301110000007992,5,MAT-00168,2,12,A,12-01-2023,OR202301110000006616,5,1
DL202301110000002636,1,MAT-01177,1,30,A,14-01-2023,OR202301110000007874,1,1
DL202301110000002543,2,MAT-01060,5,14,B,12-01-2023,OR202301110000007874,2,1
DL202301110000001905,3,MAT-01338,2,33,A,13-01-2023,OR202301110000007874,3,1
DL202301110000009566,1,MAT-00155,4,1,A,13-01-2023,OR202301110000009953,1,1
DL202301110000007234,2,MAT-01139,2,4,A,13-01-2023,OR202301110000009953,2,1
DL202301110000004421,3,MAT-01343,5,5,A,14-01-2023,OR202301110000009953,3,1
DL202301110000004454,4,MAT-00300,2,16,A,13-01-2023,OR202301110000009953,4,1
DL202301110000006093,5,MAT-00716,5,18,A,13-01-2023,OR202301110000009953,5,1
DL202301110000001842,1,MAT-01072,3,36,A,13-01-2023,OR202301110000003351,1,1
DL202301110000004026,2,MAT-00949,3,39,A,14-01-2023,OR202301110000003351,2,1
DL202301110000003107,3,MAT-00985,1,31,A,13-01-2023,OR202301110000003351,3,1
DL202301110000008407,1,MAT-01333,5,26,A,12-01-2023,OR202301110000003119,1,1
DL202301110000001610,2,MAT-00024,4,5,A,12-01-2023,OR202301110000003119,2,1
DL202301110000009385,3,MAT-00975,1,17,B,12-01-2023,OR202301110000003119,3,1
DL202301110000006256,4,MAT-00261,4,44,A,14-01-2023,OR202301110000003119,4,1
DL202301110000009275,5,MAT-01014,1,31,B,14-01-2023,OR202301110000003119,5,1
DL202301110000007623,1,MAT-01107,2,23,B,13-01-2023,OR202301110000005474,1,1
DL202301110000007633,2,MAT-00985,2,29,B,13-01-2023,OR202301110000005474,2,1
DL202301110000003007,3,MAT-00416,1,27,A,14-01-2023,OR202301110000005474,3,1
DL202301110000006513,1,MAT-00181,1,12,A,13-01-2023,OR202301110000005110,1,1
DL202301110000008552,2,MAT-00404,2,41,A,12-01-2023,OR202301110000005110,2,1
DL202301110000003306,3,MAT-00100,3,28,A,14-01-2023,OR202301110000005110,3,1
DL202301110000008211,1,MAT-00556,1,32,B,14-01-2023,OR202301110000007495,1,1
DL202301110000009212,2,MAT-01500,5,37,A,14-01-2023,OR202301110000007495,2,1
DL202301110000009615,3,MAT-01480,5,1,A,14-01-2023,OR202301110000007495,3,1
DL202301110000009630,1,MAT-01226,4,25,A,12-01-2023,OR202301110000004162,1,1
DL202301110000006755,1,MAT-01231,2,5,A,13-01-2023,OR202301110000006815,1,1
DL202301110000009914,2,MAT-00057,1,4,B,14-01-2023,OR202301110000006815,2,1
DL202301110000003858,3,MAT-00975,2,27,A,13-01-2023,OR202301110000006815,3,1
DL202301110000009206,1,MAT-00233,2,42,A,12-01-2023,OR202301110000001919,1,1
DL202301110000003057,2,MAT-00082,2,13,A,14-01-2023,OR202301110000001919,2,1
DL202301110000009255,1,MAT-01289,2,25,A,14-01-2023,OR202301110000008031,1,1
DL202301110000009987,2,MAT-00481,5,16,A,14-01-2023,OR202301110000008031,2,1
DL202301110000001651,3,MAT-01500,4,21,A,14-01-2023,OR202301110000008031,3,1
DL202301110000007386,1,MAT-01059,5,1,A,14-01-2023,OR202301110000008614,1,1
DL202301110000005513,2,MAT-00477,1,6,A,12-01-2023,OR202301110000008614,2,1
DL202301110000005143,3,MAT-00411,4,50,A,13-01-2023,OR202301110000008614,3,1
DL202301110000002254,4,MAT-01104,2,25,A,12-01-2023,OR202301110000008614,4,1
DL202301110000008396,5,MAT-01414,5,49,A,13-01-2023,OR202301110000008614,5,1
DL202301120000003391,1,MAT-00765,3,17,A,15-01-2023,OR202301120000005020,1,1
