sales_order,order_type,sales_org,distribution_channel,division,order_date,customer_id,fiscal_period
OR202301240000001060,OR,1000,10,0,24-01-2023,CUST-02695,1
OR202301240000008085,OR,1000,10,0,24-01-2023,CUST-01538,1
OR202301240000007044,OR,1000,10,0,24-01-2023,CUST-02513,1
OR202301240000008238,OR,1000,10,0,24-01-2023,CUST-04280,1
OR202301240000002310,OR,1000,10,0,24-01-2023,CUST-01115,1
OR202301240000005766,OR,1000,10,0,24-01-2023,CUST-04568,1
OR202301240000004172,OR,1000,10,0,24-01-2023,CUST-00958,1
OR202301240000003274,OR,1000,10,0,24-01-2023,CUST-00705,1
OR202301240000005814,OR,1000,10,0,24-01-2023,CUST-01147,1
OR202301250000007754,OR,1000,10,0,25-01-2023,CUST-03035,1
OR202301250000003795,OR,1000,10,0,25-01-2023,CUST-04575,1
OR202301250000001238,OR,1000,10,0,25-01-2023,CUST-00433,1
OR202301250000004027,OR,1000,10,0,25-01-2023,CUST-03452,1
OR202301250000002074,OR,1000,10,0,25-01-2023,CUST-03968,1
OR202301250000008997,OR,1000,10,0,25-01-2023,CUST-00936,1
OR202301250000007943,OR,1000,10,0,25-01-2023,CUST-03312,1
OR202301250000001659,OR,1000,10,0,25-01-2023,CUST-04503,1
OR202301250000009158,OR,1000,10,0,25-01-2023,CUST-02414,1
OR202301250000007083,OR,1000,10,0,25-01-2023,CUST-02718,1
OR202301250000009467,OR,1000,10,0,25-01-2023,CUST-00248,1
OR202301250000004572,OR,1000,10,0,25-01-2023,CUST-02879,1
OR202301250000006979,OR,1000,10,0,25-01-2023,CUST-03332,1
OR202301250000006518,OR,1000,10,0,25-01-2023,CUST-00852,1
OR202301250000002388,OR,1000,10,0,25-01-2023,CUST-00076,1
OR202301250000009892,OR,1000,10,0,25-01-2023,CUST-00834,1
OR202301250000003229,OR,1000,10,0,25-01-2023,CUST-02591,1
OR202301260000005353,OR,1000,10,0,26-01-2023,CUST-03774,1
OR202301260000008682,OR,1000,10,0,26-01-2023,CUST-01944,1
OR202301260000009620,OR,1000,10,0,26-01-2023,CUST-03461,1
OR202301260000008072,OR,1000,10,0,26-01-2023,CUST-00201,1
OR202301260000009805,OR,1000,10,0,26-01-2023,CUST-00995,1
OR202301260000004094,OR,1000,10,0,26-01-2023,CUST-03719,1
OR202301260000008486,OR,1000,10,0,26-01-2023,CUST-04113,1
OR202301260000002018,OR,1000,10,0,26-01-2023,CUST-01914,1
OR202301260000006555,OR,1000,10,0,26-01-2023,CUST-02439,1
OR202301260000007702,OR,1000,10,0,26-01-2023,CUST-01460,1
OR202301260000004472,OR,1000,10,0,26-01-2023,CUST-03733,1
OR202301260000004283,OR,1000,10,0,26-01-2023,CUST-01135,1
OR202301260000001493,OR,1000,10,0,26-01-2023,CUST-03672,1
OR202301260000009734,OR,1000,10,0,26-01-2023,CUST-03783,1
OR202301260000007550,OR,1000,10,0,26-01-2023,CUST-04830,1
OR202301260000003761,OR,1000,10,0,26-01-2023,CUST-00743,1
OR202301260000007882,OR,1000,10,0,26-01-2023,CUST-00823,1
OR202301260000003258,OR,1000,10,0,26-01-2023,CUST-04805,1
OR202301260000001949,OR,1000,10,0,26-01-2023,CUST-04466,1
OR202301260000009306,OR,1000,10,0,26-01-2023,CUST-01916,1
OR202301260000002929,OR,1000,10,0,26-01-2023,CUST-03786,1
OR202301260000009172,OR,1000,10,0,26-01-2023,CUST-04377,1
OR202301260000005266,OR,1000,10,0,26-01-2023,CUST-03746,1
OR202301260000005676,OR,1000,10,0,26-01-2023,CUST-01458,1
OR202301260000004135,OR,1000,10,0,26-01-2023,CUST-02557,1
OR202301260000009556,OR,1000,10,0,26-01-2023,CUST-04905,1
OR202301260000009439,OR,1000,10,0,26-01-2023,CUST-01381,1
OR202301270000005706,OR,1000,10,0,27-01-2023,CUST-01080,1
OR202301270000006125,OR,1000,10,0,27-01-2023,CUST-00164,1
OR202301270000005365,OR,1000,10,0,27-01-2023,CUST-01932,1
OR202301270000006602,OR,1000,10,0,27-01-2023,CUST-03242,1
OR202301270000003112,OR,1000,10,0,27-01-2023,CUST-04517,1
OR202301270000008353,OR,1000,10,0,27-01-2023,CUST-03237,1
OR202301270000004426,OR,1000,10,0,27-01-2023,CUST-01629,1
OR202301270000001113,OR,1000,10,0,27-01-2023,CUST-02733,1
OR202301270000001533,OR,1000,10,0,27-01-2023,CUST-01436,1
OR202301270000002471,OR,1000,10,0,27-01-2023,CUST-03179,1
OR202301270000008148,OR,1000,10,0,27-01-2023,CUST-03856,1
OR202301270000003651,OR,1000,10,0,27-01-2023,CUST-02681,1
OR202301270000004276,OR,1000,10,0,27-01-2023,CUST-00465,1
OR202301270000008770,OR,1000,10,0,27-01-2023,CUST-00830,1
OR202301270000004172,OR,1000,10,0,27-01-2023,CUST-00065,1
OR202301270000008710,OR,1000,10,0,27-01-2023,CUST-00236,1
OR202301270000002324,OR,1000,10,0,27-01-2023,CUST-03882,1
OR202301270000003674,OR,1000,10,0,27-01-2023,CUST-02015,1
OR202301270000005809,OR,1000,10,0,27-01-2023,CUST-01207,1
OR202301270000008696,OR,1000,10,0,27-01-2023,CUST-00328,1
OR202301270000003492,OR,1000,10,0,27-01-2023,CUST-00959,1
OR202301270000009762,OR,1000,10,0,27-01-2023,CUST-00525,1
OR202301270000009637,OR,1000,10,0,27-01-2023,CUST-03448,1
OR202301270000008330,OR,1000,10,0,27-01-2023,CUST-00294,1
OR202301270000006693,OR,1000,10,0,27-01-2023,CUST-02045,1
OR202301270000003550,OR,1000,10,0,27-01-2023,CUST-04247,1
OR202301270000002858,OR,1000,10,0,27-01-2023,CUST-04439,1
OR202301270000005448,OR,1000,10,0,27-01-2023,CUST-00248,1
OR202301300000005026,OR,1000,10,0,30-01-2023,CUST-02373,1
OR202301300000008402,OR,1000,10,0,30-01-2023,CUST-01910,1
OR202301300000001524,OR,1000,10,0,30-01-2023,CUST-00452,1
OR202301300000008278,OR,1000,10,0,30-01-2023,CUST-02295,1
OR202301300000009014,OR,1000,10,0,30-01-2023,CUST-00844,1
OR202301300000001045,OR,1000,10,0,30-01-2023,CUST-02845,1
OR202301300000002032,OR,1000,10,0,30-01-2023,CUST-04660,1
OR202301300000007931,OR,1000,10,0,30-01-2023,CUST-03039,1
OR202301300000008863,OR,1000,10,0,30-01-2023,CUST-02371,1
OR202301300000003592,OR,1000,10,0,30-01-2023,CUST-00660,1
OR202301300000005258,OR,1000,10,0,30-01-2023,CUST-04448,1
OR202301300000008054,OR,1000,10,0,30-01-2023,CUST-00116,1
OR202301300000002067,OR,1000,10,0,30-01-2023,CUST-00216,1
OR202301300000002143,OR,1000,10,0,30-01-2023,CUST-01556,1
OR202301300000008451,OR,1000,10,0,30-01-2023,CUST-03876,1
OR202301300000009129,OR,1000,10,0,30-01-2023,CUST-02587,1
OR202301300000007506,OR,1000,10,0,30-01-2023,CUST-02268,1
OR202301300000004537,OR,1000,10,0,30-01-2023,CUST-02760,1
OR202301300000006249,OR,1000,10,0,30-01-2023,CUST-02456,1
OR202301300000007464,OR,1000,10,0,30-01-2023,CUST-04033,1
OR202301300000001505,OR,1000,10,0,30-01-2023,CUST-04165,1
OR202301300000003919,OR,1000,10,0,30-01-2023,CUST-02597,1
OR202301300000004614,OR,1000,10,0,30-01-2023,CUST-03217,1
OR202301310000009737,OR,1000,10,0,31-01-2023,CUST-01433,1
OR202301310000003893,OR,1000,10,0,31-01-2023,CUST-02280,1
OR202301310000008764,OR,1000,10,0,31-01-2023,CUST-00517,1
OR202301310000009752,OR,1000,10,0,31-01-2023,CUST-04886,1
OR202301310000005611,OR,1000,10,0,31-01-2023,CUST-01714,1
OR202301310000008447,OR,1000,10,0,31-01-2023,CUST-02964,1
OR202301310000002954,OR,1000,10,0,31-01-2023,CUST-04137,1
OR202301310000002941,OR,1000,10,0,31-01-2023,CUST-03755,1
OR202301310000002842,OR,1000,10,0,31-01-2023,CUST-02160,1
OR202301310000008822,OR,1000,10,0,31-01-2023,CUST-00107,1
OR202301310000001741,OR,1000,10,0,31-01-2023,CUST-01370,1
OR202301310000008978,OR,1000,10,0,31-01-2023,CUST-01427,1
OR202301310000009389,OR,1000,10,0,31-01-2023,CUST-04127,1
OR202301310000004054,OR,1000,10,0,31-01-2023,CUST-00135,1
OR202301310000006182,OR,1000,10,0,31-01-2023,CUST-01849,1
OR202301310000001810,OR,1000,10,0,31-01-2023,CUST-03199,1
OR202302010000003519,OR,1000,10,0,01-02-2023,CUST-01506,2
OR202302010000002107,OR,1000,10,0,01-02-2023,CUST-03555,2
OR202302010000005168,OR,1000,10,0,01-02-2023,CUST-02002,2
OR202302010000001218,OR,1000,10,0,01-02-2023,CUST-03040,2
OR202302010000001152,OR,1000,10,0,01-02-2023,CUST-02670,2
OR202302010000009549,OR,1000,10,0,01-02-2023,CUST-00839,2
OR202302010000007321,OR,1000,10,0,01-02-2023,CUST-01937,2
OR202302010000008732,OR,1000,10,0,01-02-2023,CUST-03431,2
OR202302010000009529,OR,1000,10,0,01-02-2023,CUST-03389,2
OR202302010000002209,OR,1000,10,0,01-02-2023,CUST-01738,2
OR202302010000003964,OR,1000,10,0,01-02-2023,CUST-03502,2
OR202302010000007623,OR,1000,10,0,01-02-2023,CUST-00965,2
OR202302010000002712,OR,1000,10,0,01-02-2023,CUST-01686,2
OR202302010000004240,OR,1000,10,0,01-02-2023,CUST-03431,2
OR202302010000007166,OR,1000,10,0,01-02-2023,CUST-00854,2
OR202302010000004322,OR,1000,10,0,01-02-2023,CUST-02561,2
OR202302010000002092,OR,1000,10,0,01-02-2023,CUST-00717,2
OR202302010000009889,OR,1000,10,0,01-02-2023,CUST-04786,2
OR202302010000002665,OR,1000,10,0,01-02-2023,CUST-00903,2
OR202302010000007802,OR,1000,10,0,01-02-2023,CUST-04014,2
OR202302010000006017,OR,1000,10,0,01-02-2023,CUST-00015,2
OR202302010000004162,OR,1000,10,0,01-02-2023,CUST-02242,2
OR202302010000002296,OR,1000,10,0,01-02-2023,CUST-01227,2
OR202302020000006957,OR,1000,10,0,02-02-2023,CUST-00462,2
OR202302020000004924,OR,1000,10,0,02-02-2023,CUST-04658,2
OR202302020000009203,OR,1000,10,0,02-02-2023,CUST-00005,2
OR202302020000007480,OR,1000,10,0,02-02-2023,CUST-04123,2
OR202302020000007166,OR,1000,10,0,02-02-2023,CUST-04831,2
OR202302020000006408,OR,1000,10,0,02-02-2023,CUST-01902,2
OR202302020000007713,OR,1000,10,0,02-02-2023,CUST-02860,2
OR202302020000005279,OR,1000,10,0,02-02-2023,CUST-00369,2
OR202302020000006519,OR,1000,10,0,02-02-2023,CUST-04164,2
OR202302020000008726,OR,1000,10,0,02-02-2023,CUST-01266,2
OR202302020000001510,OR,1000,10,0,02-02-2023,CUST-01351,2
OR202302020000007370,OR,1000,10,0,02-02-2023,CUST-00485,2
OR202302020000005956,OR,1000,10,0,02-02-2023,CUST-02437,2
OR202302020000005975,OR,1000,10,0,02-02-2023,CUST-01647,2
OR202302020000001151,OR,1000,10,0,02-02-2023,CUST-03513,2
OR202302020000004621,OR,1000,10,0,02-02-2023,CUST-00549,2
OR202302020000002882,OR,1000,10,0,02-02-2023,CUST-00333,2
OR202302020000002927,OR,1000,10,0,02-02-2023,CUST-01273,2
OR202302020000001974,OR,1000,10,0,02-02-2023,CUST-00912,2
OR202302020000009787,OR,1000,10,0,02-02-2023,CUST-01791,2
OR202302020000001640,OR,1000,10,0,02-02-2023,CUST-00277,2
OR202302020000005056,OR,1000,10,0,02-02-2023,CUST-03533,2
OR202302020000003739,OR,1000,10,0,02-02-2023,CUST-02708,2
OR202302020000008338,OR,1000,10,0,02-02-2023,CUST-03119,2
OR202302020000006202,OR,1000,10,0,02-02-2023,CUST-01448,2
OR202302020000008665,OR,1000,10,0,02-02-2023,CUST-01410,2
OR202302020000005672,OR,1000,10,0,02-02-2023,CUST-04149,2
OR202302020000007624,OR,1000,10,0,02-02-2023,CUST-00979,2
OR202302030000004211,OR,1000,10,0,03-02-2023,CUST-00418,2
OR202302030000007714,OR,1000,10,0,03-02-2023,CUST-04218,2
OR202302030000001905,OR,1000,10,0,03-02-2023,CUST-02194,2
OR202302030000007721,OR,1000,10,0,03-02-2023,CUST-03630,2
OR202302030000004757,OR,1000,10,0,03-02-2023,CUST-01402,2
OR202302030000009089,OR,1000,10,0,03-02-2023,CUST-01797,2
OR202302030000001406,OR,1000,10,0,03-02-2023,CUST-00122,2
OR202302030000008907,OR,1000,10,0,03-02-2023,CUST-02930,2
OR202302030000007187,OR,1000,10,0,03-02-2023,CUST-03941,2
OR202302030000008703,OR,1000,10,0,03-02-2023,CUST-03944,2
OR202302030000007946,OR,1000,10,0,03-02-2023,CUST-01915,2
OR202302030000008939,OR,1000,10,0,03-02-2023,CUST-04422,2
OR202302030000001166,OR,1000,10,0,03-02-2023,CUST-00417,2
OR202302030000001888,OR,1000,10,0,03-02-2023,CUST-00570,2
OR202302030000008966,OR,1000,10,0,03-02-2023,CUST-01314,2
OR202302030000005300,OR,1000,10,0,03-02-2023,CUST-04317,2
OR202302030000002153,OR,1000,10,0,03-02-2023,CUST-03597,2
OR202302030000003700,OR,1000,10,0,03-02-2023,CUST-03402,2
OR202302060000003456,OR,1000,10,0,06-02-2023,CUST-04167,2
OR202302060000006829,OR,1000,10,0,06-02-2023,CUST-02809,2
OR202302060000006642,OR,1000,10,0,06-02-2023,CUST-02805,2
OR202302060000005049,OR,1000,10,0,06-02-2023,CUST-01816,2
OR202302060000007034,OR,1000,10,0,06-02-2023,CUST-01134,2
OR202302060000009183,OR,1000,10,0,06-02-2023,CUST-01463,2
OR202302060000009579,OR,1000,10,0,06-02-2023,CUST-02233,2
OR202302060000009355,OR,1000,10,0,06-02-2023,CUST-01309,2
OR202302060000007875,OR,1000,10,0,06-02-2023,CUST-00221,2
OR202302060000005582,OR,1000,10,0,06-02-2023,CUST-02894,2
OR202302060000005963,OR,1000,10,0,06-02-2023,CUST-04484,2
OR202302060000008342,OR,1000,10,0,06-02-2023,CUST-01372,2
OR202302060000003464,OR,1000,10,0,06-02-2023,CUST-02757,2
OR202302060000001869,OR,1000,10,0,06-02-2023,CUST-03457,2
OR202302060000005708,OR,1000,10,0,06-02-2023,CUST-04757,2
OR202302060000004698,OR,1000,10,0,06-02-2023,CUST-02397,2
OR202302060000006394,OR,1000,10,0,06-02-2023,CUST-00551,2
OR202302060000003360,OR,1000,10,0,06-02-2023,CUST-01319,2
OR202302060000006181,OR,1000,10,0,06-02-2023,CUST-03327,2
OR202302060000002556,OR,1000,10,0,06-02-2023,CUST-03317,2
OR202302060000008859,OR,1000,10,0,06-02-2023,CUST-01500,2
OR202302060000006864,OR,1000,10,0,06-02-2023,CUST-01414,2
OR202302060000009874,OR,1000,10,0,06-02-2023,CUST-02978,2
OR202302060000006313,OR,1000,10,0,06-02-2023,CUST-02597,2
OR202302060000001860,OR,1000,10,0,06-02-2023,CUST-03535,2
OR202302060000001721,OR,1000,10,0,06-02-2023,CUST-02392,2
OR202302060000001227,OR,1000,10,0,06-02-2023,CUST-00956,2
OR202302060000006606,OR,1000,10,0,06-02-2023,CUST-02138,2
OR202302060000009351,OR,1000,10,0,06-02-2023,CUST-01737,2
OR202302060000007377,OR,1000,10,0,06-02-2023,CUST-03130,2
OR202302070000005029,OR,1000,10,0,07-02-2023,CUST-00447,2
OR202302070000001925,OR,1000,10,0,07-02-2023,CUST-03524,2
OR202302070000007127,OR,1000,10,0,07-02-2023,CUST-01567,2
OR202302070000006609,OR,1000,10,0,07-02-2023,CUST-02803,2
OR202302070000008021,OR,1000,10,0,07-02-2023,CUST-00169,2
OR202302070000003829,OR,1000,10,0,07-02-2023,CUST-00806,2
OR202302070000004528,OR,1000,10,0,07-02-2023,CUST-04820,2
OR202302070000008903,OR,1000,10,0,07-02-2023,CUST-01025,2
OR202302070000004615,OR,1000,10,0,07-02-2023,CUST-04321,2
OR202302070000002851,OR,1000,10,0,07-02-2023,CUST-00393,2
OR202302070000005137,OR,1000,10,0,07-02-2023,CUST-04803,2
OR202302070000006292,OR,1000,10,0,07-02-2023,CUST-00383,2
OR202302070000008972,OR,1000,10,0,07-02-2023,CUST-00228,2
OR202302070000005339,OR,1000,10,0,07-02-2023,CUST-04974,2
OR202302070000002337,OR,1000,10,0,07-02-2023,CUST-02203,2
OR202302080000007893,OR,1000,10,0,08-02-2023,CUST-04820,2
OR202302080000006423,OR,1000,10,0,08-02-2023,CUST-01225,2
OR202302080000008568,OR,1000,10,0,08-02-2023,CUST-00659,2
OR202302080000003953,OR,1000,10,0,08-02-2023,CUST-03766,2
OR202302080000005096,OR,1000,10,0,08-02-2023,CUST-03779,2
OR202302080000001979,OR,1000,10,0,08-02-2023,CUST-03586,2
OR202302080000005009,OR,1000,10,0,08-02-2023,CUST-02476,2
OR202302080000006237,OR,1000,10,0,08-02-2023,CUST-00443,2
OR202302080000003260,OR,1000,10,0,08-02-2023,CUST-00549,2
OR202302080000007709,OR,1000,10,0,08-02-2023,CUST-03418,2
OR202302080000005918,OR,1000,10,0,08-02-2023,CUST-03975,2
OR202302080000002044,OR,1000,10,0,08-02-2023,CUST-00650,2
OR202302080000009477,OR,1000,10,0,08-02-2023,CUST-01597,2
OR202302080000008169,OR,1000,10,0,08-02-2023,CUST-04882,2
OR202302080000006981,OR,1000,10,0,08-02-2023,CUST-02217,2
OR202302080000009682,OR,1000,10,0,08-02-2023,CUST-01641,2
OR202302080000007802,OR,1000,10,0,08-02-2023,CUST-00245,2
OR202302080000009175,OR,1000,10,0,08-02-2023,CUST-00380,2
OR202302090000004139,OR,1000,10,0,09-02-2023,CUST-03040,2
OR202302090000003342,OR,1000,10,0,09-02-2023,CUST-00636,2
OR202302090000009551,OR,1000,10,0,09-02-2023,CUST-03882,2
OR202302090000005450,OR,1000,10,0,09-02-2023,CUST-04176,2
OR202302090000002398,OR,1000,10,0,09-02-2023,CUST-03945,2
OR202302090000004890,OR,1000,10,0,09-02-2023,CUST-01457,2
OR202302090000007913,OR,1000,10,0,09-02-2023,CUST-01766,2
OR202302090000006953,OR,1000,10,0,09-02-2023,CUST-00991,2
OR202302090000004893,OR,1000,10,0,09-02-2023,CUST-01364,2
OR202302090000002785,OR,1000,10,0,09-02-2023,CUST-04639,2
OR202302090000009152,OR,1000,10,0,09-02-2023,CUST-01845,2
OR202302090000007120,OR,1000,10,0,09-02-2023,CUST-03883,2
OR202302090000004442,OR,1000,10,0,09-02-2023,CUST-03151,2
OR202302090000002541,OR,1000,10,0,09-02-2023,CUST-02208,2
OR202302090000003255,OR,1000,10,0,09-02-2023,CUST-04880,2
OR202302090000008525,OR,1000,10,0,09-02-2023,CUST-03314,2
OR202302090000003772,OR,1000,10,0,09-02-2023,CUST-00901,2
OR202302090000009326,OR,1000,10,0,09-02-2023,CUST-04412,2
OR202302090000003128,OR,1000,10,0,09-02-2023,CUST-03014,2
OR202302090000001655,OR,1000,10,0,09-02-2023,CUST-00758,2
OR202302090000005267,OR,1000,10,0,09-02-2023,CUST-04419,2
OR202302090000009016,OR,1000,10,0,09-02-2023,CUST-02012,2
OR202302090000003007,OR,1000,10,0,09-02-2023,CUST-01865,2
OR202302090000006612,OR,1000,10,0,09-02-2023,CUST-00284,2
OR202302090000007301,OR,1000,10,0,09-02-2023,CUST-01490,2
OR202302100000007009,OR,1000,10,0,10-02-2023,CUST-03092,2
OR202302100000002110,OR,1000,10,0,10-02-2023,CUST-02764,2
OR202302100000002839,OR,1000,10,0,10-02-2023,CUST-04047,2
OR202302100000004220,OR,1000,10,0,10-02-2023,CUST-01377,2
OR202302100000008076,OR,1000,10,0,10-02-2023,CUST-04314,2
OR202302100000008203,OR,1000,10,0,10-02-2023,CUST-01900,2
OR202302100000003242,OR,1000,10,0,10-02-2023,CUST-01245,2
OR202302100000004684,OR,1000,10,0,10-02-2023,CUST-01207,2
OR202302100000008671,OR,1000,10,0,10-02-2023,CUST-01473,2
OR202302100000001798,OR,1000,10,0,10-02-2023,CUST-00692,2
OR202302100000009411,OR,1000,10,0,10-02-2023,CUST-01342,2
OR202302100000002621,OR,1000,10,0,10-02-2023,CUST-00135,2
OR202302100000002786,OR,1000,10,0,10-02-2023,CUST-01305,2
OR202302100000003954,OR,1000,10,0,10-02-2023,CUST-02984,2
OR202302100000003963,OR,1000,10,0,10-02-2023,CUST-03915,2
OR202302100000007650,OR,1000,10,0,10-02-2023,CUST-02658,2
OR202302100000007903,OR,1000,10,0,10-02-2023,CUST-04110,2
OR202302100000005734,OR,1000,10,0,10-02-2023,CUST-04760,2
OR202302100000003940,OR,1000,10,0,10-02-2023,CUST-00781,2
OR202302100000004594,OR,1000,10,0,10-02-2023,CUST-02999,2
OR202302130000008571,OR,1000,10,0,13-02-2023,CUST-01078,2
OR202302130000006170,OR,1000,10,0,13-02-2023,CUST-00596,2
OR202302130000003419,OR,1000,10,0,13-02-2023,CUST-03829,2
OR202302130000006623,OR,1000,10,0,13-02-2023,CUST-02606,2
OR202302130000009276,OR,1000,10,0,13-02-2023,CUST-03882,2
OR202302130000005238,OR,1000,10,0,13-02-2023,CUST-03837,2
OR202302130000008089,OR,1000,10,0,13-02-2023,CUST-01110,2
OR202302130000001323,OR,1000,10,0,13-02-2023,CUST-02612,2
OR202302130000001715,OR,1000,10,0,13-02-2023,CUST-02909,2
OR202302130000009299,OR,1000,10,0,13-02-2023,CUST-00565,2
OR202302130000001608,OR,1000,10,0,13-02-2023,CUST-03304,2
OR202302130000007205,OR,1000,10,0,13-02-2023,CUST-04592,2
OR202302130000006620,OR,1000,10,0,13-02-2023,CUST-01089,2
OR202302130000002908,OR,1000,10,0,13-02-2023,CUST-00864,2
OR202302130000005410,OR,1000,10,0,13-02-2023,CUST-04168,2
OR202302130000008385,OR,1000,10,0,13-02-2023,CUST-01818,2
OR202302130000004800,OR,1000,10,0,13-02-2023,CUST-02452,2
OR202302130000008877,OR,1000,10,0,13-02-2023,CUST-02401,2
OR202302130000007163,OR,1000,10,0,13-02-2023,CUST-04278,2
OR202302130000006704,OR,1000,10,0,13-02-2023,CUST-03042,2
OR202302130000006950,OR,1000,10,0,13-02-2023,CUST-02054,2
OR202302140000007876,OR,1000,10,0,14-02-2023,CUST-04148,2
OR202302140000002341,OR,1000,10,0,14-02-2023,CUST-04869,2
OR202302140000008349,OR,1000,10,0,14-02-2023,CUST-02453,2
OR202302140000004541,OR,1000,10,0,14-02-2023,CUST-02374,2
OR202302140000003737,OR,1000,10,0,14-02-2023,CUST-04776,2
OR202302140000008812,OR,1000,10,0,14-02-2023,CUST-02590,2
OR202302140000002417,OR,1000,10,0,14-02-2023,CUST-03046,2
OR202302140000002874,OR,1000,10,0,14-02-2023,CUST-01055,2
OR202302140000009697,OR,1000,10,0,14-02-2023,CUST-00669,2
OR202302140000006782,OR,1000,10,0,14-02-2023,CUST-02108,2
OR202302140000001550,OR,1000,10,0,14-02-2023,CUST-00916,2
OR202302140000009359,OR,1000,10,0,14-02-2023,CUST-02772,2
OR202302140000001968,OR,1000,10,0,14-02-2023,CUST-00069,2
OR202302140000008494,OR,1000,10,0,14-02-2023,CUST-01336,2
OR202302140000006231,OR,1000,10,0,14-02-2023,CUST-01206,2
OR202302140000008700,OR,1000,10,0,14-02-2023,CUST-01633,2
OR202302140000008996,OR,1000,10,0,14-02-2023,CUST-01631,2
OR202302140000006299,OR,1000,10,0,14-02-2023,CUST-02918,2
OR202302140000007708,OR,1000,10,0,14-02-2023,CUST-01634,2
OR202302140000007274,OR,1000,10,0,14-02-2023,CUST-03119,2
OR202302140000005667,OR,1000,10,0,14-02-2023,CUST-02105,2
OR202302140000001902,OR,1000,10,0,14-02-2023,CUST-01046,2
OR202302140000002599,OR,1000,10,0,14-02-2023,CUST-00190,2
OR202302140000008267,OR,1000,10,0,14-02-2023,CUST-04241,2
OR202302140000007581,OR,1000,10,0,14-02-2023,CUST-03687,2
OR202302140000003572,OR,1000,10,0,14-02-2023,CUST-00496,2
OR202302150000009720,OR,1000,10,0,15-02-2023,CUST-02736,2
OR202302150000007191,OR,1000,10,0,15-02-2023,CUST-01607,2
OR202302150000003749,OR,1000,10,0,15-02-2023,CUST-04622,2
OR202302150000007260,OR,1000,10,0,15-02-2023,CUST-01503,2
OR202302150000005104,OR,1000,10,0,15-02-2023,CUST-01837,2
OR202302150000007795,OR,1000,10,0,15-02-2023,CUST-03258,2
OR202302150000008097,OR,1000,10,0,15-02-2023,CUST-04138,2
OR202302150000004883,OR,1000,10,0,15-02-2023,CUST-01154,2
OR202302150000009768,OR,1000,10,0,15-02-2023,CUST-03813,2
OR202302150000007809,OR,1000,10,0,15-02-2023,CUST-02790,2
OR202302150000001447,OR,1000,10,0,15-02-2023,CUST-00396,2
OR202302150000004024,OR,1000,10,0,15-02-2023,CUST-04330,2
OR202302150000005086,OR,1000,10,0,15-02-2023,CUST-02015,2
OR202302150000006883,OR,1000,10,0,15-02-2023,CUST-01301,2
OR202302150000006703,OR,1000,10,0,15-02-2023,CUST-00805,2
OR202302160000009057,OR,1000,10,0,16-02-2023,CUST-04143,2
OR202302160000003788,OR,1000,10,0,16-02-2023,CUST-03583,2
OR202302160000004605,OR,1000,10,0,16-02-2023,CUST-00524,2
OR202302160000007381,OR,1000,10,0,16-02-2023,CUST-04543,2
OR202302160000007057,OR,1000,10,0,16-02-2023,CUST-03402,2
