sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202301100000001020,3,MAT-00987,36,2,2455.92,USD
OR202301100000001020,4,MAT-00770,45,1,1050.3,USD
OR202301100000006841,1,MAT-00296,14,1,1805.832,USD
OR202301100000006841,2,MAT-00772,20,3,8398.32,USD
OR202301100000006841,3,MAT-00764,34,1,6459.048,USD
OR202301100000006841,4,MAT-01297,35,1,8183.28,USD
OR202301100000001277,1,MAT-00850,17,4,6455.58,USD
OR202301100000001277,2,MAT-00197,20,2,7728.48,USD
OR202301100000001277,3,MAT-00565,46,2,25170.096,USD
OR202301100000006297,1,MAT-01459,28,1,16480.8,USD
OR202301100000006297,2,MAT-01396,22,4,5036.856,USD
OR202301100000006297,3,MAT-00769,9,4,5175.792,USD
OR202301100000006297,4,MAT-01113,43,4,9853.536,USD
OR202301100000006297,5,MAT-01250,46,5,17243.376,USD
OR202301100000003490,1,MAT-00456,44,5,14216.4,USD
OR202301100000002477,1,MAT-00970,28,5,2166.864,USD
OR202301100000002477,2,MAT-01104,25,1,5890.5,USD
OR202301100000005160,1,MAT-01040,27,1,7480.836,USD
OR202301100000005160,2,MAT-01300,31,3,12798.66,USD
OR202301100000005160,3,MAT-00172,39,2,2352.168,USD
OR202301100000005160,4,MAT-01344,38,3,6458.784,USD
OR202301100000005160,5,MAT-00245,11,3,5607.888,USD
OR202301100000007975,1,MAT-00845,49,4,14227.248,USD
OR202301100000007975,2,MAT-00679,20,5,10199.76,USD
OR202301100000007975,3,MAT-00185,23,1,11609.94,USD
OR202301100000005166,1,MAT-01374,6,4,3218.184,USD
OR202301100000005166,2,MAT-01068,35,2,1777.44,USD
OR202301100000005166,3,MAT-00044,40,5,13980,USD
OR202301100000005166,4,MAT-00780,2,2,180.96,USD
OR202301100000007045,1,MAT-00193,13,3,1104.948,USD
OR202301100000007045,2,MAT-00160,20,2,596.88,USD
OR202301100000007045,3,MAT-01033,3,4,1654.2,USD
OR202301100000007045,4,MAT-01155,46,3,16786.32,USD
OR202301100000006679,1,MAT-00710,27,1,1290.168,USD
OR202301100000001532,1,MAT-00873,3,1,1483.524,USD
OR202301100000006349,1,MAT-00783,6,2,137.52,USD
OR202301100000009121,1,MAT-00255,10,2,2713.44,USD
OR202301100000009121,2,MAT-00792,3,5,944.064,USD
OR202301100000009121,3,MAT-00191,24,4,4386.24,USD
OR202301100000009121,4,MAT-01401,19,5,1931.616,USD
OR202301100000009121,5,MAT-00578,22,1,1073.688,USD
OR202301100000006509,1,MAT-00060,38,5,21353.568,USD
OR202301100000006509,2,MAT-00263,25,2,9337.8,USD
OR202301100000006509,3,MAT-00113,15,1,6071.76,USD
OR202301100000006509,4,MAT-00490,15,1,5978.16,USD
OR202301100000006509,5,MAT-00858,43,4,8480.46,USD
OR202301100000008303,1,MAT-00184,4,3,1863.456,USD
OR202301100000008303,2,MAT-01258,47,5,9760.02,USD
OR202301100000008303,3,MAT-00720,8,3,1727.424,USD
OR202301100000008303,4,MAT-00580,37,2,3981.348,USD
OR202301110000008100,1,MAT-00015,37,4,14352.744,USD
OR202301110000008100,2,MAT-00760,24,5,6078.24,USD
OR202301110000009823,1,MAT-00880,13,5,290.316,USD
OR202301110000009823,2,MAT-01376,31,1,12541.98,USD
OR202301110000009823,3,MAT-01479,32,4,14928,USD
OR202301110000009823,4,MAT-00848,14,3,2811.144,USD
OR202301110000009823,5,MAT-00225,10,2,5934.6,USD
OR202301110000004143,1,MAT-00679,18,3,10729.152,USD
OR202301110000002681,1,MAT-00515,12,4,496.8,USD
OR202301110000002681,2,MAT-00152,40,4,12965.76,USD
OR202301110000002681,3,MAT-01374,7,1,3150.336,USD
OR202301110000008977,1,MAT-01306,33,2,8317.584,USD
OR202301110000008977,2,MAT-00256,41,5,20172.492,USD
OR202301110000001448,1,MAT-00462,48,5,14444.928,USD
OR202301110000001448,2,MAT-00156,24,2,11813.472,USD
OR202301110000001448,3,MAT-00531,3,3,37.692,USD
OR202301110000001448,4,MAT-01374,11,1,4950.528,USD
OR202301110000001448,5,MAT-00319,29,2,13807.944,USD
OR202301110000001560,1,MAT-00428,20,5,1075.44,USD
OR202301110000001560,2,MAT-01455,13,2,6944.028,USD
OR202301110000001560,3,MAT-01323,19,4,11269.812,USD
OR202301110000001560,4,MAT-00779,19,1,6259.056,USD
OR202301110000001560,5,MAT-00587,47,3,961.62,USD
OR202301110000006616,1,MAT-00728,23,3,7273.704,USD
OR202301110000006616,2,MAT-01160,49,5,26289.48,USD
OR202301110000006616,3,MAT-01264,37,3,15412.128,USD
OR202301110000006616,4,MAT-00254,49,1,25110.54,USD
OR202301110000006616,5,MAT-00168,12,2,1007.712,USD
OR202301110000007874,1,MAT-01177,30,1,16609.32,USD
OR202301110000007874,2,MAT-01060,41,5,17698.716,USD
OR202301110000007874,3,MAT-01338,33,2,6596.172,USD
OR202301110000009953,1,MAT-00155,1,4,325.728,USD
OR202301110000009953,2,MAT-01139,4,2,1314.912,USD
OR202301110000009953,3,MAT-01343,5,5,1097.34,USD
OR202301110000009953,4,MAT-00300,16,2,2727.936,USD
OR202301110000009953,5,MAT-00716,18,5,3904.416,USD
OR202301110000003351,1,MAT-01072,36,3,10126.944,USD
OR202301110000003351,2,MAT-00949,39,3,11938.68,USD
OR202301110000003351,3,MAT-00985,31,1,17433.408,USD
OR202301110000003119,1,MAT-01333,26,5,12505.272,USD
OR202301110000003119,2,MAT-00024,5,4,672.84,USD
OR202301110000003119,3,MAT-00975,24,1,8725.248,USD
OR202301110000003119,4,MAT-00261,44,4,3656.928,USD
OR202301110000003119,5,MAT-01014,33,1,16282.728,USD
OR202301110000005474,1,MAT-01107,26,2,13233.48,USD
OR202301110000005474,2,MAT-00985,41,2,12289.668,USD
OR202301110000005474,3,MAT-00416,27,1,1558.116,USD
OR202301110000005110,1,MAT-00181,12,1,6240.528,USD
OR202301110000005110,2,MAT-00404,41,2,15604.272,USD
OR202301110000005110,3,MAT-00100,28,3,16047.36,USD
OR202301110000007495,1,MAT-00556,35,1,20724.06,USD
OR202301110000007495,2,MAT-01500,37,5,952.38,USD
OR202301110000007495,3,MAT-01480,1,5,373.896,USD
OR202301110000004162,1,MAT-01226,25,4,5922,USD
OR202301110000006815,1,MAT-01231,5,2,524.22,USD
OR202301110000006815,2,MAT-00057,49,1,17288.376,USD
OR202301110000006815,3,MAT-00975,27,2,810.324,USD
OR202301110000001919,1,MAT-00233,42,2,12701.304,USD
OR202301110000001919,2,MAT-00082,13,2,7656.324,USD
OR202301110000008031,1,MAT-01289,25,2,2638.2,USD
OR202301110000008031,2,MAT-00481,16,5,3100.8,USD
OR202301110000008031,3,MAT-01500,21,4,4876.704,USD
OR202301110000008614,1,MAT-01059,1,5,434.052,USD
OR202301110000008614,2,MAT-00477,6,1,2195.64,USD
OR202301110000008614,3,MAT-00411,50,4,26913.6,USD
OR202301110000008614,4,MAT-01104,25,2,10117.2,USD
OR202301110000008614,5,MAT-01414,49,5,11495.4,USD
OR202301120000005020,1,MAT-00765,17,3,2071.416,USD
OR202301120000005020,2,MAT-01394,32,4,2261.376,USD
OR202301120000003623,1,MAT-01335,28,3,8675.856,USD
OR202301120000003623,2,MAT-01412,17,1,1881.696,USD
OR202301120000003623,3,MAT-00582,12,1,935.424,USD
OR202301120000003623,4,MAT-00540,5,1,1386.24,USD
OR202301120000006269,1,MAT-00014,2,2,850.656,USD
OR202301120000006269,2,MAT-00520,23,3,526.608,USD
OR202301120000006269,3,MAT-00507,30,3,10621.44,USD
OR202301120000006269,4,MAT-01246,34,4,19242.912,USD
OR202301120000006269,5,MAT-00904,29,4,1620.984,USD
OR202301120000006801,1,MAT-00250,13,1,4653.168,USD
OR202301120000006801,2,MAT-00765,24,1,5953.536,USD
OR202301120000006801,3,MAT-00512,1,5,364.092,USD
OR202301120000006801,4,MAT-00418,1,1,547.308,USD
OR202301120000001437,1,MAT-01440,12,1,3909.456,USD
OR202301120000001074,1,MAT-01449,9,1,1533.816,USD
OR202301120000008694,1,MAT-00397,19,1,8078.496,USD
OR202301120000008694,2,MAT-00441,45,5,12540.42,USD
OR202301120000008694,3,MAT-01181,2,3,1019.232,USD
OR202301120000008694,4,MAT-00907,7,4,2136.288,USD
OR202301120000008694,5,MAT-00518,16,4,1599.936,USD
OR202301120000004812,1,MAT-00667,35,1,6820.38,USD
OR202301120000004812,2,MAT-01441,42,2,21388.248,USD
OR202301120000004812,3,MAT-01227,10,1,466.2,USD
OR202301120000004812,4,MAT-00041,8,3,2988.48,USD
OR202301120000004812,5,MAT-00226,4,5,1865.088,USD
OR202301120000004370,1,MAT-00202,22,4,7589.208,USD
OR202301120000004370,2,MAT-01435,46,5,9126.216,USD
OR202301120000004370,3,MAT-00212,49,2,27176.772,USD
OR202301120000009838,1,MAT-00513,3,5,1706.796,USD
OR202301120000009838,2,MAT-01396,36,1,16171.488,USD
OR202301120000009838,3,MAT-01268,49,4,14615.916,USD
OR202301120000008761,1,MAT-01466,45,3,5153.22,USD
OR202301120000001648,1,MAT-00933,42,4,4929.624,USD
OR202301120000001648,2,MAT-00850,50,2,6875.4,USD
OR202301120000001648,3,MAT-01181,28,5,16196.88,USD
OR202301120000003887,1,MAT-00961,32,5,10627.584,USD
OR202301120000005133,1,MAT-00453,41,3,5031.684,USD
OR202301120000001923,1,MAT-00820,12,4,2961.792,USD
OR202301120000001923,2,MAT-00530,18,2,10709.28,USD
OR202301120000008709,1,MAT-00929,5,1,101.04,USD
OR202301120000008709,2,MAT-00891,44,2,5767.872,USD
OR202301120000008709,3,MAT-00910,27,3,12014.892,USD
OR202301120000001594,1,MAT-01406,21,3,8943.48,USD
OR202301120000001594,2,MAT-00988,47,1,1570.176,USD
OR202301120000001594,3,MAT-00020,31,4,17450.148,USD
OR202301120000001594,4,MAT-00721,40,2,2607.84,USD
OR202301120000005909,1,MAT-00506,45,2,13198.14,USD
OR202301120000005909,2,MAT-00076,26,1,7605.936,USD
OR202301120000005909,3,MAT-00884,34,5,15536.64,USD
OR202301120000005909,4,MAT-00392,18,3,3580.848,USD
OR202301120000005909,5,MAT-01145,19,2,7202.52,USD
OR202301120000007031,1,MAT-00014,17,4,3067.956,USD
OR202301120000007031,2,MAT-00266,15,2,5216.58,USD
OR202301120000007031,3,MAT-01261,27,1,13815.36,USD
OR202301120000007031,4,MAT-00560,2,3,725.424,USD
OR202301120000007031,5,MAT-00481,16,5,3100.8,USD
OR202301120000009540,1,MAT-00669,48,2,3540.672,USD
OR202301120000009540,2,MAT-01088,39,5,9294.48,USD
OR202301120000009785,1,MAT-00685,5,5,780.48,USD
OR202301120000009785,2,MAT-00274,12,3,5293.296,USD
OR202301120000009785,3,MAT-00601,30,4,9554.76,USD
OR202301120000003302,1,MAT-01369,35,3,17250.66,USD
OR202301130000003760,1,MAT-01360,21,3,7347.816,USD
OR202301130000003760,2,MAT-01158,6,5,1482.984,USD
OR202301130000003760,3,MAT-00202,21,4,7244.244,USD
OR202301130000003760,4,MAT-01497,9,2,775.116,USD
OR202301130000002805,1,MAT-00395,49,1,3675,USD
OR202301130000002805,2,MAT-00213,32,5,17908.992,USD
OR202301130000002805,3,MAT-00026,13,3,7581.132,USD
OR202301130000002805,4,MAT-00147,49,2,23514.12,USD
OR202301130000002805,5,MAT-01267,26,4,7843.368,USD
OR202301130000006387,1,MAT-00999,39,5,4625.244,USD
OR202301130000006387,2,MAT-00994,46,2,18508.56,USD
OR202301130000006387,3,MAT-01390,30,1,6305.04,USD
OR202301130000006387,4,MAT-00485,1,3,434.784,USD
OR202301130000006387,5,MAT-00711,42,4,3415.104,USD
OR202301130000001363,1,MAT-00571,30,2,3375.72,USD
OR202301130000001363,2,MAT-00648,4,5,501.12,USD
OR202301130000008906,1,MAT-00041,36,3,13448.16,USD
OR202301130000008906,2,MAT-00650,48,5,1081.152,USD
OR202301130000008906,3,MAT-00464,11,5,3226.74,USD
OR202301130000006020,1,MAT-00258,38,1,2463.768,USD
OR202301130000008138,1,MAT-01291,23,2,11351.88,USD
OR202301130000008138,2,MAT-01067,48,1,26247.744,USD
OR202301130000008138,3,MAT-00394,17,5,3535.728,USD
OR202301130000008138,4,MAT-01009,17,1,7540.248,USD
OR202301130000008138,5,MAT-00722,4,4,1179.6,USD
OR202301130000006698,1,MAT-00857,41,1,13093.596,USD
OR202301130000006698,2,MAT-00878,20,4,3194.4,USD
OR202301130000003876,1,MAT-01160,2,2,1182.672,USD
OR202301130000002999,1,MAT-01375,20,1,10518.24,USD
OR202301130000002999,2,MAT-00078,36,3,9711.792,USD
OR202301130000002999,3,MAT-00333,5,4,2603.64,USD
OR202301130000002999,4,MAT-01065,42,1,1729.728,USD
OR202301130000005669,1,MAT-01128,32,1,16210.176,USD
OR202301130000005669,2,MAT-00751,49,1,4529.952,USD
OR202301130000007892,1,MAT-00263,16,3,8485.632,USD
OR202301130000007892,2,MAT-01442,11,2,5315.64,USD
OR202301130000006126,1,MAT-00743,2,2,36.144,USD
OR202301130000006126,2,MAT-01178,2,2,500.112,USD
OR202301130000006126,3,MAT-00515,16,3,7787.52,USD
OR202301130000006126,4,MAT-00281,12,2,205.632,USD
OR202301130000006126,5,MAT-01347,15,1,8675.1,USD
OR202301130000008764,1,MAT-00063,4,4,265.248,USD
OR202301130000008764,2,MAT-01074,19,1,6983.184,USD
OR202301130000008764,1,MAT-00286,16,2,6954.816,USD
OR202301130000008764,2,MAT-00421,26,4,14059.344,USD
OR202301130000008764,3,MAT-01460,43,3,18894.372,USD
OR202301130000005373,1,MAT-00184,29,5,7117.644,USD
OR202301130000005373,2,MAT-01136,4,2,1838.88,USD
OR202301130000005373,3,MAT-00170,34,5,11832,USD
OR202301130000005373,4,MAT-00675,45,3,3478.68,USD
OR202301130000009123,1,MAT-00228,3,3,1755.9,USD
OR202301130000007196,1,MAT-00804,39,1,7708.896,USD
OR202301130000004815,1,MAT-01344,17,4,2180.352,USD
OR202301130000004815,2,MAT-00155,28,4,9120.384,USD
OR202301130000002180,1,MAT-00080,6,1,3300.12,USD
OR202301130000008944,1,MAT-00996,2,5,378.552,USD
OR202301130000008944,2,MAT-00596,39,4,18515.952,USD
OR202301130000008944,3,MAT-01078,24,2,10041.12,USD
OR202301130000004257,1,MAT-00822,10,4,453.48,USD
OR202301130000004257,2,MAT-00497,8,5,1841.088,USD
OR202301130000004257,3,MAT-01068,28,1,13848.912,USD
OR202301130000004501,1,MAT-01008,19,5,3931.404,USD
OR202301130000004501,2,MAT-00118,38,5,3058.848,USD
OR202301130000004501,3,MAT-00839,15,2,6553.98,USD
OR202301130000001104,1,MAT-00759,20,1,10817.28,USD
OR202301130000002149,1,MAT-01005,11,4,4311.12,USD
OR202301130000002149,2,MAT-01101,2,4,569.664,USD
OR202301130000003037,1,MAT-00939,33,1,4816.548,USD
OR202301130000003037,2,MAT-00622,31,4,7310.916,USD
OR202301130000003037,3,MAT-00316,3,3,356.58,USD
OR202301130000003037,4,MAT-00882,26,5,368.472,USD
OR202301130000005905,1,MAT-00950,29,3,10850.64,USD
OR202301130000005905,2,MAT-00836,44,4,18105.12,USD
OR202301130000005905,3,MAT-00724,40,3,11807.52,USD
OR202301130000001934,1,MAT-00063,26,3,1687.608,USD
OR202301130000001934,2,MAT-00178,23,1,1657.932,USD
OR202301130000001934,3,MAT-00933,43,2,6695.1,USD
OR202301130000001934,4,MAT-00023,50,5,8050.8,USD
OR202301130000001934,5,MAT-00408,36,2,12731.904,USD
OR202301130000008598,1,MAT-01384,25,2,8364.9,USD
OR202301130000008598,2,MAT-00070,13,3,3243.396,USD
OR202301130000008598,3,MAT-00146,12,3,3502.8,USD
OR202301130000008598,4,MAT-01012,32,4,10678.272,USD
OR202301130000004858,1,MAT-00852,8,4,258.528,USD
OR202301130000004858,2,MAT-01367,49,5,7748.664,USD
OR202301130000004858,3,MAT-01064,8,1,4745.952,USD
OR202301160000004213,1,MAT-00073,6,1,2324.448,USD
OR202301160000004213,2,MAT-00703,49,2,18069.828,USD
OR202301160000004213,3,MAT-01489,21,1,11416.86,USD
OR202301160000004213,4,MAT-01143,43,2,12647.676,USD
OR202301160000002735,1,MAT-00899,19,3,8974.992,USD
OR202301160000002735,2,MAT-00341,16,5,4369.92,USD
OR202301160000002735,3,MAT-00985,27,3,9830.484,USD
OR202301160000004800,1,MAT-00259,45,4,20301.3,USD
OR202301160000004800,2,MAT-00481,7,4,2394.168,USD
OR202301160000004800,3,MAT-01146,42,5,24407.208,USD
OR202301160000007297,1,MAT-01410,39,4,553.176,USD
OR202301160000007297,2,MAT-01497,34,1,7207.32,USD
OR202301160000002940,1,MAT-01077,31,3,14632.248,USD
OR202301160000002940,2,MAT-00256,4,1,442.464,USD
OR202301160000005661,1,MAT-00254,48,3,28661.76,USD
OR202301160000005661,2,MAT-00660,38,2,15256.392,USD
OR202301160000005661,3,MAT-00458,23,5,13345.152,USD
OR202301160000005661,4,MAT-00370,29,5,2365.356,USD
OR202301160000001590,1,MAT-00010,40,3,22401.6,USD
OR202301160000001590,2,MAT-00827,7,2,3735.312,USD
OR202301160000006339,1,MAT-01328,37,4,17411.016,USD
OR202301160000008065,1,MAT-01426,22,4,1884.696,USD
OR202301160000008065,2,MAT-00245,5,2,2881.8,USD
OR202301160000008605,1,MAT-00808,16,1,8875.584,USD
OR202301160000008605,2,MAT-01267,39,1,16712.28,USD
OR202301160000004668,1,MAT-01458,22,5,10701.768,USD
OR202301160000004034,1,MAT-00880,9,4,1591.704,USD
OR202301160000004034,2,MAT-00919,18,1,9202.032,USD
OR202301160000009221,1,MAT-01081,2,2,679.08,USD
OR202301160000009221,2,MAT-00044,40,4,14714.4,USD
OR202301160000005018,1,MAT-00328,15,1,7278.12,USD
OR202301160000005018,2,MAT-00527,22,5,1647.624,USD
OR202301160000005018,3,MAT-00905,23,5,5106.276,USD
OR202301160000005018,4,MAT-01149,37,3,18701.28,USD
OR202301160000002241,1,MAT-01397,49,2,5370.792,USD
OR202301160000002241,2,MAT-00492,20,1,6954.96,USD
OR202301160000002369,1,MAT-01184,22,2,2948.088,USD
OR202301160000002369,2,MAT-00081,40,3,22025.76,USD
OR202301160000006051,1,MAT-01304,25,2,2861.1,USD
OR202301160000006051,2,MAT-00794,30,1,16151.4,USD
OR202301160000006051,3,MAT-01145,48,4,3580.416,USD
OR202301160000006051,4,MAT-00297,8,1,1947.648,USD
OR202301160000006051,5,MAT-00994,12,4,1131.984,USD
OR202301160000008205,1,MAT-00694,41,4,4974.612,USD
OR202301160000008205,2,MAT-01449,4,4,1120.608,USD
OR202301160000005907,1,MAT-00034,47,5,25968.816,USD
OR202301160000009275,1,MAT-01181,50,4,27300.6,USD
OR202301160000009275,2,MAT-01393,41,2,24260.52,USD
OR202301160000008478,1,MAT-00812,29,2,8410.116,USD
OR202301160000008478,2,MAT-00016,24,5,1507.968,USD
OR202301160000008478,3,MAT-00034,18,1,3167.856,USD
OR202301160000001035,1,MAT-01472,40,5,10879.2,USD
OR202301160000003778,1,MAT-00294,29,4,3331.752,USD
OR202301160000003778,2,MAT-01175,16,3,1448.448,USD
OR202301160000003778,3,MAT-01498,11,4,3861.132,USD
OR202301160000008591,1,MAT-01108,38,3,17493.072,USD
OR202301160000008591,2,MAT-00668,6,4,3149.424,USD
OR202301160000007204,1,MAT-00061,14,4,4209.576,USD
OR202301160000008921,1,MAT-00216,45,3,12380.58,USD
OR202301160000008921,2,MAT-01064,36,2,3152.736,USD
OR202301160000008921,3,MAT-00440,7,2,3413.508,USD
OR202301160000008921,4,MAT-00082,1,2,588.948,USD
OR202301160000008921,5,MAT-01373,27,2,3985.2,USD
OR202301160000009902,1,MAT-00536,25,2,4382.1,USD
OR202301160000009902,2,MAT-00675,42,5,22576.176,USD
OR202301160000009902,3,MAT-00242,42,2,14752.584,USD
OR202301170000003227,1,MAT-01325,30,3,4809.24,USD
OR202301170000003227,2,MAT-01357,37,4,17873.22,USD
OR202301170000005563,1,MAT-01022,42,4,14518.728,USD
OR202301170000005563,2,MAT-00888,10,1,1018.2,USD
OR202301170000009169,1,MAT-00661,43,3,6464.964,USD
OR202301170000009169,2,MAT-01279,19,1,8603.808,USD
OR202301170000009169,3,MAT-00430,40,4,20287.2,USD
OR202301170000005451,1,MAT-01404,48,3,25649.856,USD
OR202301170000005236,1,MAT-00746,45,5,23259.96,USD
OR202301170000005236,2,MAT-00930,20,4,1231.44,USD
OR202301170000005236,3,MAT-00517,2,4,143.976,USD
OR202301170000004621,1,MAT-00831,38,4,17150.616,USD
OR202301170000004621,2,MAT-00932,12,3,3348.432,USD
OR202301170000003120,1,MAT-01266,5,4,1123.26,USD
OR202301170000005553,1,MAT-00916,46,2,21396.624,USD
OR202301170000005553,2,MAT-00726,21,1,5790.96,USD
OR202301170000009670,1,MAT-01281,9,1,3205.764,USD
OR202301170000009670,2,MAT-00477,26,2,2327.832,USD
OR202301170000003637,1,MAT-01143,36,2,10588.752,USD
OR202301170000007650,1,MAT-00766,20,2,2493.84,USD
OR202301170000007650,2,MAT-01480,49,5,18320.904,USD
OR202301170000007650,3,MAT-00335,34,2,18250.248,USD
OR202301170000007650,4,MAT-00950,19,4,8706.636,USD
OR202301170000005339,1,MAT-01395,36,5,6506.784,USD
OR202301170000005339,2,MAT-00166,18,5,4557.384,USD
OR202301170000005339,3,MAT-00017,47,5,25942.308,USD
OR202301170000005339,4,MAT-00904,4,3,2245.68,USD
OR202301170000006543,1,MAT-00990,42,1,18253.872,USD
OR202301170000006543,2,MAT-00771,35,3,3762.36,USD
OR202301170000006543,3,MAT-01306,31,1,11701.632,USD
OR202301170000009936,1,MAT-00115,14,3,6397.608,USD
OR202301170000009936,2,MAT-00433,25,2,6087.6,USD
OR202301170000009936,3,MAT-00578,22,5,6507.336,USD
OR202301170000009936,4,MAT-01298,34,4,10423.992,USD
OR202301170000009936,5,MAT-01443,47,1,2619.78,USD
OR202301170000005606,1,MAT-00511,16,5,5287.68,USD
OR202301170000005606,2,MAT-01045,11,2,2640.924,USD
OR202301170000005606,3,MAT-01023,30,4,7731.72,USD
OR202301170000009285,1,MAT-00897,3,4,1014.732,USD
OR202301170000001875,1,MAT-00793,43,2,23685.432,USD
OR202301170000001875,2,MAT-00146,9,4,991.98,USD
OR202301170000001875,3,MAT-01338,41,5,11276.148,USD
OR202301170000001875,4,MAT-01495,8,3,4358.4,USD
OR202301170000006226,1,MAT-00679,45,5,22949.46,USD
OR202301170000004482,1,MAT-00208,43,2,21332.988,USD
OR202301170000004482,2,MAT-00320,20,1,3280.32,USD
OR202301170000004482,3,MAT-00665,47,2,14394.408,USD
OR202301170000009531,1,MAT-00965,10,3,559.2,USD
OR202301170000009531,2,MAT-01429,22,4,5375.304,USD
OR202301170000009531,3,MAT-00709,19,3,287.508,USD
OR202301170000009531,4,MAT-00671,28,4,15603.168,USD
OR202301170000009529,1,MAT-00923,46,1,15904.776,USD
OR202301170000009529,2,MAT-00465,47,2,6362.484,USD
OR202301170000005929,1,MAT-01347,29,1,16771.86,USD
OR202301170000005929,2,MAT-00808,47,4,17375.148,USD
OR202301170000005929,3,MAT-00027,7,1,2038.596,USD
OR202301170000005929,4,MAT-01200,39,4,19985.472,USD
OR202301170000001384,1,MAT-00561,4,2,498.624,USD
OR202301170000006876,1,MAT-00782,12,3,5335.632,USD
OR202301170000001970,1,MAT-00145,41,5,2746.344,USD
OR202301170000001970,2,MAT-01317,34,3,2754.408,USD
OR202301170000001970,3,MAT-01491,30,1,11350.8,USD
OR202301170000001970,4,MAT-00297,11,3,3525.192,USD
OR202301170000001970,5,MAT-00910,20,4,4320.24,USD
OR202301170000002099,1,MAT-01029,18,4,6885.432,USD
OR202301170000002099,2,MAT-01121,38,1,8192.952,USD
OR202301170000008135,1,MAT-00954,10,2,4637.04,USD
OR202301170000008135,2,MAT-01381,8,3,832.608,USD
OR202301170000008135,3,MAT-00076,11,5,6548.916,USD
OR202301170000008135,4,MAT-00143,36,4,18775.152,USD
OR202301170000005562,1,MAT-00539,27,1,11592.396,USD
OR202301170000005562,2,MAT-00410,50,4,28442.4,USD
OR202301170000005562,3,MAT-00918,39,5,21604.752,USD
