preceding_doc,preceding_item,subsequent_doc,subsequent_item,document_category,quantity,date
OR202301060000004150,2,DL202301060000003035,2,C,41,06-01-2023
OR202301060000004150,3,DL202301060000006098,3,C,8,06-01-2023
OR202301060000009387,1,DL202301060000008131,1,C,16,06-01-2023
OR202301060000009387,2,DL202301060000003457,2,C,34,06-01-2023
OR202301090000005667,1,DL202301090000007248,1,C,25,09-01-2023
OR202301090000005667,2,DL202301090000001539,2,C,40,09-01-2023
OR202301090000005667,3,DL202301090000003168,3,C,26,09-01-2023
OR202301090000005667,4,DL202301090000003691,4,C,31,09-01-2023
OR202301090000005667,5,DL202301090000008370,5,C,10,09-01-2023
OR202301090000001974,1,DL202301090000006667,1,C,22,09-01-2023
OR202301090000004361,1,DL202301090000002919,1,C,43,09-01-2023
OR202301090000004361,2,DL202301090000004508,2,C,13,09-01-2023
DL202301090000004508,2,BODL202301090000004508,2,N,13,10-01-2023
OR202301090000004361,3,DL202301090000009084,3,C,10,09-01-2023
OR202301090000004361,4,DL202301090000005038,4,C,32,09-01-2023
OR202301090000007869,1,DL202301090000008245,1,C,28,09-01-2023
DL202301090000008245,1,BODL202301090000008245,1,N,7,10-01-2023
OR202301090000001231,1,DL202301090000004874,1,C,3,09-01-2023
OR202301090000001231,2,DL202301090000005484,2,C,37,09-01-2023
DL202301090000005484,2,BODL202301090000005484,2,N,37,10-01-2023
OR202301090000001231,3,DL202301090000007369,3,C,39,09-01-2023
OR202301090000001231,4,DL202301090000003492,4,C,36,09-01-2023
OR202301090000003283,1,DL202301090000005274,1,C,20,09-01-2023
DL202301090000005274,1,BODL202301090000005274,1,N,16,10-01-2023
OR202301090000003283,2,DL202301090000007288,2,C,40,09-01-2023
OR202301090000003283,3,DL202301090000002443,3,C,1,09-01-2023
OR202301090000007816,1,DL202301090000004288,1,C,13,09-01-2023
OR202301090000007816,2,DL202301090000004094,2,C,18,09-01-2023
OR202301090000005223,1,DL202301090000005478,1,C,7,09-01-2023
OR202301090000005223,2,DL202301090000002857,2,C,33,09-01-2023
OR202301090000005223,3,DL202301090000001298,3,C,30,09-01-2023
OR202301090000005133,1,DL202301090000007940,1,C,45,09-01-2023
DL202301090000007940,1,BODL202301090000007940,1,N,43,10-01-2023
OR202301090000002624,1,DL202301090000009699,1,C,26,09-01-2023
OR202301090000002624,2,DL202301090000002096,2,C,38,09-01-2023
DL202301090000002096,2,BODL202301090000002096,2,N,9,10-01-2023
OR202301090000002624,3,DL202301090000006395,3,C,23,09-01-2023
OR202301090000003991,1,DL202301090000007904,1,C,29,09-01-2023
DL202301090000007904,1,BODL202301090000007904,1,N,4,10-01-2023
OR202301090000003991,2,DL202301090000007711,2,C,20,09-01-2023
OR202301090000003991,3,DL202301090000006085,3,C,26,09-01-2023
OR202301090000003991,4,DL202301090000003305,4,C,38,09-01-2023
OR202301090000003991,5,DL202301090000003867,5,C,47,09-01-2023
OR202301090000003933,1,DL202301090000008973,1,C,19,09-01-2023
OR202301090000003933,2,DL202301090000005490,2,C,34,09-01-2023
OR202301090000003933,3,DL202301090000001639,3,C,15,09-01-2023
DL202301090000001639,3,BODL202301090000001639,3,N,4,10-01-2023
OR202301090000003933,4,DL202301090000002667,4,C,40,09-01-2023
OR202301090000003933,5,DL202301090000006679,5,C,12,09-01-2023
OR202301090000005773,1,DL202301090000003759,1,C,41,09-01-2023
OR202301090000005773,2,DL202301090000005181,2,C,45,09-01-2023
OR202301090000005773,3,DL202301090000006531,3,C,47,09-01-2023
OR202301090000005773,4,DL202301090000003721,4,C,22,09-01-2023
OR202301090000005773,5,DL202301090000002299,5,C,12,09-01-2023
DL202301090000002299,5,BODL202301090000002299,5,N,10,10-01-2023
OR202301090000008407,1,DL202301090000009739,1,C,41,09-01-2023
OR202301090000008407,2,DL202301090000001583,2,C,12,09-01-2023
OR202301090000008407,3,DL202301090000003734,3,C,16,09-01-2023
OR202301090000002254,1,DL202301090000009550,1,C,35,09-01-2023
OR202301090000002254,2,DL202301090000002313,2,C,29,09-01-2023
OR202301090000002254,3,DL202301090000001074,3,C,12,09-01-2023
OR202301090000002254,4,DL202301090000008963,4,C,35,09-01-2023
OR202301090000002254,5,DL202301090000003421,5,C,10,09-01-2023
OR202301090000002885,1,DL202301090000009858,1,C,6,09-01-2023
OR202301090000002885,2,DL202301090000007009,2,C,7,09-01-2023
DL202301090000007009,2,BODL202301090000007009,2,N,3,10-01-2023
OR202301090000008448,1,DL202301090000001303,1,C,36,09-01-2023
OR202301090000008448,2,DL202301090000007068,2,C,22,09-01-2023
OR202301090000001822,1,DL202301090000003208,1,C,27,09-01-2023
OR202301090000001822,2,DL202301090000005244,2,C,40,09-01-2023
DL202301090000005244,2,BODL202301090000005244,2,N,18,10-01-2023
OR202301090000001822,3,DL202301090000009473,3,C,5,09-01-2023
OR202301090000001822,4,DL202301090000004956,4,C,24,09-01-2023
OR202301090000005497,1,DL202301090000008670,1,C,18,09-01-2023
OR202301090000005497,2,DL202301090000009773,2,C,50,09-01-2023
OR202301090000001810,1,DL202301090000004783,1,C,4,09-01-2023
DL202301090000004783,1,BODL202301090000004783,1,N,2,10-01-2023
OR202301090000007580,1,DL202301090000006428,1,C,39,09-01-2023
OR202301090000007580,2,DL202301090000004762,2,C,17,09-01-2023
OR202301090000007580,3,DL202301090000004769,3,C,25,09-01-2023
DL202301090000004769,3,BODL202301090000004769,3,N,25,10-01-2023
OR202301090000008822,1,DL202301090000001465,1,C,38,09-01-2023
OR202301090000008822,2,DL202301090000002921,2,C,15,09-01-2023
OR202301090000008822,3,DL202301090000002773,3,C,39,09-01-2023
OR202301090000008822,4,DL202301090000008086,4,C,47,09-01-2023
DL202301090000008086,4,BODL202301090000008086,4,N,13,10-01-2023
OR202301090000002588,1,DL202301090000002401,1,C,2,09-01-2023
OR202301090000002588,2,DL202301090000006594,2,C,44,09-01-2023
OR202301090000009378,1,DL202301090000005957,1,C,25,09-01-2023
OR202301090000009378,2,DL202301090000007295,2,C,35,09-01-2023
DL202301090000007295,2,BODL202301090000007295,2,N,8,10-01-2023
OR202301090000009378,3,DL202301090000004221,3,C,29,09-01-2023
OR202301090000009378,4,DL202301090000002044,4,C,34,09-01-2023
OR202301090000009378,5,DL202301090000007992,5,C,35,09-01-2023
OR202301090000002045,1,DL202301090000008343,1,C,50,09-01-2023
DL202301090000008343,1,BODL202301090000008343,1,N,26,10-01-2023
OR202301090000002045,2,DL202301090000008010,2,C,9,09-01-2023
DL202301090000008010,2,BODL202301090000008010,2,N,9,10-01-2023
OR202301090000002045,3,DL202301090000003992,3,C,29,09-01-2023
OR202301090000002160,1,DL202301090000006729,1,C,12,09-01-2023
DL202301090000006729,1,BODL202301090000006729,1,N,12,10-01-2023
OR202301090000002160,2,DL202301090000004321,2,C,44,09-01-2023
OR202301090000002160,3,DL202301090000002076,3,C,29,09-01-2023
OR202301090000002160,4,DL202301090000009623,4,C,27,09-01-2023
DL202301090000009623,4,BODL202301090000009623,4,N,13,10-01-2023
OR202301090000002160,5,DL202301090000003772,5,C,24,09-01-2023
OR202301100000007341,1,DL202301100000002430,1,C,30,10-01-2023
OR202301100000007341,2,DL202301100000007268,2,C,40,10-01-2023
OR202301100000007341,3,DL202301100000002964,3,C,20,10-01-2023
DL202301100000002964,3,BODL202301100000002964,3,N,20,11-01-2023
OR202301100000003686,1,DL202301100000009193,1,C,5,10-01-2023
OR202301100000003380,1,DL202301100000007327,1,C,34,10-01-2023
DL202301100000007327,1,BODL202301100000007327,1,N,34,11-01-2023
OR202301100000003380,2,DL202301100000005714,2,C,3,10-01-2023
OR202301100000003380,3,DL202301100000008917,3,C,40,10-01-2023
OR202301100000001363,1,DL202301100000009031,1,C,21,10-01-2023
DL202301100000009031,1,BODL202301100000009031,1,N,15,11-01-2023
OR202301100000001363,2,DL202301100000006268,2,C,48,10-01-2023
DL202301100000006268,2,BODL202301100000006268,2,N,16,11-01-2023
OR202301100000001363,3,DL202301100000004069,3,C,6,10-01-2023
DL202301100000004069,3,BODL202301100000004069,3,N,4,11-01-2023
OR202301100000007516,1,DL202301100000009296,1,C,25,10-01-2023
OR202301100000007516,2,DL202301100000002710,2,C,40,10-01-2023
DL202301100000002710,2,BODL202301100000002710,2,N,34,11-01-2023
OR202301100000008779,1,DL202301100000007634,1,C,49,10-01-2023
OR202301100000008779,2,DL202301100000008181,2,C,28,10-01-2023
OR202301100000008779,3,DL202301100000005437,3,C,25,10-01-2023
OR202301100000008779,4,DL202301100000009077,4,C,43,10-01-2023
OR202301100000004525,1,DL202301100000003303,1,C,5,10-01-2023
OR202301100000008277,1,DL202301100000008025,1,C,30,10-01-2023
OR202301100000008277,2,DL202301100000005241,2,C,10,10-01-2023
OR202301100000008277,3,DL202301100000008331,3,C,48,10-01-2023
OR202301100000008277,4,DL202301100000002850,4,C,35,10-01-2023
OR202301100000008277,5,DL202301100000008802,5,C,48,10-01-2023
OR202301100000002743,1,DL202301100000002658,1,C,33,10-01-2023
OR202301100000002743,2,DL202301100000003056,2,C,39,10-01-2023
OR202301100000002743,3,DL202301100000004828,3,C,23,10-01-2023
OR202301100000002256,1,DL202301100000005357,1,C,27,10-01-2023
OR202301100000002256,2,DL202301100000007403,2,C,47,10-01-2023
OR202301100000002256,3,DL202301100000003472,3,C,9,10-01-2023
OR202301100000002256,4,DL202301100000004487,4,C,23,10-01-2023
OR202301100000004740,1,DL202301100000008375,1,C,28,10-01-2023
OR202301100000004740,2,DL202301100000003241,2,C,9,10-01-2023
DL202301100000003241,2,BODL202301100000003241,2,N,3,11-01-2023
OR202301100000004740,3,DL202301100000008499,3,C,19,10-01-2023
OR202301100000004740,4,DL202301100000005250,4,C,32,10-01-2023
OR202301100000009548,1,DL202301100000002928,1,C,17,10-01-2023
DL202301100000002928,1,BODL202301100000002928,1,N,17,11-01-2023
OR202301100000002304,1,DL202301100000003514,1,C,50,10-01-2023
OR202301100000002304,2,DL202301100000004314,2,C,20,10-01-2023
OR202301100000002304,3,DL202301100000005267,3,C,38,10-01-2023
OR202301100000002304,4,DL202301100000006549,4,C,4,10-01-2023
DL202301100000006549,4,BODL202301100000006549,4,N,1,11-01-2023
OR202301100000001020,1,DL202301100000004715,1,C,10,10-01-2023
OR202301100000001020,2,DL202301100000004028,2,C,19,10-01-2023
OR202301100000001020,3,DL202301100000007374,3,C,36,10-01-2023
OR202301100000001020,4,DL202301100000008404,4,C,45,10-01-2023
OR202301100000006841,1,DL202301100000008717,1,C,14,10-01-2023
OR202301100000006841,2,DL202301100000001366,2,C,20,10-01-2023
OR202301100000006841,3,DL202301100000006213,3,C,34,10-01-2023
OR202301100000006841,4,DL202301100000005476,4,C,35,10-01-2023
OR202301100000001277,1,DL202301100000007163,1,C,17,10-01-2023
OR202301100000001277,2,DL202301100000002966,2,C,20,10-01-2023
OR202301100000001277,3,DL202301100000004203,3,C,46,10-01-2023
DL202301100000004203,3,BODL202301100000004203,3,N,27,11-01-2023
OR202301100000006297,1,DL202301100000003901,1,C,28,10-01-2023
OR202301100000006297,2,DL202301100000009076,2,C,22,10-01-2023
DL202301100000009076,2,BODL202301100000009076,2,N,8,11-01-2023
OR202301100000006297,3,DL202301100000005555,3,C,9,10-01-2023
OR202301100000006297,4,DL202301100000005948,4,C,43,10-01-2023
OR202301100000006297,5,DL202301100000007258,5,C,46,10-01-2023
DL202301100000007258,5,BODL202301100000007258,5,N,22,11-01-2023
OR202301100000003490,1,DL202301100000008607,1,C,44,10-01-2023
OR202301100000002477,1,DL202301100000005106,1,C,28,10-01-2023
OR202301100000002477,2,DL202301100000002042,2,C,25,10-01-2023
OR202301100000005160,1,DL202301100000009530,1,C,27,10-01-2023
OR202301100000005160,2,DL202301100000004015,2,C,31,10-01-2023
OR202301100000005160,3,DL202301100000003993,3,C,39,10-01-2023
OR202301100000005160,4,DL202301100000006489,4,C,38,10-01-2023
DL202301100000006489,4,BODL202301100000006489,4,N,23,11-01-2023
OR202301100000005160,5,DL202301100000007605,5,C,11,10-01-2023
DL202301100000007605,5,BODL202301100000007605,5,N,4,11-01-2023
OR202301100000007975,1,DL202301100000001057,1,C,49,10-01-2023
DL202301100000001057,1,BODL202301100000001057,1,N,46,11-01-2023
OR202301100000007975,2,DL202301100000002263,2,C,20,10-01-2023
OR202301100000007975,3,DL202301100000007157,3,C,23,10-01-2023
OR202301100000005166,1,DL202301100000002058,1,C,6,10-01-2023
OR202301100000005166,2,DL202301100000005755,2,C,35,10-01-2023
OR202301100000005166,3,DL202301100000005132,3,C,40,10-01-2023
OR202301100000005166,4,DL202301100000002790,4,C,2,10-01-2023
OR202301100000007045,1,DL202301100000002758,1,C,13,10-01-2023
OR202301100000007045,2,DL202301100000009736,2,C,20,10-01-2023
OR202301100000007045,3,DL202301100000006203,3,C,3,10-01-2023
OR202301100000007045,4,DL202301100000008327,4,C,46,10-01-2023
DL202301100000008327,4,BODL202301100000008327,4,N,5,11-01-2023
OR202301100000006679,1,DL202301100000005746,1,C,27,10-01-2023
OR202301100000001532,1,DL202301100000007733,1,C,3,10-01-2023
OR202301100000006349,1,DL202301100000002675,1,C,6,10-01-2023
OR202301100000009121,1,DL202301100000007871,1,C,10,10-01-2023
DL202301100000007871,1,BODL202301100000007871,1,N,10,11-01-2023
OR202301100000009121,2,DL202301100000009128,2,C,3,10-01-2023
OR202301100000009121,3,DL202301100000006415,3,C,24,10-01-2023
OR202301100000009121,4,DL202301100000006057,4,C,19,10-01-2023
OR202301100000009121,5,DL202301100000007128,5,C,22,10-01-2023
OR202301100000006509,1,DL202301100000002001,1,C,38,10-01-2023
OR202301100000006509,2,DL202301100000003195,2,C,25,10-01-2023
DL202301100000003195,2,BODL202301100000003195,2,N,12,11-01-2023
OR202301100000006509,3,DL202301100000005064,3,C,15,10-01-2023
OR202301100000006509,4,DL202301100000003657,4,C,15,10-01-2023
OR202301100000006509,5,DL202301100000007880,5,C,43,10-01-2023
OR202301100000008303,1,DL202301100000002087,1,C,4,10-01-2023
OR202301100000008303,2,DL202301100000003803,2,C,47,10-01-2023
OR202301100000008303,3,DL202301100000008340,3,C,8,10-01-2023
OR202301100000008303,4,DL202301100000002256,4,C,37,10-01-2023
OR202301110000008100,1,DL202301110000001646,1,C,37,11-01-2023
OR202301110000008100,2,DL202301110000002535,2,C,24,11-01-2023
OR202301110000009823,1,DL202301110000005832,1,C,13,11-01-2023
OR202301110000009823,2,DL202301110000008361,2,C,31,11-01-2023
DL202301110000008361,2,BODL202301110000008361,2,N,18,12-01-2023
OR202301110000009823,3,DL202301110000007478,3,C,32,11-01-2023
OR202301110000009823,4,DL202301110000006961,4,C,14,11-01-2023
OR202301110000009823,5,DL202301110000002330,5,C,10,11-01-2023
OR202301110000004143,1,DL202301110000003261,1,C,18,11-01-2023
OR202301110000002681,1,DL202301110000007058,1,C,12,11-01-2023
OR202301110000002681,2,DL202301110000001154,2,C,40,11-01-2023
OR202301110000002681,3,DL202301110000009487,3,C,7,11-01-2023
OR202301110000008977,1,DL202301110000004152,1,C,33,11-01-2023
DL202301110000004152,1,BODL202301110000004152,1,N,12,12-01-2023
OR202301110000008977,2,DL202301110000001937,2,C,41,11-01-2023
OR202301110000001448,1,DL202301110000008357,1,C,48,11-01-2023
OR202301110000001448,2,DL202301110000009735,2,C,24,11-01-2023
OR202301110000001448,3,DL202301110000006205,3,C,3,11-01-2023
OR202301110000001448,4,DL202301110000007839,4,C,11,11-01-2023
OR202301110000001448,5,DL202301110000006049,5,C,29,11-01-2023
OR202301110000001560,1,DL202301110000005587,1,C,20,11-01-2023
OR202301110000001560,2,DL202301110000006228,2,C,13,11-01-2023
OR202301110000001560,3,DL202301110000003583,3,C,19,11-01-2023
OR202301110000001560,4,DL202301110000004953,4,C,19,11-01-2023
OR202301110000001560,5,DL202301110000003201,5,C,47,11-01-2023
OR202301110000006616,1,DL202301110000006540,1,C,23,11-01-2023
OR202301110000006616,2,DL202301110000005387,2,C,49,11-01-2023
DL202301110000005387,2,BODL202301110000005387,2,N,34,12-01-2023
OR202301110000006616,3,DL202301110000006478,3,C,37,11-01-2023
OR202301110000006616,4,DL202301110000004655,4,C,49,11-01-2023
DL202301110000004655,4,BODL202301110000004655,4,N,44,12-01-2023
OR202301110000006616,5,DL202301110000007992,5,C,12,11-01-2023
OR202301110000007874,1,DL202301110000002636,1,C,30,11-01-2023
OR202301110000007874,2,DL202301110000002543,2,C,41,11-01-2023
DL202301110000002543,2,BODL202301110000002543,2,N,27,12-01-2023
OR202301110000007874,3,DL202301110000001905,3,C,33,11-01-2023
OR202301110000009953,1,DL202301110000009566,1,C,1,11-01-2023
OR202301110000009953,2,DL202301110000007234,2,C,4,11-01-2023
OR202301110000009953,3,DL202301110000004421,3,C,5,11-01-2023
OR202301110000009953,4,DL202301110000004454,4,C,16,11-01-2023
OR202301110000009953,5,DL202301110000006093,5,C,18,11-01-2023
OR202301110000003351,1,DL202301110000001842,1,C,36,11-01-2023
OR202301110000003351,2,DL202301110000004026,2,C,39,11-01-2023
OR202301110000003351,3,DL202301110000003107,3,C,31,11-01-2023
OR202301110000003119,1,DL202301110000008407,1,C,26,11-01-2023
OR202301110000003119,2,DL202301110000001610,2,C,5,11-01-2023
OR202301110000003119,3,DL202301110000009385,3,C,24,11-01-2023
DL202301110000009385,3,BODL202301110000009385,3,N,7,12-01-2023
OR202301110000003119,4,DL202301110000006256,4,C,44,11-01-2023
OR202301110000003119,5,DL202301110000009275,5,C,33,11-01-2023
DL202301110000009275,5,BODL202301110000009275,5,N,2,12-01-2023
OR202301110000005474,1,DL202301110000007623,1,C,26,11-01-2023
DL202301110000007623,1,BODL202301110000007623,1,N,3,12-01-2023
OR202301110000005474,2,DL202301110000007633,2,C,41,11-01-2023
DL202301110000007633,2,BODL202301110000007633,2,N,12,12-01-2023
OR202301110000005474,3,DL202301110000003007,3,C,27,11-01-2023
OR202301110000005110,1,DL202301110000006513,1,C,12,11-01-2023
OR202301110000005110,2,DL202301110000008552,2,C,41,11-01-2023
OR202301110000005110,3,DL202301110000003306,3,C,28,11-01-2023
OR202301110000007495,1,DL202301110000008211,1,C,35,11-01-2023
DL202301110000008211,1,BODL202301110000008211,1,N,3,12-01-2023
OR202301110000007495,2,DL202301110000009212,2,C,37,11-01-2023
OR202301110000007495,3,DL202301110000009615,3,C,1,11-01-2023
OR202301110000004162,1,DL202301110000009630,1,C,25,11-01-2023
OR202301110000006815,1,DL202301110000006755,1,C,5,11-01-2023
OR202301110000006815,2,DL202301110000009914,2,C,49,11-01-2023
DL202301110000009914,2,BODL202301110000009914,2,N,45,12-01-2023
OR202301110000006815,3,DL202301110000003858,3,C,27,11-01-2023
OR202301110000001919,1,DL202301110000009206,1,C,42,11-01-2023
OR202301110000001919,2,DL202301110000003057,2,C,13,11-01-2023
OR202301110000008031,1,DL202301110000009255,1,C,25,11-01-2023
OR202301110000008031,2,DL202301110000009987,2,C,16,11-01-2023
OR202301110000008031,3,DL202301110000001651,3,C,21,11-01-2023
OR202301110000008614,1,DL202301110000007386,1,C,1,11-01-2023
OR202301110000008614,2,DL202301110000005513,2,C,6,11-01-2023
OR202301110000008614,3,DL202301110000005143,3,C,50,11-01-2023
OR202301110000008614,4,DL202301110000002254,4,C,25,11-01-2023
OR202301110000008614,5,DL202301110000008396,5,C,49,11-01-2023
OR202301120000005020,1,DL202301120000003391,1,C,17,12-01-2023
